name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
4tmn,-23.4231,1.11506,0,1.09795,0.203728,2.19933,-13.2339,0.205066,0.0504641,3.24277,-4.36879,-5.54597,10.17
1mq6,-14.4912,0.0382567,0,0,0,0,0,0.41729,0.00124814,4.134,-5.75865,-5.95353,11.15
3gy4,-10.6035,0.769683,1.38629,0,0,0,-2.46167,0.0722042,0,0.0566665,-2.22296,-2.39011,5.1
3b68,-15.6639,0.473397,0,0,0,0,0,0.152994,0.000587491,2.91746,-4.97617,-7.04499,8.4
3fcq,-15.6605,0.929545,0,0.312277,0.140181,3.76117,-11.763,0.0889078,6.49355e-005,0.812233,-1.66822,-2.88445,2.77
4gid,-23.3003,0.932485,0,0,0,0.00114913,-4.01598,0.332857,0.0626027,4.61413,-8.11988,-8.85219,10.77
3ebp,-10.3922,0.027725,0,0,0,0,-0.154423,0.172383,0,0.9832,-3.2454,-3.88953,5.91
3u9q,-10.2751,0.756649,0.693147,0,0,0,-0.868243,0.0514578,0,1.24143,-2.6992,-2.67929,4.38
3e93,-15.6475,0.351725,0,0,0,0,-0.0315027,0.54456,0.000589002,2.02307,-4.67488,-6.97688,8.85
3k5v,-10.2453,0.000150279,0,0,0,0,0,0.244727,0,1.92962,-2.80277,-4.44523,6.3
2wbg,-20.5239,3.53461,2.48491,0,0,0,-2.79095,0.672896,0.0100416,1.3362,-4.2485,-4.27019,4.45
1z95,-13.7905,0.392449,0,0,0,0,0,0.186065,1.87308e-005,2.73526,-4.24355,-5.99393,7.12
2fvd,-12.7337,0.16084,0,0,0,0,0,0.204081,7.48292e-006,1.95467,-4.18889,-5.27212,8.52
3pxf,-10.9388,0.780139,0,0,0,0,-3.23608,0.291141,0,0.965823,-1.70457,-2.80883,4.43
3cyx,-19.3104,1.16201,0.693147,0,0,0,-2.24391,0.161546,5.39935e-008,4.17642,-6.29755,-7.12776,8
3gnw,-15.8694,1.07421,0,0,0,0,0,0.280688,9.15368e-006,1.4365,-4.91688,-5.66695,9.1
3f3c,-11.7834,1.25147,1.38629,0,0,0.0286585,0,0.175936,0.0250933,0.663066,-2.43348,-3.67628,6.02
1oyt,-14.9484,0.847358,0,0,0,0.178061,-3.00304,0.239543,0.000707571,1.2983,-3.98833,-4.63932,7.24
3n86,-20.2465,2.67193,1.38629,0,0,0,-2.85704,0.156906,0,1.99587,-5.05023,-5.52874,5.64
3uex,-10.4454,0.0553139,0,0,0,1.0143,-2.60657,0.165165,0,2.34703,-2.8461,-3.35617,6.92
2brb,-10.0577,0.0299099,0,0,0,0,0,0.351497,0,1.36267,-2.83412,-3.94023,4.86
3kgp,-8.51908,0.11471,0,0,0,0.0789001,-2.3392,0.0392112,0.00186624,0.563666,-1.94652,-2.09529,2.57
3ivg,-14.3051,0.754188,0,0,0,0.906056,-1.01266,0.245157,0.0948772,2.68587,-4.10979,-5.43789,4.3
3dxg,-8.22375,0.541259,0,0,0,0,-0.51715,8.98782e-005,0,0.35659,-1.74081,-2.0571,2.4
2y5h,-12.3441,0.00111603,0,0,0,0.0306897,-0.0512658,0.517347,0.000524401,1.36299,-4.54231,-4.38512,5.79
3g0w,-12.7171,0.234969,0,0,0,0,0,0.0881684,0,0.64299,-3.86677,-5.26805,9.52
1yc1,-15.9064,1.73196,0,0,0,0.450879,-3.15077,0.377224,0,1.84183,-2.94474,-4.77436,6.17
3ozt,-39.8027,4.04654,1.38629,1.69082,1.29585,6.60121,-36.6523,0.144834,0.000944825,2.25387,-4.26304,-6.60124,4.13
1w4o,-16.9857,2.53388,0,0,0,0,-6.53253,8.4444e-007,0,0.37979,-2.58996,-2.98196,5.22
3uri,-18.1463,0.708108,0,0,0,0,-5.34347,0.105966,7.40243e-005,8.6771,-5.90106,-6.7249,9
3fv1,-25.1382,4.61114,3.17805,0,0,3.27968,-8.09044,0.196904,1.67778e-006,1.04247,-4.39965,-4.3344,9.3
2wca,-14.0527,1.6044,0,0,0,0,0,0.404009,0.00895771,2.07943,-3.79477,-3.93343,5.6
1nvq,-17.4933,0.918393,0.693147,0,0,0.133203,-3.68884,0.568996,0,0.3228,-4.21162,-5.9397,8.25
2w66,-16.1432,2.37169,0,0,0,0.286625,-1.65693,0.251923,0.00687172,0.622,-3.75989,-3.53787,4.05
2xnb,-12.1337,0.322296,0,0,0,0.168525,-0.781656,0.324419,0.00733789,1.53127,-3.39263,-4.55214,6.83
3ueu,-7.72474,0,0,0,0,0,-0.415796,0.19573,0,1.51783,-2.06192,-2.41991,5.24
1q8t,-9.7106,0.174111,0,0,0,0.788467,-1.08516,0.130961,4.28227e-005,0.717266,-2.5982,-3.08224,4.76
2weg,-9.48234,0.388278,0,0.809618,0.00459323,0,0,0.0852494,0,0.554033,-1.07013,-2.49951,6.5
3jvs,-12.0577,0.490488,0,0,0,0,0,0.316842,0.000302947,2.04222,-3.68293,-4.34881,6.54
3f3e,-11.1361,1.69617,1.38629,0,0,0.0562836,0,0.108024,0,0.317466,-1.99332,-2.5495,7.7
2j78,-15.8737,3.03317,2.48491,0,0,0,0,0.255825,0.00017615,0.1614,-3.17077,-3.255,6.42
2zcr,-20.6019,1.43131,0,0.0843594,0.545323,3.68446,-17.6938,0.184585,0,0.980446,-2.62066,-4.83208,6.87
2xbv,-15.7299,0.0527787,0,0,0,0,0,0.176451,0.00100323,2.57883,-6.11714,-6.71664,8.43
4de1,-15.7696,2.39331,0,0,0,0,-1.12141,0.212631,0,1.33483,-3.01559,-4.31609,5.96
1sqa,-14.4821,0.716996,0.693147,0,0,0,-3.86868,0.109756,0.00326499,2.3899,-3.77954,-4.5727,9.21
3mss,-7.3873,0,0,0,0,0,0,0.226405,0,1.81527,-1.6433,-2.74116,4.66
3ejr,-17.8742,3.0388,1.38629,0.492265,0.840733,5.86963,-5.34278,0.401482,0.00114565,1.14282,-3.27584,-4.24241,8.57
3ge7,-23.5358,2.72698,0.693147,0,0,0,-8.82944,0.140758,9.49514e-005,0.850033,-4.66922,-5.87687,8.7
3zsx,-12.8249,1.32013,0.693147,0,0,0.700509,-0.343775,0.100904,1.52659e-006,3.59847,-3.38113,-4.13106,3.28
1u1b,-19.0309,1.41157,0,0,0,0.193133,-7.06557,0.1231,0,1.36445,-4.34455,-5.33558,7.8
3utu,-17.4163,0.455768,0,0,0,0,-2.7049,0.318977,0,5.38493,-6.10869,-6.7025,10.92
1uto,-8.39949,0.289467,0.693147,0,0,0,-2.6803,0.0202251,0,0.412233,-1.73155,-1.65574,2.27
1a30,-14.2695,0.457035,0,0,0,4.96404,-5.72292,0,0.000203235,3.4019,-3.81501,-4.23796,4.3
3kwa,-10.3547,0.43055,0,0,0,5.08968,-3.27515,0.0717771,0.0234818,1.5202,-2.13443,-2.83451,4.08
4djv,-15.1737,0.998803,0.693147,0,0,0,-4.23515,0.0909851,0.000115481,2.37063,-3.7925,-4.5161,6.72
2xb8,-18.6393,2.4818,1.38629,0,0,0.0017441,-2.79239,0.0684699,0.0321649,1.49647,-4.57522,-4.82414,7.59
3dd0,-10.4574,0.415359,0,0.949469,0.0781508,0,0,0.17063,0,1.19923,-1.50544,-2.94382,9
2v7a,-12.9062,0.524106,0,0,0,0,-0.363756,0.365395,0,1.8895,-3.58442,-4.96555,8.3
3n7a,-15.5316,2.6602,2.07944,0,0,0,-2.66615,0.0053062,3.2203e-007,0.554033,-2.87243,-2.95746,3.7
2v00,-12.542,0.82304,0.693147,0,0,0,-4.72023,0.144187,0,0.919233,-2.58899,-2.83683,3.66
2vw5,-13.4427,0.820605,0,0,0,0,0,0.00615283,3.99629e-006,0.622,-4.15074,-4.61603,8.52
3lka,-7.65098,0.190124,0,0,0,0,0,0.0581525,0.000403368,0.828066,-1.73815,-2.4898,2.82
3zso,-14.2483,1.18989,0.693147,0,0,0.65093,-0.37168,0.0926133,0,4.51433,-4.22619,-5.15781,5.12
3pww,-19.8262,1.92831,0,0,0,0,-3.10943,0.182853,0.000188492,4.17642,-5.57919,-6.37548,7.32
3l7b,-12.8542,1.2516,0.693147,0,0,0,0,0.00819422,0,0.622,-3.46156,-3.85269,2.4
2yki,-15.2741,0.254898,0,0,0,0,0,0.549557,0,1.5058,-4.55189,-6.82106,9.46
2zcq,-27.9787,3.25463,1.38629,0.0965182,0.390398,5.761,-26.8228,0.0912311,8.52263e-005,0.921413,-1.5429,-4.58381,8.82
3ehy,-15.2729,0.0608266,0,0.880253,0.114597,3.88958,-10.164,0.040303,6.42396e-005,1.4157,-1.86192,-3.50663,5.85
1ps3,-15.5219,3.16286,0.693147,0.446966,0.342361,0,0,0.221615,0.0154111,0.1614,-2.55246,-3.39252,2.28
2qbp,-16.5344,0.287533,0,0,0,2.13603,-5.88658,0.155112,0.136432,2.60657,-4.92044,-5.46771,8.4
3udh,-14.1719,1.52127,0.693147,0,0,0,-6.44981,0.0706897,3.02191e-005,0,-2.07888,-2.59495,2.85
3g2n,-14.2273,1.95209,1.38629,0,0,0,0,0.054826,0,0.911633,-3.38781,-3.91312,4.09
2p4y,-15.61,0.364042,0,0,0,0,-0.756993,0.40195,0,3.04302,-4.87384,-6.71064,9
2x00,-12.6829,0.0133451,0,0,0,0,0,0.436615,0,0.4606,-4.60642,-4.55052,11.33
3gbb,-18.6716,2.5183,1.38629,0,0,4.20868,-6.47529,0.175884,0,1.14167,-3.65797,-3.64471,6.9
1gpk,-11.4364,0.712442,0,0,0,0,-0.332625,0.158739,0,0,-3.17756,-3.34889,5.37
3oe5,-32.625,4.48264,1.79176,1.70546,1.29963,4.45132,-19.8241,0.304539,0.00558257,2.72227,-4.47354,-6.6755,6.88
1r5y,-17.8853,2.74828,0.693147,0,0,0,-5.4775,0.0984176,5.5463e-005,0,-3.05246,-3.33919,6.46
1e66,-12.344,0.0819764,0,0,0,0,-0.474648,0.0781192,0,0.507,-4.29903,-4.51266,9.89
3d4z,-17.3532,3.52103,0.693147,0.702561,0.517367,2.77448,-3.24449,0.18036,0.0425711,0.1614,-2.24689,-3.23265,4.89
2hb1,-14.4381,1.75462,0.693147,0,0,1.90755,-3.68261,0.112913,0,0.863266,-2.93504,-3.06204,3.8
3uo4,-15.6326,0.647147,0,0,0,0,-4.75963,0.402926,0.0178083,2.3743,-3.695,-5.2201,6.52
2wtv,-15.588,1.01847,0,0,0,0.729286,-1.53228,0.457224,5.48398e-005,1.3603,-3.94947,-5.5057,8.74
2xdl,-10.9934,1.21656,0,0,0,0,0,0.137946,3.34561e-007,1.81063,-2.46267,-3.18222,3.1
1p1q,-16.3422,1.93082,1.38629,0,0,1.96525,-5.47858,0.256851,0.0109188,0.896033,-3.02004,-3.5046,4.89
3ag9,-19.3262,0.759111,0,0,0,4.2023,-8.88117,0.23544,2.15999e-009,8.81807,-5.61958,-6.21564,8.05
1o5b,-11.1329,0.415505,0,0,0,0,-2.54396,0.194809,7.22033e-008,0.289633,-2.91867,-2.81765,5.77
2yfe,-11.4351,0.897891,0.693147,0,0,0,0,0.187965,0,2.4969,-2.95156,-3.86742,6.63
1q8u,-11.7276,0.215507,0,0,0,0.691391,-2.20093,0.376556,0.0322669,0.754033,-3.15994,-3.69126,5.96
3ao4,-10.0803,0.124651,0,0,0,0,0,0.55685,0.000270074,0.5226,-2.66575,-3.55907,2.07
2vvn,-17.0424,2.12491,0.693147,0,0,1.46966,-3.60522,0.229965,5.59336e-005,0.6684,-3.7587,-3.9826,7.3
3acw,-9.64397,0.0323072,0,0,0,0.0416361,-0.199771,0.235055,0.000283554,0.6107,-2.46044,-3.75329,4.76
2qbr,-15.8701,0.804526,0,0,0,2.11829,-6.29046,0.154668,0.00758567,2.6507,-3.89103,-4.4778,6.33
1o3f,-13.4703,0.612565,0,0,0,0,-3.6013,0.226482,0.0837467,1.10187,-3.29415,-4.08051,7.96
1xd0,-32.771,6.30354,2.77259,0,0,0.827783,-5.85689,0.190665,0.000164808,1.9368,-7.08203,-7.21218,7.12
3cft,-6.8637,0.162349,0,0,0,0.0111342,-2.14435,0.129381,0,0.18479,-0.951892,-1.2646,4.19
1sln,-20.4762,0.507948,0,0.879974,0.231276,8.16585,-13.4575,0.301983,0.0364282,3.50733,-3.20904,-5.4476,6.64
3cj2,-8.59214,0.0869235,0,0,0,0,0,0.0168161,0,0.289633,-2.65893,-2.64375,4.85
3bkk,-21.2906,2.49921,1.09861,1.02293,0.234424,0,-3.69938,0.210675,0.00656831,3.12017,-4.18777,-5.81305,6.08
2r23,-16.5152,2.73003,1.38629,0,0,0.311035,-3.82568,0.0465598,0.00645198,3.03467,-3.27922,-3.30419,3.72
1f8d,-18.0002,1.99099,0.693147,0,0,5.01745,-8.61617,0.00335389,0.0207957,1.31163,-3.16994,-3.67483,3.4
4des,-12.5283,0.315248,0,0,0,0.945539,-6.44078,0.24721,1.11162,0.289633,-2.40769,-4.03537,5.85
3su3,-15.4594,0.357117,0,0,0,0,0,0.422821,0,2.08189,-5.60947,-5.99275,9.13
3imc,-8.03985,0.186936,0,0,0,0,0,0.110974,0,0.507,-1.96935,-2.53278,2.96
3nox,-17.1623,1.16636,0.693147,0,0,1.17097,-7.97355,0.0373356,0.0172706,1.31923,-3.8926,-4.04885,8.66
1hfs,-24.4759,0.128899,0,0.849456,0.301644,4.278,-10.8976,0.348687,0.00199022,4.25797,-6.30865,-8.78573,8.7
4gqq,-11.2148,2.01078,1.79176,0,0,0,0,0.0903857,0.00172434,1.5522,-1.96374,-2.30878,2.89
1zea,-4.24597,0.031145,0,0,0,0.145254,0,0.0225923,0,8.30667,-1.48443,-1.27185,5.22
3vd4,-15.2416,3.25197,0.693147,0.173883,0.00837612,0,0,0.279871,9.05477e-006,0.251233,-2.12804,-2.81743,4.82
1igj,-10.6362,0.293482,0,0,0,0,0,0.269529,0,0.7834,-3.32365,-3.46157,10
2ole,-16.373,1.26725,0.693147,0,0,0.680615,-6.03363,0.238953,0.112111,1.62643,-3.69813,-4.18038,7.25
2jdu,-11.713,5.83652,2.48491,1.86618,3.23477,0,0,0,0.00160529,0.1614,-1.31347,-2.25842,6.72
3gcs,-16.0383,1.02632,0,0,0,0,0,0.345977,0.000460841,2.53362,-4.65301,-6.36245,7.25
3l4u,-17.6789,2.68749,1.38629,0,0,0.972703,-4.11601,0.104348,0.00976763,1.4456,-3.6283,-3.66852,7.52
1f8b,-16.4314,2.11236,0,0,0,2.31255,-5.15984,0.00588161,0.0239435,1.31163,-3.13998,-3.622,5.4
2jdm,-13.1371,5.75208,2.77259,1.78737,2.69874,0,0,0,4.71496e-006,0.1614,-1.40249,-2.08168,5.4
1f8c,-21.924,2.92581,0.693147,0,0,3.94584,-12.6771,0.00546283,0.0248544,1.31163,-3.20797,-3.66246,7.4
1loq,-21.2062,5.01884,2.07944,0,0,0.397849,-2.06223,0,7.49307e-005,0.35659,-3.12657,-3.9263,3.7
2zwz,-22.1122,3.47062,1.38629,0,0,3.40635,-11.0234,0.182525,7.82573e-005,0.1614,-3.38663,-2.96422,7.79
2obf,-17.506,0.989982,0,0,0,0.456558,-4.63174,0.231668,0.0311151,1.18807,-4.60956,-5.49114,8.85
1lbk,-19.0087,2.46456,0.693147,0,0,2.8516,-8.14671,0.0252604,0,2.89787,-3.78744,-3.64588,3.18
2zjw,-13.0501,0.403979,0,0,0,4.70979,-5.73929,0.166206,2.05792e-005,0,-2.35316,-3.69319,7.7
2j62,-19.6586,2.31845,0.693147,0,0,0.499114,-2.19704,0.484095,0.000779615,1.76887,-5.13225,-5.52136,11.34
2d1o,-24.2554,1.7199,0.693147,1.53309,0.330793,0,-13.7065,0.139675,0,4.39783,-3.74045,-5.17651,7.7
2pcp,-10.8601,0.0614507,0,0,0,0,-0.549048,0.332316,0.134171,0.2881,-3.71714,-3.4483,8.7
3f17,-12.8431,0.320374,0,1.67123,0.44014,0,0,0.134275,0,1.9771,-2.3123,-4.37596,8.63
4dew,-13.1806,1.14915,0.693147,0,0,0.998779,-5.17578,0.486438,1.67304,0.5226,-2.55273,-3.87875,7
3vh9,-27.0103,0.247629,0,2.37761,0.906108,12.8541,-33.2509,0.10964,0,0,-0.871527,-2.97576,6.24
3bpc,-15.9189,2.63839,1.38629,0,0,0.327697,-4.52844,0.0411806,0,2.87327,-2.87028,-2.91355,4.8
1u33,-20.389,3.33849,1.38629,0,0,0,0,0.18738,0.00339002,1.2912,-5.20524,-5.43559,4.6
2zxd,-18.2885,3.53584,1.38629,0,0,1.71331,-4.2919,0.17998,0,-0.0329668,-3.04205,-2.68189,5.22
2x8z,-19.4928,1.13565,0.693147,0.0729924,0.0198705,6.31611,-17.8172,0.130295,0,0.849633,-2.21087,-2.87829,7.96
2vl4,-18.8099,3.24779,0.693147,0,0,1.49718,-6.16054,0.400594,0.000116689,0.1614,-2.87019,-2.83752,6.01
3nq3,-7.83162,0,0,0,0,0,0,0.186815,0,1.24143,-2.18074,-2.56638,3.78
1w3k,-21.1154,5.23771,3.58352,0,0,0,0,0.167923,0.000727241,0.6456,-3.53696,-3.91227,4.3
3b3s,-15.8151,0.953237,0,0.02477,0.00923151,14.9906,-14.0323,0.0621174,0.00161947,0.317466,-1.51306,-2.19641,2.55
3su2,-15.2556,0.37588,0,0,0,0,-0.273681,0.41463,0,2.93666,-5.27747,-6.1354,7.35
1hnn,-15.6715,1.75365,0,0,0,0.592517,-4.94904,0.0758763,0,0.554033,-3.00503,-3.56588,6.24
1os0,-21.4359,1.12855,0,0.273576,0.115426,10.1105,-15.2901,0.139301,3.76315e-009,2.78217,-3.34651,-5.19583,6.03
4g8m,-19.0302,3.80805,2.07944,0,0,2.79036,-3.9007,0.248593,0,0.394666,-3.06733,-3.07119,7.89
1lol,-18.5276,3.98548,1.38629,0,0,1.64638,-2.56936,0,0,0.35659,-2.77464,-3.4127,6.39
3kv2,-14.0467,1.35599,0,1.19055,0.652998,2.57767,-6.0357,0.0432709,4.35116e-005,1.03423,-1.8405,-2.80076,7.32
2zx6,-20.7107,2.83278,2.07944,0,0,2.01209,-6.34914,0.236521,0.00237869,1.6824,-4.2631,-4.56882,10.6
3mfv,-14.0874,1.47472,0,0,0,0,-6.2752,0.0563184,0.000131618,0.773633,-1.92363,-3.02403,2.52
3s8o,-14.5907,1.89342,0.693147,0,0,0,-2.88418,0.263031,2.58281,4.39066,-4.5401,-4.90917,6.85
2g70,-14.2412,0.733962,0,0,0,0.575972,-5.0158,0.139216,0,0.451033,-3.07856,-3.98294,7.77
3su5,-15.1275,0.440823,0,0,0,0,0,0.352845,5.01317e-009,2.08189,-5.40226,-5.77068,5.58
3huc,-11.8468,0.208783,0,0,0,0,0,0.35774,0.0105073,2.34883,-3.34029,-5.07805,5.99
3f80,-12.6178,1.08928,0,1.07851,0.825908,0.292545,-5.72297,0.146322,0,0.678866,-1.83656,-2.77276,4.22
2cbj,-15.0898,2.08253,0,0,0,0,0,0.169947,0.00398861,1.43423,-3.87465,-4.0272,8.27
1kel,-18.1153,1.69155,0.693147,0,0,1.58332,-6.69439,0.08683,0,1.33289,-3.93209,-4.4877,7.28
2x0y,-13.614,1.61515,0,0,0,0,0,0.143652,1.43923e-006,0.8298,-3.44998,-3.80537,4.6
3l4w,-16.3308,2.20157,1.38629,0,0,0.908304,-4.76995,0.127071,0,0.461,-3.22219,-3.13081,6
3l3n,-26.9859,2.55402,0.693147,0.215849,0.178631,8.53694,-19.1835,0.216146,0.00200866,3.5173,-4.14255,-5.5982,8.18
1n1m,-12.8988,0.623855,0.693147,0,0,0.862214,-6.85791,0.218164,0.00110463,0.194666,-2.38539,-2.50079,5.7
2gss,-7.73582,0.0364192,0,0,0,0,-1.34821,0.0599925,0,2.47143,-2.21871,-2.07238,4.94
3pe2,-15.4187,1.02783,0,0,0,2.25313,-2.95925,0.404308,0,1.82623,-3.77931,-4.92568,9.76
1w3l,-26.2841,6.71282,4.27667,0,0,0,0,0.460463,0.000219627,1.1298,-4.54887,-4.9281,6.28
2xhm,-21.4014,1.2947,0,1.0235,0.323234,3.45191,-10.0112,0.327285,5.88973e-006,3.13306,-4.25777,-5.29593,6.8
3muz,-13.362,2.45407,0,0,0,0,0,0.174078,0,0.251233,-2.64178,-2.53113,3.46
2x97,-22.7633,1.70991,0,0.594085,0.164036,7.56461,-12.8547,0.252563,0.000350311,3.9615,-4.2959,-5.13396,5.66
3fk1,-27.2803,4.05629,3.17805,0,0,16.8798,-21.1782,0,0.0109388,0.146823,-2.42962,-3.03094,2.62
3ov1,-22.2717,5.01218,2.07944,0,0,0,-3.28938,0.200685,0,4.39066,-3.97649,-4.19323,5.2
3owj,-9.9499,0.320542,0,0,0,0,0,0.438185,0,0,-2.27663,-3.434,6.07
2xy9,-26.0012,2.22248,1.09861,0.92945,0.369667,4.97974,-9.38069,0.508793,8.96047e-006,4.2858,-5.53835,-7.53451,9.19
3i3b,-13.4319,2.14351,0.693147,0,0,0,0,0.317621,7.30384e-005,0.1614,-2.60659,-3.09487,2.23
10gs,-19.5227,1.97921,0.693147,0,0,2.57279,-7.64105,0.032018,0,3.58313,-4.59881,-4.71001,6.4
2vo5,-15.9032,1.52814,0,0,0,0.7291,-4.57126,0.366733,0,0.596833,-3.64558,-3.51508,4.89
1jyq,-34.3795,7.7201,4.27667,0,0,0,-6.75089,0.298657,0.0383343,5.98068,-6.48547,-6.92178,8.7
2qft,-26.4113,3.67548,3.17805,0,0,16.5675,-20.7363,0,0,0.146823,-2.49273,-3.07047,5.26
2pq9,-46.4486,9.8766,4.27667,0,0,4.96523,-23.4381,0.0761508,5.12132e-006,0.723479,-5.92835,-5.9647,8.11
3bfu,-16.7076,2.23752,1.38629,0,0,2.00181,-5.84671,0.226592,0.000185923,0.896033,-2.90603,-3.20615,6.27
4djr,-16.4969,1.34,0.693147,0,0,0,0,0.214062,0.0713569,3.32547,-5.13601,-6.08086,11.52
3b3w,-21.5924,0.165179,0,1.553,1.18867,27.0305,-29.9435,0.000275209,0,0.317466,-1.06998,-2.40498,4.19
2vot,-19.8127,3.00608,0.693147,0,0,0.489533,-3.41447,0.479279,0.0147773,1.08063,-4.29073,-4.40646,7.14
2d3u,-10.6047,0.223052,0,0,0,0,0,0.203308,0.000151124,2.3615,-3.36535,-3.92908,6.92
