name,covalent-B0,covalent-B1,covalent-B2,covalent-B3,covalent-B4,covalent-B5,vdw_clash-B0,vdw_clash-B1,vdw_clash-B2,vdw_clash-B3,vdw_clash-B4,vdw_clash-B5,vdw-B0,vdw-B1,vdw-B2,vdw-B3,vdw-B4,vdw-B5,proximal-B0,proximal-B1,proximal-B2,proximal-B3,proximal-B4,proximal-B5,hbond-B0,hbond-B1,hbond-B2,hbond-B3,hbond-B4,hbond-B5,weak_hbond-B0,weak_hbond-B1,weak_hbond-B2,weak_hbond-B3,weak_hbond-B4,weak_hbond-B5,xbond-B0,xbond-B1,xbond-B2,xbond-B3,xbond-B4,xbond-B5,ionic-B0,ionic-B1,ionic-B2,ionic-B3,ionic-B4,ionic-B5,metal_complex-B0,metal_complex-B1,metal_complex-B2,metal_complex-B3,metal_complex-B4,metal_complex-B5,aromatic-B0,aromatic-B1,aromatic-B2,aromatic-B3,aromatic-B4,aromatic-B5,hydrophobic-B0,hydrophobic-B1,hydrophobic-B2,hydrophobic-B3,hydrophobic-B4,hydrophobic-B5,carbonyl-B0,carbonyl-B1,carbonyl-B2,carbonyl-B3,carbonyl-B4,carbonyl-B5,affinity
4crc,0,0,0,0,0,0,10,0,0,3,7,0,75,0,0,0,75,0,352,0,0,0,38,314,4,0,0,3,1,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,22,0,0,0,9,13,0,0,0,0,0,0,8.72
3u8k,0,0,0,0,0,0,3,0,0,2,1,0,44,0,0,0,44,0,173,0,0,0,17,156,2,0,0,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,7,4,0,0,0,0,0,0,8.66
4k18,0,0,0,0,0,0,4,0,0,3,1,0,41,0,0,0,41,0,246,0,0,0,26,220,1,0,0,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,12,22,0,0,0,0,0,0,8.96
3g2z,0,0,0,0,0,0,3,0,0,3,0,0,20,0,0,0,20,0,90,0,0,0,15,75,5,0,0,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,0,0,0,0,0,0,2.36
2yge,0,0,0,0,0,0,6,0,0,1,5,0,34,0,0,0,34,0,230,0,0,0,28,202,1,0,0,0,1,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,9,3,0,0,0,3,0,5.06
4w9l,0,0,0,0,0,0,9,0,0,6,3,0,45,0,0,0,45,0,296,0,0,0,30,266,5,0,0,4,1,0,14,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,54,0,0,0,17,37,2,0,0,0,2,0,5.02
2cet,0,0,0,0,0,0,17,0,0,11,6,0,48,0,0,0,48,0,214,0,0,0,45,169,7,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,2,0,16,0,0,0,7,9,0,0,0,0,0,0,8.02
2ymd,0,0,0,0,0,0,7,0,0,5,2,0,35,0,0,0,35,0,184,0,0,0,24,160,4,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,6,0,21,0,0,0,9,12,0,0,0,0,0,0,3.16
3f3a,0,0,0,0,0,0,11,0,0,6,5,0,44,0,0,0,44,0,182,0,0,0,33,149,5,0,0,4,1,0,2,0,0,1,1,0,0,0,0,0,0,0,14,0,0,3,11,0,0,0,0,0,0,0,20,0,0,0,20,0,34,0,0,0,15,19,2,0,0,1,1,0,4.19
4lzs,0,0,0,0,0,0,2,0,0,2,0,0,22,0,0,0,22,0,120,0,0,0,13,107,3,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,8,15,0,0,0,0,0,0,4.8
3ozs,0,0,0,0,0,0,18,0,0,12,6,0,70,0,0,0,70,0,398,0,0,0,48,350,5,0,0,4,1,0,9,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,11,0,15,0,0,0,4,11,0,0,0,0,0,0,5.33
2xys,0,0,0,0,0,0,5,0,0,1,4,0,41,0,0,0,41,0,202,0,0,0,14,188,1,0,0,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,15,0,0,0,0,0,0,7.42
1c5z,0,0,0,0,0,0,6,0,0,4,2,0,16,0,0,0,16,0,153,0,0,0,20,133,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,4.01
3nw9,0,0,0,0,0,0,19,0,0,9,10,0,81,0,0,0,81,0,394,0,0,0,44,350,7,0,0,5,2,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,37,0,0,0,12,25,0,0,0,0,0,0,9
1z9g,0,0,0,0,0,0,8,0,0,5,3,0,27,0,0,0,27,0,159,0,0,0,20,139,4,0,0,3,1,0,6,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,8,14,0,0,0,0,0,0,5.64
5c1w,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,107,0,0,0,17,90,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,37,0,0,0,16,21,0,0,0,0,0,0,5.06
2iwx,0,0,0,0,0,0,3,0,0,1,2,0,25,0,0,0,25,0,177,0,0,0,15,162,2,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,12,15,0,0,0,0,0,0,6.68
1vso,0,0,0,0,0,0,10,0,0,8,2,0,34,0,0,0,34,0,165,0,0,0,30,135,7,0,0,6,1,0,4,0,0,0,4,0,0,0,0,0,0,0,16,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,11,0,0,0,0,0,0,4.72
4de2,0,0,0,0,0,0,6,0,0,4,2,0,41,0,0,0,41,0,223,0,0,0,32,191,8,0,0,4,4,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,0,0,8,5,0,0,0,0,0,0,4.12
3oe4,0,0,0,0,0,0,21,0,0,12,9,0,81,0,0,0,81,0,371,0,0,0,43,328,10,0,0,6,4,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,14,0,0,0,5,9,0,0,0,0,0,0,7.47
4llx,0,0,0,0,0,0,2,0,0,0,2,0,13,0,0,0,13,0,80,0,0,0,16,64,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,16,0,0,0,7,9,0,0,0,0,0,0,2.89
4pcs,0,0,0,0,0,0,7,0,0,4,3,0,29,0,0,0,29,0,149,0,0,0,22,127,3,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,5,0,0,0,5,0,25,0,0,0,9,16,0,0,0,0,0,0,7.85
4tmn,0,0,0,0,0,0,18,0,0,11,7,0,53,0,0,0,50,3,324,0,0,0,40,284,8,0,0,5,3,0,7,0,0,0,7,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,9,0,0,0,9,0,38,0,0,0,15,23,1,0,0,0,1,0,10.17
5a7b,0,0,0,0,0,0,3,0,0,1,2,0,45,0,0,0,45,0,269,0,0,0,17,252,0,0,0,0,0,0,10,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,8,26,0,0,0,0,0,0,3.57
2vkm,0,0,0,0,0,0,21,0,0,6,15,0,89,0,0,0,89,0,521,0,0,0,59,462,7,0,0,2,5,0,22,0,0,2,20,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,14,0,0,0,14,0,55,0,0,0,27,28,0,0,0,0,0,0,8.74
4kzu,0,0,0,0,0,0,6,0,0,2,4,0,49,0,0,0,49,0,242,0,0,0,27,215,2,0,0,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,61,0,0,0,32,29,0,0,0,0,0,0,6.5
4f3c,0,0,0,0,0,0,8,0,0,5,3,0,57,0,0,0,56,1,305,0,0,0,38,267,5,0,0,4,1,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,49,0,0,0,9,40,0,0,0,0,0,0,11.82
1owh,0,0,0,0,0,0,7,0,0,4,3,0,31,0,0,0,31,0,221,0,0,0,24,197,3,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,12,0,9,0,0,0,4,5,1,0,0,0,1,0,7.4
4f9w,0,0,0,0,0,0,2,0,0,2,0,0,47,0,0,0,47,0,203,0,0,0,25,178,2,0,0,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,19,22,0,0,0,0,0,0,6.94
1qkt,0,0,0,0,0,0,3,0,0,2,1,0,20,0,0,0,20,0,171,0,0,0,7,164,2,0,0,0,2,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,41,0,0,0,14,27,0,0,0,0,0,0,9.04
1mq6,0,0,0,0,0,0,6,0,0,3,3,0,81,0,0,0,81,0,368,0,0,0,31,337,2,0,0,1,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,38,0,0,0,16,22,2,0,0,1,1,0,11.15
4owm,0,0,0,0,0,0,2,0,0,0,2,0,20,0,0,0,20,0,119,0,0,0,7,112,2,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,14,0,0,0,4,10,0,0,0,0,0,0,2.96
1o0h,0,0,0,0,0,0,10,0,0,5,5,0,42,0,0,0,42,0,193,0,0,0,30,163,8,0,0,3,5,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92
3dx2,0,0,0,0,0,0,23,0,0,14,9,0,45,0,0,0,43,2,160,0,0,0,15,145,6,0,0,5,1,0,5,0,0,1,4,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,7,0,0,0,0,0,0,6.82
4m0z,0,0,0,0,0,0,10,0,0,4,6,0,54,0,0,0,54,0,310,0,0,0,36,274,6,0,0,3,3,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,51,0,0,0,24,27,1,0,0,0,1,0,5.19
3gy4,0,0,0,0,0,0,4,0,0,4,0,0,20,0,0,0,20,0,161,0,0,0,23,138,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5.1
4cra,0,0,0,0,0,0,6,0,0,4,2,0,47,0,0,0,47,0,327,0,0,0,32,295,4,0,0,4,0,0,7,0,0,0,7,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,9,1,0,0,0,1,0,7.22
3n76,0,0,0,0,0,0,11,0,0,9,2,0,55,0,0,0,55,0,312,0,0,0,39,273,5,0,0,5,0,0,7,0,0,0,7,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,6,0,0,0,6,0,35,0,0,0,14,21,0,0,0,0,0,0,6.85
4j21,0,0,0,0,0,0,4,0,0,3,1,0,54,0,0,0,54,0,233,0,0,0,26,207,3,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,22,0,0,0,22,0,66,0,0,0,38,28,0,0,0,0,0,0,7.41
2zb1,0,0,0,0,0,0,5,0,0,3,2,0,37,0,0,0,37,0,261,0,0,0,21,240,4,0,0,2,2,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,53,0,0,0,21,32,0,0,0,0,0,0,6.32
3b68,0,0,0,0,0,0,10,0,0,4,6,0,62,0,0,0,62,0,362,0,0,0,35,327,4,0,0,2,2,0,12,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,10,0,55,0,0,0,26,29,0,0,0,0,0,0,8.4
4bkt,0,0,0,0,0,0,4,0,0,4,0,0,32,0,0,0,32,0,173,0,0,0,27,146,3,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,9,0,0,0,2,7,1,0,0,0,1,0,3.62
3b27,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,23,0,136,0,0,0,19,117,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,38,0,0,0,18,20,0,0,0,0,0,0,5.16
4mme,0,0,0,0,0,0,13,0,0,4,9,0,41,0,0,0,41,0,227,0,0,0,14,213,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,48,0,0,0,21,27,0,0,0,0,0,0,6.5
3arp,0,0,0,0,0,0,1,0,0,0,1,0,77,0,0,0,77,0,259,0,0,0,19,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,76,0,0,0,37,39,0,0,0,0,0,0,7.15
4e5w,0,0,0,0,0,0,5,0,0,2,3,0,48,0,0,0,48,0,283,0,0,0,30,253,3,0,0,2,1,0,10,0,0,0,10,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,16,0,0,0,6,10,2,0,0,0,2,0,7.66
3fcq,0,0,0,0,0,0,12,0,0,8,4,0,26,0,0,0,25,1,147,0,0,0,23,124,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,1,11,0,0,0,0,0,0,0,3,0,0,0,3,0,12,0,0,0,4,8,1,0,0,0,1,0,2.77
3b5r,0,0,0,0,0,0,11,0,0,3,8,0,52,0,0,0,52,0,295,0,0,0,23,272,4,0,0,1,3,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,56,0,0,0,18,38,0,0,0,0,0,0,8.77
4gid,0,0,0,0,0,0,16,0,0,9,7,0,86,0,0,0,86,0,540,0,0,0,63,477,9,0,0,6,3,0,17,0,0,3,14,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,9,0,0,0,9,0,60,0,0,0,23,37,2,0,0,0,2,0,10.77
3ebp,0,0,0,0,0,0,1,0,0,0,1,0,63,0,0,0,63,0,216,0,0,0,18,198,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,47,0,0,0,27,20,0,0,0,0,0,0,5.91
3u9q,0,0,0,0,0,0,3,0,0,3,0,0,30,0,0,0,30,0,139,0,0,0,9,130,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,22,0,0,0,0,0,0,4.38
3e93,0,0,0,0,0,0,7,0,0,4,3,0,56,0,0,0,56,0,331,0,0,0,36,295,3,0,0,3,0,0,10,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,7,0,57,0,0,0,25,32,1,0,0,0,1,0,8.85
4w9c,0,0,0,0,0,0,4,0,0,4,0,0,36,0,0,0,36,0,217,0,0,0,24,193,3,0,0,3,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,29,0,0,0,11,18,1,0,0,0,1,0,4.65
4jia,0,0,0,0,0,0,2,0,0,1,1,0,31,0,0,0,31,0,210,0,0,0,30,180,2,0,0,1,1,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,39,0,0,0,16,23,0,0,0,0,0,0,9.22
1nc1,0,0,0,0,0,0,10,0,0,7,3,0,53,0,0,0,53,0,279,0,0,0,38,241,6,0,0,4,2,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,19,0,0,0,9,10,0,0,0,0,0,0,6.12
3k5v,0,0,0,0,0,0,4,0,0,2,2,0,28,0,0,0,28,0,234,0,0,0,23,211,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,11,15,0,0,0,0,0,0,6.3
2wer,0,0,0,0,0,0,3,0,0,2,1,0,44,0,0,0,44,0,193,0,0,0,10,183,2,0,0,1,1,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,13,13,0,0,0,0,0,0,7.05
2wbg,0,0,0,0,0,0,15,0,0,7,8,0,62,0,0,0,62,0,236,0,0,0,42,194,7,0,0,5,2,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,8,0,0,0,0,0,0,4.45
4w9i,0,0,0,0,0,0,5,0,0,4,1,0,39,0,0,0,39,0,260,0,0,0,25,235,3,0,0,3,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,37,0,0,0,17,20,1,0,0,0,1,0,5.96
1gpn,0,0,0,0,0,0,4,0,0,1,3,0,39,0,0,0,39,0,213,0,0,0,22,191,1,0,0,1,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,8,22,0,0,0,0,0,0,6.48
3aru,0,0,0,0,0,0,1,0,0,0,1,0,41,0,0,0,41,0,159,0,0,0,18,141,2,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,7,0,0,0,0,0,0,3.22
3dx1,0,0,0,0,0,0,21,0,0,13,8,0,35,0,0,0,34,1,129,0,0,0,16,113,6,0,0,4,2,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.58
1z95,0,0,0,0,0,0,5,0,0,1,4,0,49,0,0,0,49,0,306,0,0,0,26,280,4,0,0,1,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,0,0,0,20,31,0,0,0,0,0,0,7.12
4mgd,0,0,0,0,0,0,5,0,0,2,3,0,23,0,0,0,23,0,174,0,0,0,4,170,2,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,12,29,0,0,0,0,0,0,4.69
2fvd,0,0,0,0,0,0,7,0,0,3,4,0,43,0,0,0,43,0,288,0,0,0,37,251,4,0,0,2,2,0,10,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,3,0,0,0,0,0,0,8.52
3pxf,0,0,0,0,0,0,3,0,0,2,1,0,19,0,0,0,19,0,102,0,0,0,8,94,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,42,0,0,0,16,26,0,0,0,0,0,0,4.43
4cr9,0,0,0,0,0,0,2,0,0,1,1,0,22,0,0,0,22,0,161,0,0,0,28,133,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,4.1
5c28,0,0,0,0,0,0,2,0,0,0,2,0,26,0,0,0,26,0,107,0,0,0,12,95,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,30,0,0,0,15,15,0,0,0,0,0,0,5.66
3cyx,0,0,0,0,0,0,8,0,0,4,4,0,61,0,0,0,61,0,392,0,0,0,50,342,5,0,0,2,3,0,10,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,27,34,1,0,0,0,1,0,8
3gnw,0,0,0,0,0,0,8,0,0,3,5,0,57,0,0,0,57,0,282,0,0,0,42,240,3,0,0,2,1,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,42,0,0,0,18,24,0,0,0,0,0,0,9.1
3f3c,0,0,0,0,0,0,11,0,0,6,5,0,41,0,0,0,41,0,203,0,0,0,34,169,7,0,0,5,2,0,5,0,0,1,4,0,0,0,0,0,0,0,13,0,0,3,10,0,0,0,0,0,0,0,10,0,0,0,10,0,24,0,0,0,16,8,2,0,0,0,2,0,6.02
1k1i,0,0,0,0,0,0,10,0,0,5,5,0,27,0,0,0,27,0,263,0,0,0,39,224,5,0,0,2,3,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,1,0,0,0,1,0,6.58
1oyt,0,0,0,0,0,0,7,0,0,3,4,0,43,0,0,0,43,0,279,0,0,0,32,247,2,0,0,1,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,23,0,0,0,5,18,0,0,0,0,0,0,7.24
