name,covalent-B0,covalent-B1,covalent-B2,covalent-B3,covalent-B4,covalent-B5,vdw_clash-B0,vdw_clash-B1,vdw_clash-B2,vdw_clash-B3,vdw_clash-B4,vdw_clash-B5,vdw-B0,vdw-B1,vdw-B2,vdw-B3,vdw-B4,vdw-B5,proximal-B0,proximal-B1,proximal-B2,proximal-B3,proximal-B4,proximal-B5,hbond-B0,hbond-B1,hbond-B2,hbond-B3,hbond-B4,hbond-B5,weak_hbond-B0,weak_hbond-B1,weak_hbond-B2,weak_hbond-B3,weak_hbond-B4,weak_hbond-B5,xbond-B0,xbond-B1,xbond-B2,xbond-B3,xbond-B4,xbond-B5,ionic-B0,ionic-B1,ionic-B2,ionic-B3,ionic-B4,ionic-B5,metal_complex-B0,metal_complex-B1,metal_complex-B2,metal_complex-B3,metal_complex-B4,metal_complex-B5,aromatic-B0,aromatic-B1,aromatic-B2,aromatic-B3,aromatic-B4,aromatic-B5,hydrophobic-B0,hydrophobic-B1,hydrophobic-B2,hydrophobic-B3,hydrophobic-B4,hydrophobic-B5,carbonyl-B0,carbonyl-B1,carbonyl-B2,carbonyl-B3,carbonyl-B4,carbonyl-B5,affinity
4g0q,0,0,0,0,0,0,8,0,0,7,1,0,39,0,0,0,39,0,154,0,0,0,27,127,4,0,0,3,1,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2.52
3p9m,0,0,0,0,0,0,16,0,0,12,4,0,91,0,0,0,91,0,443,0,0,0,45,398,14,0,0,9,5,0,10,0,0,0,10,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,3,0,69,0,0,0,31,38,1,0,0,0,1,0,5
2wzs,0,0,0,0,0,0,11,0,0,8,3,0,35,0,0,0,34,1,137,0,0,0,18,119,5,0,0,3,2,0,6,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85
4jyb,0,0,0,0,0,0,12,0,0,9,3,0,59,0,0,0,59,0,291,0,0,0,43,248,15,0,0,6,9,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.96
2zxg,0,0,0,0,0,0,11,0,0,8,3,0,46,0,0,0,45,1,251,0,0,0,24,227,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,7,0,0,0,7,0,33,0,0,0,14,19,0,0,0,0,0,0,8.82
4owv,0,0,0,0,0,0,2,0,0,0,2,0,13,0,0,0,13,0,118,0,0,0,15,103,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,22,0,0,0,5,17,0,0,0,0,0,0,4.35
4m13,0,0,0,0,0,0,8,0,0,6,2,0,59,0,0,0,59,0,363,0,0,0,42,321,6,0,0,5,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,55,0,0,0,26,29,1,0,0,0,1,0,6.7
1usn,0,0,0,0,0,0,6,0,0,3,3,0,42,0,0,0,42,0,215,0,0,0,28,187,4,0,0,1,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,4,0,0,0,1,3,1,0,0,0,1,0,7.74
2psu,0,0,0,0,0,0,6,0,0,5,1,0,47,0,0,0,47,0,312,0,0,0,32,280,5,0,0,3,2,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,16,22,0,0,0,0,0,0,7.62
1odj,0,0,0,0,0,0,8,0,0,4,4,0,49,0,0,0,49,0,229,0,0,0,32,197,5,0,0,2,3,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
4lm2,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,13,0,130,0,0,0,16,114,1,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,18,0,0,0,5,13,0,0,0,0,0,0,3.03
3daz,0,0,0,0,0,0,5,0,0,1,4,0,22,0,0,0,21,1,146,0,0,0,16,130,1,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,0,0,7.93
3rz1,0,0,0,0,0,0,8,0,0,4,4,0,24,0,0,0,22,2,180,0,0,0,29,151,1,0,0,1,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,9,11,0,0,0,0,0,0,8.74
2qx0,0,0,0,0,0,0,9,0,0,5,4,0,43,0,0,0,43,0,167,0,0,0,26,141,5,0,0,2,3,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.11
4zb6,0,0,0,0,0,0,16,0,0,9,7,0,63,0,0,0,62,1,327,0,0,0,46,281,8,0,0,6,2,0,9,0,0,0,9,0,0,0,0,0,0,0,25,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,3,0,0,0,3,0,6.28
3fvn,0,0,0,0,0,0,10,0,0,9,1,0,62,0,0,0,62,0,235,0,0,0,33,202,11,0,0,8,3,0,5,0,0,0,5,0,0,0,0,0,0,0,8,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,3,1,0,0,0,1,0,6.77
3f70,0,0,0,0,0,0,3,0,0,2,1,0,15,0,0,0,15,0,83,0,0,0,12,71,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,6,0,0,0,0,0,0,4.85
2gj5,0,0,0,0,0,0,5,0,0,1,4,0,24,0,0,0,24,0,107,0,0,0,5,102,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,26,23,0,0,0,0,0,0,8.32
1szd,0,0,0,0,0,0,6,0,0,5,1,0,58,0,0,0,58,0,347,0,0,0,55,292,7,0,0,3,4,0,11,0,0,0,11,0,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54
1d4y,0,0,0,0,0,0,7,0,0,5,2,0,45,0,0,0,45,0,339,0,0,0,40,299,7,0,0,4,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,11,26,3,0,0,0,3,0,11.1
4xu3,0,0,0,0,0,0,16,0,0,8,8,0,85,0,0,0,85,0,484,0,0,0,61,423,16,0,0,8,8,0,10,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,23,0,20,0,0,0,8,12,2,0,0,0,2,0,9.5
3rm4,0,0,0,0,0,0,3,0,0,3,0,0,49,0,0,0,49,0,219,0,0,0,27,192,2,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,15,0,34,0,0,0,17,17,0,0,0,0,0,0,5.77
1wm1,0,0,0,0,0,0,17,0,0,11,6,0,37,0,0,0,37,0,174,0,0,0,16,158,6,0,0,3,3,0,8,0,0,2,6,0,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,7,0,0,0,7,0,11,0,0,0,2,9,2,0,0,0,2,0,6.3
2y7x,0,0,0,0,0,0,8,0,0,2,6,0,66,0,0,0,66,0,339,0,0,0,34,305,2,0,0,0,2,0,9,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,9,0,45,0,0,0,23,22,1,0,0,1,0,0,8.89
2ans,0,0,0,0,0,0,2,0,0,1,1,0,18,0,0,0,18,0,123,0,0,0,5,118,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,33,0,0,0,8,25,0,0,0,0,0,0,5.92
1td7,0,0,0,0,0,0,2,0,0,0,2,0,28,0,0,0,28,0,155,0,0,0,16,139,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,7,0,18,0,0,0,12,6,0,0,0,0,0,0,4.37
2wc4,0,0,0,0,0,0,16,0,0,8,8,0,58,0,0,0,58,0,225,0,0,0,39,186,7,0,0,5,2,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,20,16,0,0,0,0,0,0,5.29
2xde,0,0,0,0,0,0,5,0,0,2,3,0,32,0,0,0,32,0,216,0,0,0,27,189,3,0,0,2,1,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,18,34,1,0,0,0,1,0,5.47
4pzv,0,0,0,0,0,0,17,0,0,7,10,0,81,0,0,0,81,0,341,0,0,0,49,292,12,0,0,6,6,0,8,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,2,5,1,0,0,0,1,0,5.7
1d09,0,0,0,0,0,0,16,0,0,12,4,0,44,0,0,0,44,0,211,0,0,0,42,169,14,0,0,6,8,0,2,0,0,0,2,0,0,0,0,0,0,0,38,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7.57
4j74,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,130,0,0,0,14,116,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,41,0,0,0,16,25,0,0,0,0,0,0,4.59
3q6z,0,0,0,0,0,0,8,0,0,4,4,0,41,0,0,0,41,0,326,0,0,0,45,281,5,0,0,3,2,0,12,0,0,0,12,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72
3ozj,0,0,0,0,0,0,7,0,0,2,5,0,21,0,0,0,21,0,140,0,0,0,7,133,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,16,19,0,0,0,0,0,0,5.11
3ml5,0,0,0,0,0,0,9,0,1,4,4,0,25,0,0,0,23,2,138,0,0,0,25,113,4,0,0,3,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,0,0,8.52
3a2o,0,0,0,0,0,0,9,0,0,2,7,0,61,0,0,0,61,0,363,0,0,0,38,325,4,0,0,1,3,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,20,29,2,0,0,0,2,0,9.08
4a6l,0,0,0,0,0,0,7,0,0,5,2,0,45,0,0,0,45,0,318,0,0,0,39,279,5,0,0,2,3,0,11,0,0,2,9,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,41,0,0,0,9,32,1,0,0,0,1,0,8
3jyr,0,0,0,0,0,0,14,0,0,11,3,0,70,0,0,0,70,0,400,0,0,0,42,358,10,0,0,7,3,0,9,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,7,0,0,0,0,0,0,5.54
4u5o,0,0,0,0,0,0,7,0,0,1,6,0,30,0,0,0,30,0,148,0,0,0,15,133,2,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,26,0,0,0,26,0,25,0,0,0,12,13,0,0,0,0,0,0,2.42
2pqz,0,0,0,0,0,0,14,0,0,7,7,0,52,0,0,0,52,0,273,0,0,0,27,246,6,0,0,4,2,0,13,0,0,3,10,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,24,42,0,0,0,0,0,0,5.67
1yda,0,0,0,0,0,0,8,0,0,5,3,0,24,0,0,0,22,2,136,0,0,0,16,120,3,0,0,1,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,3,2,0,0,0,0,0,0,6.55
1mfi,0,0,0,0,0,0,8,0,0,4,4,0,40,0,0,0,40,0,198,0,0,0,20,178,2,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,7,0,0,0,7,0,36,0,0,0,15,21,0,0,0,0,0,0,5.59
2qtt,0,0,0,0,0,0,10,0,0,7,3,0,56,0,0,0,56,0,233,0,0,0,40,193,7,0,0,5,2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32
2ha2,0,0,0,0,0,0,5,0,0,2,3,0,32,0,0,0,32,0,189,0,0,0,8,181,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,9,0,0,0,0,0,0,4.66
4b34,0,0,0,0,0,0,9,0,0,3,6,0,28,0,0,0,28,0,106,0,0,0,18,88,1,0,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12,11,0,0,0,0,0,0,3.14
1nw5,0,0,0,0,0,0,13,0,0,9,4,0,64,0,0,0,64,0,305,0,0,0,29,276,6,0,0,5,1,0,16,0,0,0,16,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,5.21
2exm,0,0,0,0,0,0,7,0,0,1,6,0,18,0,0,0,18,0,136,0,0,0,12,124,3,0,0,1,2,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,3,1,0,0,0,0,0,0,4.11
4k4j,0,0,0,0,0,0,5,0,0,2,3,0,32,0,0,0,32,0,220,0,0,0,15,205,2,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,69,0,0,0,23,46,0,0,0,0,0,0,6.12
3p58,0,0,0,0,0,0,8,0,0,2,6,0,32,0,0,0,32,0,136,0,0,0,12,124,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,13,0,0,0,5,8,0,0,0,0,0,0,7.6
1ec3,0,0,0,0,0,0,22,0,0,9,13,0,59,0,0,0,59,0,407,0,0,0,43,364,8,0,0,6,2,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49,0,0,0,19,30,2,0,0,0,2,0,9.04
4ayu,2,0,0,2,0,0,5,0,0,1,4,0,29,0,0,0,29,0,81,0,0,0,13,68,2,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,2,2,0,0,0,2,0,4.73
3r16,0,0,0,0,0,0,6,0,1,2,3,0,22,0,0,0,21,1,149,0,0,0,14,135,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,26,0,0,0,7,19,0,0,0,0,0,0,7.3
4k5p,0,0,0,0,0,0,18,0,1,9,8,0,37,0,0,0,36,1,194,0,0,0,14,180,6,0,0,5,1,0,6,0,0,0,6,0,0,0,0,0,0,0,12,0,0,2,10,0,0,0,0,0,0,0,6,0,0,0,6,0,20,0,0,0,9,11,0,0,0,0,0,0,3.46
3nb5,0,0,0,0,0,0,5,0,0,3,2,0,22,0,0,0,21,1,169,0,0,0,18,151,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,30,0,0,0,10,20,0,0,0,0,0,0,7.74
3cft,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,8,0,63,0,0,0,3,60,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,12,0,0,0,0,0,0,4.19
1o7o,0,0,0,0,0,0,20,0,0,13,7,0,60,0,0,0,60,0,276,0,0,0,39,237,11,0,0,7,4,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,1,0,0,0,1,0,4.49
1fl3,0,0,0,0,0,0,9,0,0,2,7,0,37,0,0,0,37,0,247,0,0,0,24,223,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,66,0,0,0,30,36,1,0,0,0,1,0,6.8
1xk5,0,0,0,0,0,0,11,0,0,8,3,0,54,0,0,0,54,0,239,0,0,0,34,205,11,0,0,4,7,0,7,0,0,2,5,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3sym,0,0,0,0,0,0,9,0,0,6,3,0,41,0,0,0,41,0,254,0,0,0,46,208,9,0,0,5,4,0,6,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57
5cp9,0,0,0,0,0,0,6,0,0,3,3,0,27,0,0,0,27,0,94,0,0,0,8,86,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,12,0,0,0,12,0,28,0,0,0,13,15,0,0,0,0,0,0,3.51
4x6m,0,0,0,0,0,0,9,0,0,4,5,0,71,0,0,0,71,0,337,0,0,0,43,294,9,0,0,4,5,0,11,0,0,0,11,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,6,0,0,0,6,0,25,0,0,0,13,12,1,0,0,0,1,0,8.24
3ta1,0,0,0,0,0,0,9,0,0,7,2,0,59,0,0,0,59,0,361,0,0,0,50,311,8,0,0,4,4,0,12,0,0,0,12,0,0,0,0,0,0,0,11,0,0,1,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
3ipu,0,0,0,0,0,0,3,0,0,0,3,0,42,0,0,0,42,0,329,0,0,0,33,296,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,29,0,0,0,11,18,0,0,0,0,0,0,7.32
5boj,0,0,0,0,0,0,5,0,0,2,3,0,28,0,0,0,28,0,139,0,0,0,12,127,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,9,23,0,0,0,0,0,0,7
4ye3,0,0,0,0,0,0,22,0,0,7,15,0,42,0,0,0,42,0,333,0,0,0,39,294,6,0,0,1,5,0,13,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,17,24,0,0,0,0,0,0,8.37
2qwb,0,0,0,0,0,0,10,0,0,8,2,0,34,0,0,0,34,0,141,0,0,0,19,122,8,0,0,5,3,0,5,0,0,0,5,0,0,0,0,0,0,0,11,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,2.74
4ge1,0,0,0,0,0,0,2,0,0,1,1,0,26,0,0,0,26,0,111,0,0,0,7,104,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,9,0,0,0,9,0,29,0,0,0,10,19,0,0,0,0,0,0,6.43
3lzs,0,0,0,0,0,0,10,0,0,6,4,0,46,0,0,0,46,0,329,0,0,0,33,296,5,0,0,2,3,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,15,26,0,0,0,0,0,0,10.96
