name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
1o0h,-7.73134,-50.6347,47.852,-1.76656,-1.08955,5.92
1nc1,-5.60207,0.428349,-0.850234,-1.10735,-1.98032,6.12
2brb,-6.34046,-2.41258,2.46587,-3.13165,-1.16959,4.86
1nvq,-9.17155,-13.5676,12.7303,-4.36129,-1.88041,8.25
1q8t,-6.2226,-7.36827,7.14385,-2.56643,-1.33924,4.76
2j78,-6.00621,-9.52478,8.15028,-1.14835,-1.39085,6.42
1sqa,-7.80422,-16.1655,15.2492,-3.60624,-1.18914,9.21
1u1b,-9.01079,-33.6852,32.9723,-4.96835,-1.23706,7.8
1a30,-7.26901,0.044258,-0.242351,-3.54837,-1.43004,4.3
1ydt,-8.48711,-8.57123,8.1896,-4.15774,-1.85522,7.32
1gpk,-6.96415,-7.66569,7.41532,-3.21229,-1.40898,5.37
1e66,-8.41828,-9.4596,9.26083,-4.33808,-1.78892,9.89
1p1q,-6.60704,-12.3655,10.5486,-1.02279,-1.67477,4.89
1o3f,-4.70637,-11.2061,9.22749,0.388742,-1.02395,7.96
1d09,-9.51773,-81.2624,76.1096,0.0798803,-2.35221,7.57
2qwb,-6.48772,-5.93661,4.22328,-1.62373,-1.05815,2.74
1g7q,-10.1525,-23.0898,20.4762,-3.18553,-2.2608,6.06
1f4f,-6.31592,-7.64047,7.86569,-3.3088,-1.13983,4.62
3pce,-7.50407,-31.7202,27.1521,0.420915,-1.26437,2
1zoe,-5.93473,-0.631856,0.91674,-2.85202,-1.27508,7.4
4tim,-3.58667,-22.4459,21.3861,0.458428,-0.892798,2.16
1tok,-5.94053,-19.8114,17.8797,-0.971633,-0.944729,2.47
2fdp,-11.4852,-13.8012,12.1321,-4.94744,-2.76014,7.59
3pcj,-8.72979,-35.8724,29.8636,0.35035,-0.978855,7.22
1uwt,-6.66202,-5.80342,4.45708,-1.5936,-1.62957,5.97
2baj,-9.19358,-4.50214,4.27621,-4.9969,-1.87826,8.4
1if7,-8.3935,-14.1593,11.0564,-2.10479,-1.09334,10.52
2d3z,-6.76643,-8.55097,8.26228,-2.71633,-1.6689,6.64
1nja,-7.33271,-35.2884,33.8306,-2.66406,-1.11835,6.31
2ayr,-10.0852,-1.47486,1.2607,-5.16107,-2.61745,9.29
2cer,-8.09133,-13.6858,11.6469,-2.29769,-1.6623,9.22
2qwd,-6.41115,-14.4341,12.2358,-0.964397,-1.15599,4.85
1fh8,-6.84524,-12.8834,11.2558,-1.99697,-1.12813,6.89
1ftm,-8.18278,-12.5814,10.5156,-2.58371,-1.44074,7.61
2qwe,-7.66594,-14.6778,12.3728,-1.86033,-1.40808,7.48
1toj,-6.26798,-7.55152,6.45757,-1.87763,-1.20389,3.39
1pr5,-6.08181,-6.91706,5.9988,-1.76505,-1.30598,3.92
1f4e,-4.72917,-6.81737,6.81542,-2.00698,-0.627724,2.96
1y6q,-8.60673,-9.45046,8.77602,-4.46246,-1.37731,11.7
1hfs,-16.6187,-7.58383,3.7944,-7.57431,-3.16245,8.7
2d0k,-7.37463,-25.313,23.9835,-2.70666,-1.24596,5.02
1ela,-7.1203,-8.01019,7.7156,-2.97611,-1.75709,6.36
1rnt,-6.85951,-32.7527,30.4951,-1.57585,-0.93354,5.19
1ndy,-6.91595,-1.84168,1.67603,-3.1489,-1.50889,6.17
1j17,-8.2242,-4.19718,4.50136,-4.8959,-1.53997,5.22
1ols,-15.6747,-90.1916,82.5441,-3.03588,-2.89879,5.82
3std,-8.71855,-1.72616,1.86149,-4.72827,-2.0331,11.11
1avn,-2.69153,1.77966,-1.7885,-0.40187,-0.188318,3.9
5er1,-7.11049,-22.8248,22.651,-2.89998,-1.94423,6.02
2drc,-8.46073,-32.2084,29.926,-2.6703,-1.41545,9.89
1pb9,-6.22567,-11.8325,9.37573,-0.568081,-1.10831,3.62
1d7j,-4.04463,-0.881293,0.667244,-1.23704,-0.501037,3.3
1pxo,-4.24855,-0.205295,0.224128,-0.738933,-1.43594,8.7
2g8r,-4.94367,0.159822,-0.857403,-1.39993,-0.753647,3.99
1ndw,-5.94509,-10.3803,10.0984,-2.32296,-1.24778,5.23
1fh7,-6.96376,-9.41873,7.63186,-1.74171,-1.34267,5.24
1jys,-4.16188,1.07683,-1.17333,-1.46015,-0.512721,3.52
1om1,-5.92464,-3.39356,2.96714,-1.67433,-1.73139,6.77
1nfy,-8.29043,-11.9833,11.8879,-4.62285,-1.47964,8.89
1fkb,-9.26944,-3.38515,2.93279,-4.88619,-1.83838,9.7
1loq,-7.76094,-25.3244,22.6859,-1.75434,-1.27564,3.7
4tln,-5.25409,-10.4197,7.47533,0.559481,-0.7767,3.72
1trd,-4.09361,-18.435,17.7085,-0.440892,-0.833712,5.4
2d1o,-12.8242,-20.3067,15.1715,-3.51097,-2.08544,7.7
1k9s,-7.67006,-4.27086,3.39222,-3.15355,-1.54536,6.52
1ndz,-9.56355,-20.046,19.5204,-4.7864,-2.15898,8.11
2cgr,-7.44191,-7.16801,6.4554,-3.77126,-0.865526,7.28
1toi,-6.07278,-10.0088,8.83351,-1.72875,-1.07622,4.05
2brm,-6.04319,-3.05367,2.96687,-2.65865,-1.20523,5.89
2fzc,-4.65431,-53.1828,51.8739,-0.213219,-1.03975,2.7
6rnt,-6.97675,-32.024,29.9062,-1.87317,-0.893267,2.37
1fd0,-10.5648,-12.5524,11.9397,-4.90883,-2.95076,8.4
1dhi,-8.12507,-26.6497,25.5333,-3.72569,-1.19052,7.26
1hi4,-4.09557,-59.087,56.9764,1.53154,-1.424,4.49
1nje,-6.84825,-36.5434,35.3023,-2.15712,-1.35753,3.8
1b8o,-7.4452,-2.64627,1.87082,-3.27539,-1.30185,10.64
1jaq,-9.13855,-7.70659,4.23559,-2.40183,-1.17321,4.48
2h3e,-11.0712,-70.5749,66.4384,-1.93863,-2.90364,5.7
1pz5,-10.1362,-10.0793,9.24592,-5.22029,-1.99001,5.4
1ajq,-5.38419,-8.66599,7.88346,-1.66644,-0.842703,4.31
1fcx,-10.6587,-11.9801,11.4916,-5.19082,-2.88685,7.19
1u33,-8.40314,-6.51727,4.63684,-2.12495,-2.30525,4.6
1tmn,-11.0497,-13.8379,10.1034,-3.77947,-1.44321,7.3
1pbq,-6.54998,-5.11264,4.43497,-2.6487,-1.1311,6.27
1nhu,-6.20546,-11.0077,10.7689,-2.61187,-1.26229,5.66
1df8,-8.09722,-5.1076,4.18921,-3.63052,-1.4558,9.7
1syh,-8.82612,-18.2269,15.9919,-2.61801,-1.88055,6.31
1bxo,-12.2195,-7.44801,5.50169,-5.60511,-2.57558,10
2f80,-9.40028,-2.79868,2.73062,-4.81729,-2.42242,8.18
2bak,-9.45919,-3.98646,3.9195,-4.70463,-2.59509,7.43
1olu,-13.8648,-77.1009,71.7741,-4.38582,-2.05973,4.41
1fzj,-13.9955,-17.6313,15.3611,-6.80811,-2.82472,8.1
1x1z,-8.88938,-26.6202,23.8025,-2.337,-1.64222,11.06
1flr,-7.55404,-10.0507,9.28377,-3.622,-1.07256,10
2g94,-11.3731,-7.60324,6.6978,-5.00863,-3.35939,9.52
1bma,-7.7258,-0.951933,1.01691,-3.58942,-2.10885,4.59
1lol,-6.95789,-23.0745,21.6027,-2.47542,-0.918094,6.39
1g7f,-8.61393,-39.3107,37.5313,-3.16994,-1.57205,5.47
1ajp,-4.67064,-8.91475,8.4701,-1.42631,-0.707166,2.23
1q7a,-4.24794,-1.16527,1.19928,-0.812998,-1.37644,7.19
1m0n,-8.62287,-41.5159,39.1726,-1.82667,-2.36034,2.22
2ctc,-5.65844,-16.1602,13.9307,-0.337438,-0.998991,3.89
1v16,-14.5374,-87.9129,80.0065,-2.19182,-2.34667,3.87
2j77,-6.08,-17.3064,15.3428,-0.885831,-1.1381,4.89
1ttm,-2.69777,0.72386,0.0753299,-0.169038,-1.23541,7.35
1zc9,-4.45804,-20.6544,19.7179,-0.280625,-1.14849,3.22
1fzk,-12.248,-9.99706,8.20958,-5.75731,-2.61071,8.4
2bz6,-9.18692,-13.84,12.8713,-4.3898,-1.73593,7.09
2std,-8.12602,0.0124389,0.0964453,-3.66338,-2.47901,9.85
1zs0,-11.8152,-15.8204,11.0573,-3.14363,-1.81594,6.15
1vfn,-4.14778,-3.22676,2.71382,-0.865446,-0.676883,5.6
1sv3,-3.86711,-1.60279,1.71615,-1.27894,-0.60902,4.74
1fkn,-4.40328,-16.2872,14.9238,2.08162,-3.03374,8.8
1fh9,-7.17243,-10.656,8.26392,-1.07485,-1.61303,6.43
2b7d,-8.63267,-27.1353,25.352,-3.23539,-1.52152,8.7
1nny,-10.536,-42.2343,40.4388,-4.50625,-2.1418,7.66
2gss,-4.93674,-7.6864,7.61945,-2.19185,-0.585429,4.94
1m2q,-6.41925,-3.58202,3.47412,-2.76035,-1.45849,6.1
1f4g,-8.85911,-30.4925,28.8779,-3.72403,-1.42802,6.48
1vzq,-8.95697,-10.5793,9.21535,-3.76573,-1.7348,7.44
1a69,-5.29201,-1.10942,0.649254,-1.52165,-1.21768,5.3
8cpa,-11.2455,-24.6001,19.0726,-1.8574,-1.76806,9.15
1elb,-4.63461,-3.33299,4.28709,-1.19444,-2.30176,7.15
1v48,-8.4251,-30.9453,28.8975,-2.94694,-1.33778,7.8
10gs,-8.87352,-19.5831,17.9573,-3.55087,-1.6044,6.4
1sl3,-9.44331,-2.98629,2.88234,-5.39429,-1.85256,11.85
1o3p,-3.81394,-3.80011,2.72354,0.476973,-1.12183,6.66
3gss,-9.57902,-17.6782,16.0351,-3.79919,-2.04421,5.82
1v2o,-6.73633,-8.61856,7.49742,-2.51139,-1.01129,4.73
1s39,-6.3881,-12.9023,11.3484,-1.77274,-0.968948,7.7
2ceq,-6.80597,-14.9387,12.9354,-1.20317,-1.50698,7.28
1det,-6.08518,-9.60978,8.21086,-1.87786,-0.715891,4.3
1k4g,-5.76309,-6.90861,6.65731,-2.84204,-0.577242,5.85
1f5k,-5.15453,-4.99788,4.25014,-1.68516,-0.629116,3.74
1tsy,-7.39162,-29.0914,27.5926,-2.34727,-1.45311,4.96
2bok,-8.34323,-12.3807,11.775,-4.36265,-1.28239,6.55
1kv5,-5.14813,-23.5677,22.1614,-0.881294,-0.768027,4.22
1ai5,-5.2287,-10.2541,9.8529,-1.8879,-0.847044,3.72
2rkm,-9.06505,-29.8302,27.9575,-3.5399,-1.56001,3.9
1e1v,-3.30601,-2.49652,1.72062,0.995106,-1.43271,4.92
2g5u,-6.16416,-2.64164,2.65733,-3.3265,-0.760847,8.49
2usn,-6.21738,-6.16063,5.33057,-2.15912,-1.13569,6.51
4er2,-9.75158,-0.615086,0.359581,-5.30407,-2.09949,9.3
6std,-7.95827,0.264728,-0.105229,-4.08751,-1.93774,8.64
2azr,-6.61895,-14.3128,13.5782,-2.67766,-1.11426,3.64
1ppm,-10.1275,1.18284,-1.64863,-5.51585,-2.05337,5.8
1fki,-7.518,-1.12706,0.977918,-3.90262,-1.37373,7
1j16,-5.57276,-7.33404,6.65489,-2.10365,-0.697444,3.84
1kv1,-7.69215,-4.51741,4.02521,-3.87708,-1.23036,5.94
1fcz,-10.0365,-10.3888,9.90359,-4.62921,-2.82965,9.22
1m0q,-8.88142,-36.0521,33.5388,-2.15485,-2.12073,3.89
1b9j,-11.7425,-30.5252,27.9895,-4.44271,-2.6716,5.96
1b7h,-9.7532,-27.2908,24.9641,-2.42153,-2.91243,8.02
1hk4,-5.59161,-3.69679,4.45488,-2.27349,-1.9837,5.31
2d3u,-6.73164,-4.11277,3.90623,-2.90887,-1.52371,6.92
1zvx,-11.006,-5.15864,1.82146,-3.71375,-1.86252,9.22
