name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
1pfu,10.2641,-10.4332,-5.48,1.903,0,71.6288,0,0,0.1691,3.8217,2.72
1ecv,25.6016,-31.4499,-5.48,4.1518,0,103.4421,0,3.7542,2.0941,0,4.85
2y80,28.1013,-35.9884,-5.48,0,0,290.2495,0,4.3357,3.5514,1.348,8.05
3pck,24.3101,-28.2984,-5.48,0.5959,1.9998,74.9517,0,3.9874,0.0008,0,6.7
4qdk,21.2653,-23.7016,-5.48,5.8809,0,125.2241,0,0.7915,1.6448,6.2781,5.85
3p9l,24.415,-39.1745,-5.48,7.8465,0,344.5773,0,4.8471,9.9124,12.8236,5.3
4x6n,28.7823,-34.7248,-5.48,2.6548,0,231.1445,0,3.4955,2.447,2.604,8.82
1eoc,24.7738,-29.4139,-5.48,0.8782,2,113.1428,0,4.64,0.0001,1.6786,6.05
1wn6,24.5516,-29.5096,-5.48,6.658,0,142.858,0,2.7611,2.197,5.8291,4.68
4ks1,27.5867,-30.1713,-5.48,5.9584,0,82.6523,0,1.7291,0.8555,1.9063,8.82
4qb3,28.5872,-28.979,-5.48,2.7157,0,166.783,0,0,0.3919,1.9863,5.47
1pz5,-4.4073,-10.2124,-5.48,2.7041,0,230.1542,0,2.5857,12.034,12.1982,5.4
4b7r,24.892,-28.0478,-5.48,5.9517,0,75.6185,0,1.6924,1.4634,2.4056,9.64
1lzq,21.4927,-44.3584,-5.48,6.2792,0,283.4437,0,11.2303,11.6354,5.9598,8.39
2d1o,33.3083,-41.5524,-5.48,5.4435,2,203.3751,0,4.8116,3.4325,7.0171,7.7
4i8z,15.164,-24.8195,-5.48,0.3981,0,239.2496,0,5.6881,3.9674,3.8994,11.05
3h89,20.4444,-36.6544,-5.48,2.827,0,312.8621,0,6.8083,9.4017,5.8096,7.64
2bet,2.4846,-3.6392,-5.48,4.0851,0,24.3548,0,0.0402,1.1143,7.1619,2.77
3qwc,31.3019,-36.8693,-5.48,2.9705,0,224.4004,0,3.1408,2.4266,1.8699,4.26
3su6,34.8466,-42.0909,-5.48,4.3793,0,229.649,0,0.079,7.1654,1.9082,6.02
1t4v,23.1392,-28.4533,-5.48,2.6836,0,199.7971,0,0.3946,4.9195,3.6587,7.68
3m8u,12.9779,-20.9779,-5.48,8.8582,0,155.0603,0,2.1726,5.8274,12.59,4.89
4m8e,44.9491,-48.3267,-5.48,1.396,0,326.3592,0,1.1516,2.2259,0,7.89
4ase,44.7972,-48.9682,-5.48,3.0901,0,321.1411,0,1.0329,3.1382,1.7212,11
2buv,21.5316,-27.1621,-5.48,0.0045,2,118.8395,0,4.4553,1.1752,1.6786,4
3rt4,7.6796,-25.8541,-5.48,1.9825,0,333.1753,0,8.9447,9.2298,9.855,8.8
4h81,23.4008,-24.8484,-5.48,1.3539,0,162.1442,0,0.5847,0.8629,1.6111,5.12
2o4k,43.4715,-52.3187,-5.48,5.8926,0,333.3465,0,2.92,5.9272,4.6267,10.46
1fiv,43.7377,-54.7872,-5.48,8.3001,0,340.5606,0,5.6557,5.3938,7.1331,6.59
4ibd,23.0239,-27.6093,-5.48,0.9693,0,183.3497,0,0,4.5854,1,3.67
4djp,26.9657,-32.0635,-5.48,2.1312,0,259.3338,0,1.6037,3.4941,4.2487,10.55
4fp1,-2.6332,-11.2452,-5.48,1.5195,0,46.8011,0,0.0727,13.8057,1.8693,4.57
2r75,29.4699,-38.1119,-5.48,9.8647,2,64.1877,0,2.3184,6.3237,7.768,6.15
3cow,28.4404,-31.5582,-5.48,8.0713,0,117.2631,0,0.6868,2.431,5.7031,6.9
3q6z,1.8021,-4.907,-5.48,4.8452,0,83.9236,0,1.12,1.985,10.3809,3.72
4jc1,8.9879,-9.7514,-5.48,5.0575,0,56.1919,0,0.0174,0.7461,7.498,4.3
3ozr,25.3357,-31.1922,-5.48,2.1071,2,152.0139,0,3.527,2.3295,4.3637,5.15
4wko,41.5847,-42.6719,-5.48,5.4568,0,258.949,0,0.4212,0.6661,4.426,9.47
3i4y,24.6154,-30.8056,-5.48,0.011,2,147.7113,0,6.1903,0,1.5833,7.05
2hzl,16.1863,-19.3987,-5.48,3.3315,0,23.8572,0,3.1773,0.0351,0,6.57
3lpi,43.786,-48.2772,-5.48,4.033,0,315.776,0,1.4827,3.0085,2.9761,8.52
3sur,25.0444,-29.95,-5.48,3.2701,0,173.7171,0,4.9028,0.0027,2.6473,4.15
4ejl,15.7914,-16.2407,-5.48,0.8294,0,106.0234,0,0.0174,0.4319,1.7243,5.14
2w26,23.811,-32.6666,-5.48,0.7708,0,238.1403,0,5.9302,2.9253,1.2696,9.4
3nim,5.0146,-13.538,-5.48,6.3159,0,85.4282,0,3.4542,5.0691,8.9969,4.75
1m0b,20.1781,-41.0455,-5.48,5.0848,0,289.2262,0,11.2177,9.6497,5.9598,8.82
3v5p,29.8175,-31.8035,-5.48,2.1385,0,197.2777,0,1.0245,0.9615,1.5236,8.96
3u7s,23.0891,-29.5422,-5.48,1.9299,0,231.9612,0,1.9951,4.4579,3.72,8.43
3lbj,30.794,-34.5936,-5.48,0.9334,0,261.8398,0,0.0354,3.7642,1.8122,4.96
2pvj,21.8084,-24.3163,-5.48,1.1046,0,156.3452,0,0.7802,1.7276,1.2287,8.1
3wjw,17.0834,-21.9575,-5.48,6.4562,0,88.0074,0,0.7112,4.1629,6.009,3.87
3mho,9.557,-17.7061,-5.48,0.8923,0.0307,99.3256,0,4.2633,3.8858,1,6.49
3u15,27.3034,-33.5217,-5.48,1.6246,0,220.2982,0,5.4749,0.7433,1.2341,7.11
1yet,22.8548,-26.1924,-5.48,2.8835,0,161.2679,0,0.5885,2.7491,3.0418,5.92
4x6o,29.9169,-36.0261,-5.48,2.753,0,243.7655,0,1.9867,4.1225,2.8005,8.72
2q1q,21.9703,-25.337,-5.48,1.0062,1.0601,86.3601,0,0.7396,2.6271,0,8.15
2ez7,-2.5983,-3.3138,-5.48,0.3651,0,21.8979,0,3.9524,1.9597,2.3234,4.36
2gyi,23.0612,-30.4557,-5.48,1.8793,4,52.7059,0,5.7384,1.6561,4.5265,7
1tuf,5.353,-8.2359,-5.48,0.622,0,79.7136,0,1.9162,0.9666,3.3781,4.05
3vjc,44.3275,-50.7623,-5.48,6.5101,0,345.3739,0,0.0021,6.4326,6.5899,7.72
4xxh,11.6016,-13.1174,-5.48,7.2572,0,97.3491,0,1.0133,0.5025,10.9342,5
3guz,15.0371,-15.5072,-5.48,3.2663,0,60.8841,0,0,0.4701,3.1273,4.38
3vje,46.7701,-57.974,-5.48,7.6483,0,374.5186,0,2.2015,9.0024,6.5899,8.01
3aas,7.9045,-22.1811,-5.48,0.5795,2,72.4272,0,11.9551,2.3215,2.2533,4.51
3a6t,4.9883,-9.4208,-5.48,3.5116,0,59.8717,0,3.3878,1.0447,5.7785,7.28
3pb9,21.1053,-23.9063,-5.48,0.0248,1,131.8492,0,2.4828,0.3182,1.2159,6.58
3k5x,28.6997,-41.4757,-5.48,3.6613,4.9399,36.6585,0,8.255,4.521,4.0273,6.41
1y1z,29.7745,-30.5465,-5.48,5.4325,0,81.0434,0,0.5898,0.1823,1,3.08
4q19,26.3282,-30.6085,-5.48,1.7867,0,234.4912,0,2.6034,1.6769,3.2323,8.05
4iid,21.2066,-21.8324,-5.48,4.7494,0,82.2112,0,0.6211,0.0047,3.5661,5.62
5d1r,24.7983,-27.4464,-5.48,0,0,224.7536,0,0.0098,2.6383,1.6913,4.84
2jh5,21.5965,-26.3983,-5.48,0.8921,0,190.9245,0,1.7076,3.0941,1.7186,6.44
5aoi,21.1592,-21.9507,-5.48,0,0,172.5097,0,0.0456,0.7459,1.4504,3.03
4ca8,32.6348,-46.9271,-5.48,2.4588,2,290.3086,0,6.3284,7.9639,4.9966,6.68
1u71,22.739,-24.2519,-5.48,2.2683,0,136.8683,0,1.1734,0.3396,1.8819,7.48
4nxu,2.3366,-5.1737,-5.48,4.0429,0,31.0041,0,0.3882,2.4489,6.8113,5.54
2gvj,31.8578,-34.1673,-5.48,0.0011,0,280.3802,0,0.491,1.8185,1.6097,9.52
4ysl,12.4575,-14.6657,-5.48,4.3018,0,79.4965,0,0.253,1.9552,5.6576,5.8
4ghi,27.0381,-32.3491,-5.48,0,0,229.6507,0,1.5689,3.7421,0,7.09
1j01,15.3754,-23.2063,-5.48,4.8961,0,102.0848,0,7.5356,0.2953,4.1292,6.47
4llk,19.4531,-19.454,-5.48,0.3826,0,108.5138,0,0.0009,0,0,3
3b7i,17.4436,-27.7984,-5.48,0.6357,2.8393,70.6579,0,10.3316,0.0233,2.0283,5.82
4av4,30.6729,-31.3005,-5.48,6.6029,0,121.3011,0,0.4449,0.1827,4.0724,7.03
1qb6,18.149,-24.1414,-5.48,2.9627,0,125.3774,0,2.1763,3.8161,2.3059,6.06
1hk4,17.0432,-19.5967,-5.48,0.1066,0,171.4289,0,1.3852,1.1682,2.4597,5.31
5d21,18.0329,-18.671,-5.48,0.8932,1.9996,72.6508,0,0.3423,0.2959,4.0428,8.38
2qzr,26.1595,-33.0714,-5.48,4.5742,0,134.0125,0,5.6739,1.2381,1.3148,7.26
1dud,7.6701,-8.7019,-5.48,4.9839,0,55.6826,0,0.1815,0.8503,7.7887,4.82
1ws1,25.6542,-37.6358,-5.48,3.9993,2,142.7817,0,8.6914,3.2901,3.8935,9.55
3g30,5.8252,-12.6397,-5.48,1.2516,0,58.1349,0,2.1202,4.6943,1.4932,2.51
1yc4,17.7326,-21.2677,-5.48,0.9661,0,151.6257,0,1.8757,1.6594,2.0231,6.55
4qfn,12.6918,-16.392,-5.48,5.5115,0,64.009,0,0.5799,3.1202,5.8537,4.12
2qwd,14.8178,-19.163,-5.48,5.6369,0,53.4336,0,4.111,0.2342,4.4515,4.85
2xei,21.8826,-34.383,-5.48,6.8857,0.9693,209.581,0,0.9907,11.5098,9.5552,10.62
4att,33.3725,-33.4894,-5.48,7.1187,0,129.3315,0,0.0077,0.1091,4.2574,6.98
1i1e,-13.9837,-13.3831,-5.48,0.3177,0,211.009,0,25.6506,1.7163,6.9711,5.03
3lzs,20.5643,-29.0816,-5.48,1.247,0,247.5192,0,2.9602,5.5572,3.72,10.96
4agl,15.1719,-17.9022,-5.48,0,0,130.8769,0,0.5432,2.1871,1.129,3.65
3jy0,25.2094,-26.276,-5.48,1.2964,0,179.4339,0,0.1374,0.9292,1.7687,8.3
4wr7,13.4479,-22.3878,-5.48,0.6176,1.1607,100.8711,0,2.8379,6.102,1.5454,11.7
4eu0,14.487,-15.4135,-5.48,4.7648,0,24.4515,0,0.4901,0.4364,3.4539,6.4
3r4n,19.1164,-21.1167,-5.48,0.9589,0,146.6215,0,0.655,1.3453,1.8441,6.89
3i60,37.2037,-42.0503,-5.48,3.4841,0,255.9513,0,1.5155,3.331,1.9581,8.7
3djx,0.6985,-3.4949,-5.48,1.6629,0,36.8685,0,1.0111,1.7853,4.6299,2.81
3n3g,15.6801,-20.7899,-5.48,0.0879,0,166.6004,0,1.3264,3.7835,1.7484,7.24
3djo,-1.9568,-0.7787,-5.48,2.026,0,36.1441,0,1.6519,1.0835,6.1316,4.39
1sb1,18.4142,-28.2357,-5.48,0.4857,0,231.2969,0,6.1951,3.6265,2.3157,6.89
1ydb,13.6395,-16.8997,-5.48,0.733,1.0307,23.5626,0,0.6514,2.6088,0,8.24
3hkw,27.1463,-30.5491,-5.48,1.5341,0,211.8952,0,0.5255,2.8774,1.8931,8.64
4q99,11.4197,-14.7667,-5.48,0,0,107.453,0,3.347,0,1.2833,6.28
5aol,21.1675,-21.1848,-5.48,0.8444,0,110.1242,0,0.0005,0.0169,0,2.32
2uy5,10.7717,-14.6159,-5.48,0,0,110.4083,0,3.7588,0.0853,1.4773,5.49
1bai,12.4185,-27.3468,-5.48,6.9148,0,224.3783,0,6.7893,8.139,10.7347,7.7
4k5p,17.3425,-26.2307,-5.48,2.2374,2,83.4588,0,6.7548,2.1334,3.3386,3.46
2drc,24.0612,-27.3931,-5.48,5.0578,0,135.501,0,1.6317,1.7002,4.2319,9.89
2boj,27.2324,-29.8953,-5.48,1.4661,3.985,23.0589,0,2.6308,0.0321,2.8161,5.77
4fnn,2.5834,-10.5411,-5.48,0.0182,0,99.2913,0,0.5165,7.4413,2.5847,7.57
1b46,31.5352,-37.2867,-5.48,6.966,0,189.9941,0,1.6343,4.1172,5.3472,5.28
4jh0,20.9163,-27.9669,-5.48,1.4326,0,185.4384,0,5.1643,1.8863,1.5602,9.03
4pft,22.5211,-25.535,-5.48,4.9748,0,190.4308,0,0.6521,2.3618,7.3599,8.64
1mtr,46.2164,-52.5175,-5.48,4.7314,0,335.1425,0,1.7626,4.5386,3.1161,8.4
4ovg,19.2405,-19.9838,-5.48,1.6614,0,120.9832,0,0,0.7432,2.0313,3.69
2qi3,24.1922,-28.0248,-5.48,1.001,0,244.9186,0,0.3751,3.4574,3.6929,10.2
4rd0,21.0236,-26.1789,-5.48,8.5317,1,31.481,0,3.0115,2.1437,6.8399,6.62
4ql1,21.3874,-31.3628,-5.48,0,0,256.2434,0,3.4267,6.5486,1.6006,7.03
4ew2,22.4904,-28.028,-5.48,7.1235,0,113.5104,0,1.126,4.4115,5.6739,6.68
4qf8,11.1839,-15.3003,-5.48,2.1555,0,92.8456,0,2.6428,1.4736,3.2195,7.51
2olb,26.3716,-33.4098,-5.48,7.1461,0,199.714,0,2.3917,4.6465,7.5409,5.54
3buh,21.1491,-21.8274,-5.48,1.9508,0,126.4589,0,0.024,0.6543,1.9391,3.66
3zc5,35.7171,-37.1634,-5.48,1.5165,0,253.5294,0,0.8608,0.5855,1.1893,7.13
1p57,18.7696,-20.558,-5.48,2.0296,0,92.8144,0,1.5795,0.209,1,4.4
4l51,4.5562,-6.6379,-5.48,3.598,0,47.4754,0,1.3006,0.7811,6.4118,3
4u6w,25.1451,-37.7201,-5.48,2.1538,3,117.1046,0,7.6912,4.8838,2.6347,4.21
1z6s,4.2315,-8.0138,-5.48,3.7472,0,24.1227,0,1.958,1.8243,5.0016,4.34
3dln,12.9185,-14.7873,-5.48,4.6322,0,48.5832,0,1.2974,0.5714,4.6283,6.6
4bup,22.33,-26.3076,-5.48,6.5836,0,122.2763,0,0.7008,3.2768,6.0422,4.95
1bxq,22.6266,-32.4323,-5.48,5.5125,0,214.4209,0,3.2808,6.5249,6.4635,7.38
2i4d,14.4306,-23.656,-5.48,2.6004,0,249.9354,0,3.0202,6.2052,7.7156,11.68
4tte,13.8622,-17.1668,-5.48,0.1407,0,117.7504,0,1.292,2.0126,1,3.69
4hla,22.8922,-30.5315,-5.48,1.5984,0,249.8796,0,3.2458,4.3935,3.72,10.8
3upk,9.154,-12.1013,-5.48,6.8591,0,111.2639,0,1.4799,1.4674,11.4476,4.3
2bza,17.3734,-17.3739,-5.48,1.6107,0,77.5564,0,0,0.0005,1,2.8
2ydw,24.3554,-27.1752,-5.48,0.6008,0,202.6602,0,0.5507,2.2692,1.5714,7.34
4r75,14.0528,-17.3681,-5.48,7.8153,0,72.6706,0,2.4647,0.8506,8.8741,7.24
4lch,20.1095,-33.6252,-5.48,2.3938,0,242.3894,0,11.2376,2.2781,3.207,10.62
4qgd,20.4687,-22.2491,-5.48,0.5424,0,177.093,0,0.9439,0.8366,2.251,7.43
186l,24.9731,-26.3159,-5.48,0,0,199.9646,0,1.0637,0.2791,1,4.85
4del,15.9255,-24.2149,-5.48,4.9274,2,12.9248,0,7.9449,0.3445,4.4121,7.68
4cg8,49.0024,-56.0137,-5.48,0,0,464.2731,0,0.9141,6.0971,1.479,6.96
2ypp,23.1421,-23.7847,-5.48,3.7587,0,106.0253,0,0.0009,0.6417,2.5994,4.41
1uz1,20.5557,-25.1976,-5.48,5.0034,0,89.1785,0,4.6186,0.0233,2.9015,6.89
3p17,30.4201,-34.7499,-5.48,2.9849,0,207.9648,0,2.23,2.0998,1.9654,4.48
4p58,23.2792,-26.1268,-5.48,0.9573,0,149.1392,0,2.4624,0.3851,0,4.6
4mhy,21.2502,-26.5441,-5.48,0.5709,1,165.7922,0,3.2526,2.0413,2.4493,6.47
2jiw,27.9487,-29.439,-5.48,5.6869,0,116.4862,0,0.028,1.4623,3.3844,4.59
2yxj,43.2403,-49.537,-5.48,0.7182,0,399.7303,0,0,6.2967,1.9962,9.3
2yz3,25.0623,-28.3233,-5.48,0,1.9951,138.6872,0,1.6087,1.6524,2.1146,6.66
3d1y,37.961,-44.5138,-5.48,4.3283,0,304.532,0,2.0975,4.4553,4.3176,8.22
4u8w,14.1307,-29.4734,-5.48,1.1798,0,252.697,0,9.3194,6.0233,3.7159,11.24
2xej,13.0715,-22.8302,-5.48,7.34,0.8963,128.5797,0,0.2949,9.4638,10.7867,8.87
2ya7,33.2621,-37.2282,-5.48,10.6394,0,84.9999,0,3.5927,0.3733,5.3642,3.14
3b7u,27.359,-32.2245,-5.48,3.8843,2,105.4056,0,3.3202,1.5453,4.1491,7.74
1fzo,24.2036,-43.2749,-5.48,4.5887,0,384.3205,0,3.0916,15.9796,8.7878,7.89
3su3,33.5161,-41.032,-5.48,4.4307,0,219.3814,0,0.1414,7.3745,1.9195,9.13
3gvb,9.2738,-13.878,-5.48,0.0708,0,105.1334,0,2.7928,1.8114,1.6168,2.59
3zt3,25.1774,-29.2392,-5.48,1.8503,0,172.1296,0,0.3972,3.6646,1,2.86
2yel,26.0809,-29.4373,-5.48,1.2352,0,203.8841,0,0.626,2.7304,1.5714,7.28
2jxr,14.0593,-26.8626,-5.48,1.7903,0,253.3118,0,7.5007,5.3025,5.5604,7.05
1uwu,11.2212,-16.6818,-5.48,3.6303,0,93.5546,0,5.3869,0.0737,4.6364,5.98
4pyy,13.2411,-27.026,-5.48,0.9847,1.0135,157.8531,0,4.1702,9.6147,2.4699,7.23
2cf8,42.3386,-44.426,-5.48,3.6834,0,259.3793,0,0.8825,1.2049,1.4469,8.1
3c84,21.3524,-26.1009,-5.48,0,0,203.1973,0,4.1909,0.5575,1.2317,7.85
4l6t,-19.3103,11.2793,-5.48,6.0218,0,139.4233,0,0,8.031,20.7752,7.49
3ebi,26.0381,-33.9286,-5.48,2.2155,1.0049,207.2271,0,4.6376,3.2529,3.6158,7.1
3gi4,19.3907,-29.5278,-5.48,1.8505,0,234.5581,0,5.0855,5.0517,3.7407,10.8
3n9r,8.6205,-14.3874,-5.48,2.3343,2,39.9753,0,4.3031,1.4637,6.104,7.15
4kp8,17.4533,-22.4618,-5.48,1.2813,1.0135,92.5025,0,1.176,3.8325,1.6531,5.48
1hvj,38.5182,-45.3107,-5.48,4.4792,0,309.7131,0,2.717,4.0754,4.44,11.4
3cke,10.4327,-17.7223,-5.48,0.1613,0,200.5153,0,1.679,5.6106,4.5925,6.1
1uml,25.6554,-30.6896,-5.48,1.3955,0,253.4599,0,1.9107,3.1235,3.5571,7.52
3wtl,24.0973,-26.9959,-5.48,0.4741,0,197.8921,0,2.6744,0.2242,1.2581,7.04
3b3w,19.9176,-30.8824,-5.48,0.8809,3,77.9883,0,9.6389,1.3258,1.8572,4.19
1msm,35.4801,-43.9661,-5.48,2.389,0,330.8474,0,4.8566,3.6295,3.204,10.48
4q6d,25.877,-28.4659,-5.48,0.9183,1.1037,113.3665,0,1.2333,1.3556,0,7.36
1elc,0.1121,-21.6665,-5.48,0,0,222.9069,0,18.4749,3.0796,3.8647,6.66
2ihj,23.7476,-29.0093,-5.48,10.9192,0,131.4041,0,1.5237,3.738,11.0606,4.59
4x24,37.9668,-38.6879,-5.48,4.7492,0,202.6678,0,0.0126,0.7084,2.4869,9.78
1l6m,17.8613,-20.9821,-5.48,0.0406,2,64.9868,0,3.1057,0.0151,1.6786,8.1
1d4h,38.4871,-44.5753,-5.48,2.7634,0,356.9814,0,1.7002,4.388,4.649,10
2nmx,8.5479,-12.8443,-5.48,0.8845,0.0601,71.8869,0,2.6354,1.661,1.7043,5.57
2qpu,-9.745,6.2645,-5.48,0,0,84.6685,0,0.0149,3.4656,8.4573,3.6
1alw,12.1371,-12.8801,-5.48,0,0,100.6077,0,0.0089,0.7341,1.7074,6.52
3rm9,26.2587,-27.7527,-5.48,1.8319,0,138.0703,0,1.0111,0.4829,0,4.77
1met,39.1548,-43.7287,-5.48,2.3841,0,356.0106,0,2.9172,1.6567,4.4404,9.4
1m4h,26.5838,-35.5891,-5.48,7.2859,0,310.3834,0,0.9474,8.0579,11.9299,9.52
2hhn,19.655,-33.3078,-5.48,2.792,0,233.8455,0,9.5093,4.1435,3.46,7.49
3elc,9.1276,-11.8638,-5.48,3.4495,0,39.2727,0,2.4086,0.3276,3.8017,2.69
