name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
2xdl,13.2742,-15.4053,-5.48,0,0,122.8693,0,0.0354,2.0957,1.7384,3.1
2zda,39.1316,-43.1439,-5.48,5.5058,0,217.1099,0,1.3217,2.6905,2.3934,8.4
1ydt,25.7087,-32.612,-5.48,0.793,0,250.2178,0,1.7317,5.1715,1.8719,7.32
2weg,16.7345,-21.9244,-5.48,0.8856,1.0307,62.1513,0,2.152,3.0379,0,6.5
3uuo,27.277,-29.0308,-5.48,1.237,0,187.8568,0,0,1.7538,1,7.96
4kz6,17.8016,-18.6493,-5.48,2.6558,0,73.4399,0,0.2465,0.6012,1.6771,3.1
4bkt,21.7043,-23.8434,-5.48,2.6116,0,129.7654,0,0,2.1392,2.1648,3.62
1syi,31.4017,-35.3778,-5.48,6.6615,0,112.7102,0,3.5872,0.3889,2.1636,5.44
3fv2,30.3596,-34.6306,-5.48,7.7792,0,118.9816,0,1.7356,2.5354,4.2004,8.11
4msc,30.6808,-31.7049,-5.48,0,0,249.6373,0,0.1293,0.8949,1.1651,5.96
2cet,30.0659,-33.9299,-5.48,4.5645,0,200.6845,0,2.1306,1.7334,4.014,8.02
3f3e,21.0815,-22.8566,-5.48,3.191,0,98.0617,0,1.7434,0.0318,1.8572,7.7
3dd0,17.3743,-20.1124,-5.48,0.6398,1.0307,80.9289,0,1.3031,1.4351,1.2453,9
3pww,43.7558,-49.9556,-5.48,6.081,0,301.0092,0,0.5539,5.6459,4.3176,7.32
2iwx,22.8412,-23.1154,-5.48,0.9127,0,146.556,0,0.2742,0,1,6.68
3p5o,24.7779,-27.4551,-5.48,0.2882,0,215.1077,0,0.0811,2.5962,1.6231,7.26
3g2n,23.0341,-23.9487,-5.48,4.4908,0,115.8863,0,0,0.9147,3.9411,4.09
2wer,24.1029,-25.41,-5.48,1.2976,0,155.1791,0,1.307,0,1,7.05
1bzc,12.1011,-22.2726,-5.48,3.4259,0,173.1515,0,7.6385,2.533,5.8237,4.92
4m0z,37.0326,-43.527,-5.48,4.0661,0,230.9924,0,2.4272,4.0672,1,5.19
1sqa,24.856,-27.2417,-5.48,2.3668,0,140.3127,0,0.9288,1.457,1,9.21
3g2z,8.3812,-9.7948,-5.48,0.6943,0,38.9375,0,0.006,1.4076,1,2.36
4gr0,40.2599,-48.9888,-5.48,3.0635,1,323.6933,0,3.342,5.3869,4.1506,9.55
3o9i,32.1777,-37.9531,-5.48,2.55,0,283.4406,0,1.8355,3.9399,3.5962,11.82
1q8u,26.0887,-30.2571,-5.48,0.6489,0,193.246,0,0.6425,3.5259,0,5.96
4dli,32.3956,-32.8014,-5.48,0.9044,0,229.58,0,0.0497,0.3561,1,5.62
3myg,15.9192,-23.4653,-5.48,1.2084,0,174.2684,0,3.0739,4.4722,2.5157,10.7
1eby,38.5445,-43.2745,-5.48,2.6031,0,364.0923,0,1.7598,2.9702,5.2729,9.7
1p1n,16.5481,-18.5191,-5.48,3.4175,0,96.2587,0,0.974,0.9969,3.7647,6.8
4ea2,22.9882,-33.1772,-5.48,0.11,0,269.0185,0,0,10.1891,1.6192,6.44
3nw9,29.0777,-33.7194,-5.48,2.855,0,266.9401,0,1.9491,2.6926,4.8939,9
1oyt,33.8761,-36.1191,-5.48,3.3967,0,197.3216,0,0.9793,1.2637,1.4814,7.24
4pcs,29.6081,-29.958,-5.48,3.5161,0,143.484,0,0.3499,0,1.5833,7.85
3d6q,1.1798,-3.1772,-5.48,0.4487,0,32.2327,0,0.0004,1.997,2.9581,3.76
3ejr,31.5444,-37.0778,-5.48,1.8357,2,176.6288,0,4.8228,0.7106,2.8355,8.57
1uto,9.3382,-10.8643,-5.48,0,0,73.2134,0,1.5084,0.0177,1.2429,2.27
5tmn,23.4839,-29.3147,-5.48,3.9495,1.0601,154.9905,0,2.7341,3.0967,5.4229,8.04
3gr2,9.3045,-11.186,-5.48,1.5431,0,37.5719,0,0.027,1.8545,1.5015,2.52
3e92,40.6507,-44.5878,-5.48,3.0542,0,268.9456,0,1.2126,2.7245,1,8
3jvs,21.5389,-29.168,-5.48,1.9922,0,167.4698,0,2.6872,4.9419,1,6.54
1r5y,31.9303,-34.4289,-5.48,5.5784,0,88.1788,0,2.4986,0,0,6.46
2vkm,43.9395,-56.2235,-5.48,4.3459,0,390.496,0,7.6168,4.6672,3.6953,8.74
1z9g,3.1773,-11.5381,-5.48,0,0,110.8905,0,6.9306,1.4303,2.7016,5.64
2j78,10.9454,-19.4894,-5.48,4.4741,0,92.3819,0,8.5334,0.0106,4.587,6.42
3zsx,22.2756,-30.9838,-5.48,3.3665,0,174.8397,0,0.6373,8.0709,2.4205,3.28
3dx2,25.367,-28.8254,-5.48,2.3759,2,92.2225,0,3.0156,0.4429,2.9062,6.82
2v7a,27.5687,-32.5884,-5.48,2.5572,0,188.2299,0,1.3704,3.6493,1.3498,8.3
3n76,41.7415,-42.8446,-5.48,6.7179,0,206.2729,0,0.4488,0.6543,3.5965,6.85
3kr8,36.8246,-37.6979,-5.48,1.9783,0,218.8927,0,0.5499,0.3235,0,8.1
4ddh,22.1419,-22.7619,-5.48,2.5013,0,113.6245,0,0.2352,0.3847,1.7056,3.3
4eo8,29.23,-33.5496,-5.48,1.5628,0,219.5471,0,0.0015,4.318,1.1083,8.15
2zy1,27.5828,-29.9972,-5.48,2.9638,0,221.9209,0,0.1334,2.281,4.4323,7.4
4j21,39.6786,-40.7526,-5.48,1.9457,0,245.9299,0,0.0859,0.9881,0,7.41
3bgz,36.9698,-38.2598,-5.48,1.1744,0,246.643,0,0.0021,1.2878,0,6.26
3cyx,32.8565,-38.7956,-5.48,2.5816,0,305.5204,0,1.7728,4.1662,4.3176,8
1ydr,22.2188,-27.4092,-5.48,0.8546,0,184.9143,0,1.911,3.2794,1,5.52
4ih7,26.4151,-29.2803,-5.48,2,0,168.2076,0,0.0015,2.8637,1,5.24
4mgd,30.1044,-33.8753,-5.48,1.2226,0,254.6373,0,1.1019,2.6691,2.1409,4.69
3aru,10.6334,-11.217,-5.48,0.299,0,89.8688,0,0.0727,0.5108,2.2564,3.22
4kzu,37.7718,-38.9378,-5.48,0.9935,0,257.6029,0,1.1274,0.0387,0,6.5
2pog,35.1127,-36.0961,-5.48,0.9691,0,273.6863,0,0.8674,0.116,1.8133,9.54
2ymd,33.8589,-34.1366,-5.48,3.0248,0,200.0193,0,0.2676,0.0101,1.894,3.16
3e5a,31.2676,-35.0042,-5.48,2.7488,0,205.9518,0,0.0482,3.6884,1.466,8.23
3fv1,20.7921,-24.5609,-5.48,5.1765,0,134.0116,0,0.6771,3.0917,5.4249,9.3
3zso,23.8969,-32.7982,-5.48,2.8572,0,216.8794,0,0.1015,8.7999,2.9686,5.12
3wtj,26.8999,-28.4204,-5.48,0.9443,0,196.0649,0,1.3816,0.1388,1.2317,6.53
3cj4,25.6688,-28.8114,-5.48,2.1523,0,176.9717,0,0.0512,3.0914,1.7825,6.51
3u8n,36.8032,-38.1164,-5.48,1.9638,0,247.5552,0,1.0627,0.2505,1.1276,10.17
3ebp,23.3381,-26.0051,-5.48,0,0,230.2515,0,0.005,2.6619,2.5056,5.91
4kzq,33.3996,-34.1813,-5.48,0.9923,0,238.8622,0,0.7738,0.0079,1,6.1
4ivb,25.7449,-26.1503,-5.48,1.9807,0,158.2416,0,0.0021,0.4033,1.7419,8.72
1bcu,20.4244,-20.4759,-5.48,0.7367,0,107.1383,0,0.0515,0,0,3.28
3zdg,14.3475,-20.9717,-5.48,0,0,171.0326,0,5.4749,1.1493,1.7653,7.1
3rsx,26.5798,-28.4286,-5.48,1.322,0,158.4029,0,1.2305,0.6183,0,4.41
4j3l,38.2009,-39.7598,-5.48,1.9487,0,267.0262,0,0.3276,1.2312,1.3558,7.8
2qbq,29.033,-33.5766,-5.48,3.1351,0,194.8555,0,1.8919,2.6517,2.0206,7.44
3qgy,31.0613,-35.7853,-5.48,1.5682,0,214.2532,0,1.6038,3.1202,0,7.8
4lzs,21.3377,-22.9987,-5.48,1.8048,0,120.0924,0,0,1.661,1,4.8
2cbv,25.0601,-27.5904,-5.48,5.8094,0,91.5132,0,2.5303,0,3.125,5.48
4rfm,26.6068,-34.3707,-5.48,0.5657,0,260.8154,0,3.4886,4.2753,1.3727,10.05
4ddk,19.6449,-19.9277,-5.48,1.4326,0,82.5866,0,0.2803,0.0024,0,2.29
2p15,50.079,-52.3451,-5.48,1.619,0,393.9365,0,0.6459,1.6202,1.8097,10.3
3g0w,32.5501,-35.1823,-5.48,1.1559,0,242.7488,0,1.1221,1.51,1,9.52
3kwa,1.5505,-12.0374,-5.48,0.8252,0,115.5541,0,3.9639,6.5231,3.7963,4.08
2hb1,5.8344,-12.416,-5.48,0,0,104.1058,0,4.8534,1.7283,2.0486,3.8
3ivg,25.4348,-32.4656,-5.48,2.4998,0,217.7975,0,4.0598,2.9709,2.6743,4.3
5a7b,26.0486,-30.2961,-5.48,0,0,254.5839,0,1.7462,2.5013,1.9415,3.57
2xys,38.9252,-39.1068,-5.48,0.8484,0,285.071,0,0.1816,0,1,7.42
1z6e,22.2335,-34.1474,-5.48,0.9226,0,246.8781,0,3.5078,8.4061,1.2887,9.72
4twp,32.758,-41.5421,-5.48,1.3844,0,294.5419,0,6.5076,2.2765,1.1809,10
4wiv,24.9337,-26.3969,-5.48,0.0605,0,202.5319,0,0,1.4632,1.1647,6.26
1k1i,21.9821,-27.3625,-5.48,4.3585,0,121.7959,0,0.4568,4.9236,2.7051,6.58
2wtv,36.4338,-41.0154,-5.48,1.8129,0,251.9693,0,1.6225,2.9591,0,8.74
2zcq,40.5479,-47.0458,-5.48,1.8485,3.9951,192.6037,0,3.2088,3.2891,4.388,8.82
1w4o,1.0335,-4.0441,-5.48,3.0861,0,33.7913,0,1.298,1.7126,6.1316,5.22
2w4x,11.1442,-14.6185,-5.48,3.4669,0,75.5234,0,1.4082,2.0661,4.4051,4.85
1gpk,26.8467,-28.4513,-5.48,0,0,196.3363,0,1.6047,0,0,5.37
4qac,36.4831,-41.2307,-5.48,1.0203,0,298.3164,0,2.6896,2.058,1,9.4
3uev,22.5479,-24.2555,-5.48,0,0,213.4756,0,0.1373,1.5704,2.4223,5.89
1s38,30.6089,-32.8461,-5.48,4.6773,0,100.3751,0,2.2372,0,0,5.15
3pxf,22.8431,-28.2992,-5.48,1.2114,0,160.4542,0,0.0029,5.4532,0,4.43
1p1q,-8.2822,-9.3426,-5.48,0,0,80.347,0,17.1354,0.4894,2.1633,4.89
3ryj,18.844,-21.6061,-5.48,0.9047,1.0601,79.2488,0,1.4655,1.2966,1,7.8
4w9c,27.2914,-30.8706,-5.48,2.2885,0,203.4156,0,0.224,3.3552,2.3643,4.65
4agq,24.5658,-27.5285,-5.48,0,0,231.5695,0,0.9594,2.0032,1.9708,5.01
4ciw,26.3774,-27.5257,-5.48,6.741,0,94.7259,0,0.5369,0.6114,4.5125,4.82
4djv,34.1706,-35.9215,-5.48,2.3435,0,222.8701,0,0.0747,1.6762,1.3521,6.72
4jfs,20.9288,-21.9103,-5.48,1.6956,0,138.6249,0,0.2609,0.7207,2.1297,5.27
4msn,19.3592,-21.6353,-5.48,0.4387,0,125.5562,0,0,2.2761,0,4.03
3gnw,33.8099,-37.0809,-5.48,1.8188,0,257.8755,0,0.3891,2.882,1.8145,9.1
3nq9,9.6441,-10.9852,-5.48,0,0,91.2693,0,0.0727,1.2683,2.0208,4.03
3ozt,37.551,-44.3754,-5.48,3.2341,2,241.5512,0,4.163,2.6614,4.7766,4.13
3lka,18.0324,-20.9955,-5.48,1.9869,0,97.7724,0,1.8064,1.1567,1,2.82
3u5j,28.5645,-29.9207,-5.48,0.727,0,188.1409,0,0.0077,1.3485,0,5.61
1nvq,39.4521,-40.9523,-5.48,3.4712,0,243.8529,0,0.8294,0.6708,1.8173,8.25
3up2,29.4975,-34.3074,-5.48,3.3703,0,172.0571,0,1.0463,3.7636,1,7.4
4ty7,36.3475,-37.6523,-5.48,4.403,0,201.2664,0,0.2753,1.0295,2.3758,9.52
3d4z,25.2873,-29.5024,-5.48,2.8593,2,98.9903,0,3.2069,1.0081,3.5818,4.89
2wbg,22.2125,-24.9236,-5.48,3.4419,0,170.9068,0,2.5481,0.163,4.7065,4.45
3syr,25.7537,-26.3157,-5.48,6.9032,0,79.733,0,0.0444,0.5176,4.5117,5.1
1nc1,4.1905,-16.7276,-5.48,0,0,162.1055,0,11.5202,1.0168,3.0152,6.12
3acw,37.2854,-37.5722,-5.48,0.995,0,274.4995,0,0.0021,0.2846,1.3076,4.76
3gy4,21.1056,-21.3523,-5.48,2.5243,0,63.5987,0,0.1103,0.1364,0,5.1
3ao4,17.6058,-22.1492,-5.48,0.8686,0,117.6771,0,4.3696,0.1738,0,2.07
3ueu,19.2592,-20.9519,-5.48,0,0,182.9575,0,0.0073,1.6853,2.318,5.24
2fvd,22.7949,-27.7753,-5.48,2.6006,0,152.8125,0,2.249,2.7314,1.6679,8.52
1pxn,31.1633,-32.882,-5.48,2.1755,0,193.9819,0,0.3326,1.3861,1,7.15
3l7b,15.7886,-17.4507,-5.48,3.6188,0,79.2003,0,0.9898,0.6722,3.6651,2.4
5c1w,19.0798,-19.6446,-5.48,0,0,142.9456,0,0.0038,0.5611,1,5.06
2wca,24.7745,-26.9885,-5.48,4.9164,0,139.8578,0,0.5808,1.6332,4.4046,5.6
3zt2,27.7866,-31.7316,-5.48,1.9483,0,168.7554,0,0.2265,3.7185,0,2.84
1h23,41.7828,-43.8906,-5.48,1.1806,0,371.4883,0,0.4866,1.6213,3.5143,8.35
4k77,21.4935,-22.0743,-5.48,1.9953,0,106.7522,0,0.2566,0.3242,1,6.63
4mme,20.7087,-27.805,-5.48,0,0,220.6821,0,7.0685,0.0278,1.3651,6.5
1nc3,-5.432,-11.2597,-5.48,0,0,130.507,0,16.4522,0.2395,3.7069,5
4cig,24.7854,-33.3091,-5.48,3.1481,0,195.2964,0,0.1949,8.3287,2.1623,3.67
3ag9,-31.393,20.4899,-5.48,1.9471,0,137.0313,0,2.8791,8.024,18.9476,8.05
3coy,21.2886,-25.0046,-5.48,5.7332,0,114.8779,0,1.4044,2.3116,5.1036,6.02
3rlr,25.3762,-27.2472,-5.48,1.1633,0,174.7174,0,0.6674,1.2037,1,7.52
1q8t,16.5959,-21.4516,-5.48,0.6157,0,146.7069,0,2.5424,2.3132,1.2694,4.76
4de3,18.9754,-21.063,-5.48,1.4096,0,92.9469,0,0.2514,1.8362,0,5.52
3b65,33.7118,-36.6549,-5.48,1.192,0,284.1439,0,0.7436,2.1995,2.3638,9.27
4hge,24.5515,-27.4763,-5.48,0.8385,0,164.0652,0,0.0524,2.8724,0,7.92
3uew,22.56,-25.4162,-5.48,0.0815,0,222.9793,0,1.3473,1.5088,2.5097,6.31
4agp,24.9813,-27.5942,-5.48,0,0,231.8233,0,0.9846,1.6282,1.9567,4.69
1h22,38.9207,-41.2073,-5.48,1.0308,0,347.7263,0,0.4352,1.8514,3.2811,9.1
3n7a,-9.1219,-5.4375,-5.48,0,0,66.1415,0,13.6237,0.9357,3.0395,3.7
2yge,14.2394,-20.7769,-5.48,1.7902,0,146.1941,0,2.1474,4.3901,3.0418,5.06
3bv9,21.3151,-28.3465,-5.48,2.6494,0,220.0071,0,0,7.0313,4.5794,5.36
4x6p,30.1986,-37.4808,-5.48,2.6856,0,237.2631,0,3.53,3.7522,1.8473,8.3
4mrz,16.7614,-20.3253,-5.48,1.8118,0,75.1597,0,0,3.5639,0,3.52
1z95,27.5572,-34.4546,-5.48,1.4512,0,255.7015,0,0.1589,6.7385,2.2616,7.12
2wn9,29.1054,-33.4536,-5.48,2.112,0,208.5639,0,1.7023,2.6458,1.3604,8.52
3utu,32.9193,-39.4529,-5.48,4.1307,0,260.6887,0,1.574,4.9596,4.0328,10.92
4de1,22.2147,-24.1405,-5.48,2.3118,0,93.4976,0,0.0223,1.9034,0,5.96
3ehy,22.5257,-28.4334,-5.48,1.6646,1.6973,108.2929,0,3.4361,2.4716,2.1528,5.85
2xnb,36.1098,-39.5538,-5.48,2.7674,0,212.2286,0,0.7062,2.7378,0,6.83
4f2w,36.2676,-36.8327,-5.48,4.3329,0,198.6948,0,0.1103,0.4548,2.4869,11.3
3f3c,23.9687,-27.588,-5.48,3.1817,0,140.2373,0,3.2468,0.3726,1.9245,6.02
2qnq,26.69,-40.9847,-5.48,1.3382,0,299.5531,0,7.3324,6.9623,1.5674,6.11
1qkt,27.2709,-30.4021,-5.48,0,0,246.3506,0,3.1311,0,1.5238,9.04
1lpg,36.8427,-42.3812,-5.48,2.7208,0,283.949,0,1.4615,4.0771,2.1126,7.09
3uo4,29.8551,-37.3215,-5.48,2.5466,0,199.4517,0,3.3257,4.1406,0,6.52
2zcr,32.1633,-36.2725,-5.48,0.7763,2,258.9306,0,1.6267,2.4825,5.5294,6.87
1gpn,27.9306,-30.4683,-5.48,0,0,213.5756,0,2.5378,0,0,6.48
3uex,27.1795,-29.8193,-5.48,0,0,264.583,0,0.7837,1.8561,2.5847,6.92
4w9i,30.4576,-36.4807,-5.48,2.3218,0,259.0779,0,0.0106,6.0125,2.7602,5.96
3n86,37.2893,-39.555,-5.48,6.6392,0,189.0073,0,0.2184,2.0472,3.9898,5.64
4eky,23.9053,-30.2295,-5.48,5.7428,0,141.1062,0,6.0628,0.2615,4.2737,3.52
3udh,29.0866,-29.1686,-5.48,2.5836,0,128.7124,0,0.082,0,0,2.85
3tsk,26.1767,-34.281,-5.48,2.6527,0,297.9936,0,2.0082,6.0961,5.8298,7.17
4llx,20.2589,-20.2589,-5.48,1.7494,0,76.3757,0,0,0,0,2.89
3dxg,-6.15,5.0674,-5.48,0.628,0,28.2705,0,0.0811,1.0016,6.2315,2.4
2qbr,27.483,-32.2867,-5.48,2.9461,0,194.4343,0,2.0243,2.7795,2.2586,6.33
1qf1,41.1442,-47.3329,-5.48,5.6105,2,166.478,0,3.3923,2.7964,3.2907,7.32
4w9h,34.1729,-39.6428,-5.48,2.4848,0,277.2667,0,1.4306,4.0393,2.569,6.73
4w9l,35.3671,-42.1366,-5.48,2.9183,0,298.5583,0,1.6318,5.1377,3.1335,5.02
3b27,17.7676,-19.111,-5.48,0.9915,0,110.0809,0,0,1.3433,1,5.16
3coz,22.4412,-26.0812,-5.48,6.5857,0,102.5132,0,0.8287,2.8113,5.2301,5.57
3b1m,32.9955,-39.1168,-5.48,0,0,330.9755,0,0.8186,5.3028,1.9872,8.48
2wvt,11.231,-15.3534,-5.48,3.1395,0,98.732,0,4.1062,0.0162,4.7516,6.12
3wz8,34.5365,-37.8062,-5.48,2.3443,0,243.4811,0,0.0369,3.2328,1.559,5.82
4cr9,20.1816,-20.2147,-5.48,1.2456,0,90.3785,0,0.0331,0,0,4.1
5c28,15.542,-16.3937,-5.48,0,0,115.1601,0,0.2649,0.5868,1,5.66
3ge7,38.8629,-42.3132,-5.48,6.497,0,177.6702,0,3.0231,0.4272,2.2086,8.7
5c2h,34.4611,-36.0262,-5.48,0,0,301.623,0,0.6922,0.8729,1.853,11.09
4dld,21.6023,-27.6647,-5.48,4.9106,0,127.6884,0,3.0084,3.054,3.5766,5.82
3u8k,33.2528,-34.0113,-5.48,1.9375,0,213.2203,0,0.1355,0.6229,1.1276,8.66
3b5r,31.6221,-40.5437,-5.48,1.9004,0,298.2212,0,2.0027,6.9189,2.4123,8.77
2p4y,37.793,-42.6226,-5.48,0.9171,0,353.8305,0,2.1219,2.7077,2.8588,9
1ps3,21.1491,-23.9324,-5.48,2.0475,2,82.4806,0,2.7672,0.0161,3.9439,2.28
4mrw,24.0714,-25.5514,-5.48,0.5886,0,154.7484,0,1.48,0,0,3.3
2al5,-7.8941,-6.8165,-5.48,0,0,64.3718,0,14.3437,0.3669,2.4199,8.4
4gkm,27.4444,-32.8401,-5.48,2.5857,0,160.034,0,0.629,4.7667,0,5.17
2c3i,24.5611,-27.1798,-5.48,0.0039,0,210.3692,0,0.6013,2.0174,1.1432,7.6
1a30,3.0091,-15.0496,-5.48,4.568,0,86.5015,0,8.6303,3.4102,6.175,4.3
2br1,11.6033,-19.8525,-5.48,0.387,0,162.7229,0,1.9753,6.2739,2.3275,5.14
3arq,19.5592,-22.8446,-5.48,0.9983,0,211.3251,0,2.4425,0.8429,4.1777,6.4
1e66,45.2729,-45.4007,-5.48,1,0,334.5362,0,0.1214,0.0064,1,9.89
2xj7,30.4498,-31.5359,-5.48,5.4432,0,127.8023,0,0.9907,0.0954,2.7645,6.66
3jvr,18.0798,-21.1209,-5.48,0.334,0,157.1899,0,1.7414,1.2997,1.5101,5.72
3ary,18.8239,-19.4395,-5.48,0,0,119.3118,0,0.1568,0.4587,0,6
1vso,18.1152,-18.6674,-5.48,5.4257,0,91.4636,0,0.2807,0.2715,6.1077,4.72
3r88,14.6983,-17.7174,-5.48,1.1285,0,100.4769,0,1.0225,1.9966,1.2842,4.82
4m0y,25.0381,-27.3792,-5.48,2.4093,0,118.3941,0,0.0775,2.2636,0,6.46
2qe4,36.5631,-38.7736,-5.48,1.7663,0,282.6661,0,0.4916,1.7189,2.2179,7.96
4f3c,42.9593,-43.5654,-5.48,4.6722,0,258.4645,0,0.0112,0.5949,3.0313,11.82
3oe4,31.1891,-37.3994,-5.48,3.5966,2,188.9449,0,3.8831,2.3273,5.5702,7.47
3arp,39.8219,-41.6729,-5.48,0,0,348.7791,0,0.0202,1.8307,1.8024,7.15
3uri,11.2911,-20.7619,-5.48,4.086,0,256.4448,0,2.0741,7.3966,11.0818,9
4de2,19.0173,-20.9978,-5.48,1.9855,0,103.0024,0,0.006,1.9745,1.2364,4.12
1o5b,24.9628,-25.0621,-5.48,2.507,0,95.802,0,0.0893,0.01,0,5.77
3gbb,27.2102,-30.5887,-5.48,5.3498,0,119.6139,0,1.4489,1.9296,2.6384,6.9
4eor,27.2441,-30.2754,-5.48,3.7037,0,141.7689,0,0.031,3.0004,1.6258,6.3
2fxs,10.2614,-16.0786,-5.48,1.9146,0,124.9431,0,0.8287,4.9886,4.0682,6.06
4qd6,20.9232,-27.4802,-5.48,1.9183,0,164.2482,0,2.4193,4.1376,1.4157,8.64
1y6r,9.4196,-19.7161,-5.48,0,0,186.3205,0,8.8663,1.4302,2.9545,10.11
3twp,10.0722,-10.9467,-5.48,0,0,68.6039,0,0.8714,0.0031,1,3.92
3f3a,24.4686,-27.5934,-5.48,2.5904,0,157.7621,0,2.4949,0.6299,1.9519,4.19
2zb1,29.7008,-32.9808,-5.48,0.5206,0,244.6981,0,1.4719,1.808,1.1202,6.32
3g31,9.1179,-9.9135,-5.48,0,0,69.2866,0,0.1214,0.6741,1.4348,2.89
1mq6,25.5987,-34.3394,-5.48,0.9255,0,260.9824,0,3.6556,5.0851,1.8621,11.15
4tmn,32.9287,-46.7455,-5.48,5.9801,1.9399,195.1267,0,7.4598,6.357,5.1701,10.17
2vvn,21.907,-24.9234,-5.48,2.9112,0,149.3592,0,2.9065,0.1098,3.0293,7.3
3u9q,23.6851,-24.8598,-5.48,1.8325,0,161.225,0,0.0234,1.1512,2.1891,4.38
1c5z,21.6572,-21.9499,-5.48,2.6567,0,64.9283,0,0.2566,0.036,0,4.01
3fur,38.6556,-41.6256,-5.48,0,0,333.7299,0,0.0029,2.9671,1.1331,8
2y5h,24.9385,-27.6625,-5.48,0.5122,0,210.6176,0,1.1758,1.5483,1.6291,5.79
3ozs,26.3588,-35.7573,-5.48,2.3479,2,206.7766,0,5.89,3.5085,5.3975,5.33
4ih5,14.9151,-17.9695,-5.48,0,0,106.7475,0,2.6531,0.4013,0,4.11
4gid,45.2501,-58.9991,-5.48,5.8308,0,380.9333,0,6.9064,6.8427,4.1113,10.77
4jia,22.3726,-26.0465,-5.48,0.7743,0,175.5582,0,0.4048,3.269,1,9.22
4ivc,23.1812,-23.8578,-5.48,1.1576,0,168.866,0,0.4052,0.2715,2.0492,10
3qqs,26.4615,-30.1089,-5.48,2.7078,0,155.083,0,0.0089,3.6385,1,5.82
3k5v,17.3806,-23.6422,-5.48,0,0,177.1127,0,2.286,3.9757,1,6.3
4f9w,37.9122,-40.2188,-5.48,1.6093,0,250.971,0,0,2.3066,0,6.94
