name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMpartmetal,CHEMparthbond,CHEMparthbondCHO,DON,ACC,UNUSED_DON,UNUSED_ACC,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
2v86,-102.084,-30.0842,-1.45835,-24.77,-0.10165,-10.1939,-7.29971,-1.45835,-100.204,-6.8082899999999995,-80.8145,0.0,0.713832,0.0,1,65,4,0.0,-16.5537,0.0,24,11,20,8,0.0,16.0991,4.46
3eks,-95.7471,-83.7471,-2.58776,-28.7337,-0.188625,-12.0028,-25.1325,-2.45505,-76.1829,-4.85018,-65.3472,0.0,1.7732700000000001,0.0,2,35,0,0.0,-9.289069999999999,0.0,3,5,1,3,0.0,3.90754,5.7
3nkx,-69.2796,0.72039,-0.9490360000000001,-16.5767,-0.0652929,-6.792439999999999,0.172369,-0.911574,-53.9964,-13.6337,-42.7139,0.0,2.85088,-0.1,4,66,3,0.0,-46.6175,0.0,22,17,16,11,5.17035,21.5379,5.12
4fbx,-55.3513,-51.3513,-3.25596,-21.5267,-0.11278699999999998,-7.01732,-19.9711,-3.07507,-38.5385,-1.0,-45.6419,0.0,3.07547,-0.1,4,13,0,0.0,0.0,-1.60589,3,2,2,2,0.0,1.9300099999999998,7.66
220l,-50.7188,-50.7188,-8.45313,-27.9116,-0.649342,-11.8651,-27.9116,-8.45313,-31.2827,0.0,-31.0403,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.4
3lqi,-68.1678,17.8322,-0.8969450000000001,-16.0932,-0.062461699999999995,-6.621010000000001,4.20985,-1.15539,-82.3556,-6.7194,-77.313,0.0,0.412583,0.0,6,51,19,0.0,-16.3051,0.0,29,13,24,12,7.45178,19.9152,5.16
3dnj,-75.712,-53.711999999999996,-2.912,-25.5568,-0.207188,-10.5901,-18.1307,-2.52373,-58.7205,-6.0,-49.8164,0.0,0.306322,-0.1,4,22,0,0.0,-14.7174,0.0,6,5,2,4,4.4231300000000005,5.6102,6.82
1eix,-104.859,-92.8586,-4.7663,-37.4223,-0.311006,-15.0658,-33.1397,-4.19434,-54.2695,-14.9575,-33.4504,0.0,0.48516000000000004,-0.00163054,2,20,0,0.0,-36.0534,0.0,3,9,0,3,0.0,1.28694,11.06
3f9y,-135.566,-61.5658,-2.05403,-33.5456,-0.14448699999999998,-13.8477,-15.2344,-1.85707,-126.935,-9.80743,-97.0842,0.0,0.886294,0.0,1,64,1,0.0,-29.7462,0.0,26,8,18,6,0.0,18.5563,4.49
1ugw,-71.1424,-59.1424,-5.92853,-31.0743,-0.394893,-12.5964,-25.8328,-5.0816,-38.9512,-8.91555,-27.6477,0.0,0.016513999999999997,0.0,3,9,0,0.0,-14.6348,0.0,5,6,3,3,0.0,0.33575900000000003,3.09
3m6p,-72.9723,-48.9723,-2.70268,-24.3241,-0.189789,-10.0353,-16.3241,-2.43241,-48.0069,-7.31235,-52.2123,-2.0,11.8177,0.0,7,20,0,0.0,-17.8071,0.0,3,5,0,2,0.0,5.90785,8.35
1z3t,-69.6183,-45.6183,-3.02688,-24.4802,-0.20338599999999998,-9.95229,-16.0409,-2.7847299999999997,-48.0913,-7.324889999999999,-29.5309,0.0,0.193609,0.0,0,23,0,0.0,-11.7145,0.0,8,11,6,7,0.0,4.8409,3.94
4e0w,-83.3481,-71.3481,-5.55654,-33.796,-0.387223,-13.9076,-28.9303,-4.63045,-45.1759,-10.1716,-30.5319,0.0,0.159795,0.0,2,13,0,0.0,-27.4771,0.0,4,4,1,1,0.0,3.2824199999999997,7.48
1b6m,-128.509,-104.509,-2.98858,-36.6812,-0.214984,-15.2554,-29.8308,-2.62263,-93.8703,-6.87303,-79.3067,0.0,0.452225,-0.1,3,40,0,0.0,-25.4021,0.0,6,5,0,4,0.0,4.23126,8.4
3bzi,-86.4769,-32.4769,-1.57231,-22.7394,-0.104585,-9.213460000000001,-8.53991,-1.54423,-83.5924,-9.10485,-62.8246,0.0,0.714594,-0.1,1,53,1,0.0,-20.3094,0.0,13,13,10,9,0.935729,16.3303,5.74
3dcs,-55.5437,-47.5437,-3.9674099999999997,-23.0458,-0.235082,-8.98455,-19.7265,-3.9674099999999997,-28.1627,-2.0,-23.4293,-1.0,0.592411,0.0,3,11,0,-12.0,-3.0,0.0,2,6,2,4,0.0,3.25752,7.94
2v7d,-38.7456,19.2544,-0.7310479999999999,-10.3149,-0.049307300000000005,-4.19873,5.12593,-0.774911,-33.5803,-8.13589,-27.4766,0.0,0.519536,0.0,5,41,7,0.0,-18.0341,0.0,17,13,13,11,10.8475,10.4689,6.59
2yim,-136.893,-90.8934,-2.48897,-35.9966,-0.15906800000000001,-14.3918,-23.9007,-2.36023,-109.698,-12.0374,-84.6484,0.0,2.1398599999999997,-0.00116029,3,52,0,0.0,-42.0236,0.0,8,17,5,10,2.90414,14.1958,3.92
2wp1,-37.2787,16.7213,-0.642736,-9.63055,-0.045130199999999995,-3.9731,4.31977,-0.828415,-47.3142,-2.0,-37.4385,0.0,0.13061099999999998,0.0,1,45,12,0.0,-6.0,0.0,18,9,18,7,4.85755,15.1169,3.6
1ws5,-70.2776,-58.2776,-5.40597,-29.8884,-0.36191599999999996,-12.1361,-24.7849,-4.685169999999999,-39.8221,-7.0,-27.7937,0.0,0.00278562,-0.032809500000000005,1,12,0,0.0,-12.0028,0.0,4,6,2,3,0.0,0.114121,3.03
4auy,-86.5503,-66.5503,-3.9341,-30.8883,-0.27893,-12.7843,-23.7507,-3.46201,-44.5159,-9.12691,-29.5453,0.0,0.06677480000000001,-0.1,1,21,0,0.0,-24.0,0.0,5,7,2,3,0.0,0.43523,7.74
3iqj,-91.1124,-27.1124,-1.5442799999999999,-23.4042,-0.10450699999999999,-9.53749,-6.964410000000001,-1.42363,-62.1106,-14.0145,-39.1712,0.0,0.412867,0.0,1,57,1,0.0,-36.2543,0.0,19,16,13,11,0.0,12.3205,4.93
4e3h,-49.5357,-45.5357,-6.19196,-24.7678,-0.449883,-10.335,-22.7678,-6.19196,-28.5657,-0.9235770000000001,-24.8031,0.0,0.0,-0.0868352,1,7,0,0.0,-1.88001,0.0,2,2,2,1,0.0,0.0,7.05
3lzv,-99.2521,-73.2521,-2.6119,-29.522,-0.181231,-12.1312,-21.7884,-2.4207799999999997,-86.6061,-6.65527,-73.8843,0.0,0.595924,0.0,4,34,0,0.0,-11.7732,0.0,4,6,1,4,0.0,8.32789,10.59
4e49,-51.0922,-47.0922,-6.38652,-25.5461,-0.46401899999999996,-10.6598,-23.5461,-6.38652,-31.3177,-1.0,-26.7384,0.0,0.0,-0.1,0,8,0,0.0,-0.569044,0.0,2,2,2,1,0.0,0.0,5.11
1z1r,-105.26299999999999,-83.2626,-2.56738,-30.5267,-0.178802,-12.5595,-24.1466,-2.33917,-84.9632,-8.76955,-69.9894,0.0,0.6851689999999999,0.0,5,36,0,0.0,-15.4314,0.0,5,7,1,5,0.0,5.86206,9.22
1db1,-111.251,-93.2508,-3.70836,-35.8038,-0.267031,-14.8955,-30.0109,-3.3712400000000002,-88.6055,-6.0,-75.884,0.0,0.0,-0.0348181,0,30,0,0.0,-14.7877,0.0,3,3,0,1,0.0,5.34069,9.26
2wcg,-72.6326,-64.6326,-5.18804,-30.1362,-0.355673,-12.334000000000001,-26.8169,-4.27251,-38.9138,-9.21947,-27.2837,0.0,0.0577302,-0.00196815,2,12,0,0.0,-15.5395,0.0,7,4,3,1,0.0,0.0,6.38
1c2t,-83.3081,-63.3081,-2.38023,-25.4682,-0.173768,-10.6442,-19.354,-2.1361,-62.6997,-7.34753,-61.5593,0.0,7.4257100000000005,0.0,7,28,0,0.0,-22.5404,0.0,4,9,0,5,0.0,9.387410000000001,6.59
2y7k,-62.5272,-58.5272,-6.25272,-29.0226,-0.45603699999999997,-12.1259,-27.1659,-6.25272,-43.3007,-3.0,-37.0662,0.0,0.0362445,-0.00757866,1,9,0,0.0,-3.9644,0.0,1,3,1,1,3.1713299999999998,0.0330161,4.93
3kyg,-43.907,-31.906999999999996,-1.909,-15.4392,-0.126817,-6.25289,-11.2196,-1.99577,-16.0481,-3.96642,-12.0559,0.0,0.420651,-0.0579227,3,19,1,0.0,-12.0,0.0,6,8,6,5,0.0,1.43109,7.46
2er6,-86.527,-20.526999999999997,-1.33118,-21.5202,-0.0948725,-8.92239,-5.1053,-1.21869,-94.0477,-8.628689999999999,-80.9555,0.0,0.7337899999999999,0.0,10,55,0,0.0,-22.7042,0.0,15,15,9,13,0.0,24.1622,7.22
3d1e,-82.6499,-40.6499,-1.83666,-23.2365,-0.130415,-9.622110000000001,-11.4285,-1.72187,-73.845,-4.26105,-64.8624,0.0,0.480548,0.0,4,41,0,0.0,-12.4405,0.0,10,8,6,7,0.0,9.99311,5.77
1dqx,-79.4501,-67.4501,-3.6113699999999995,-28.3544,-0.235645,-11.4152,-24.0718,-3.178,-39.8333,-15.011,-32.0135,0.0,2.97789,0.0,7,15,0,0.0,-27.4919,0.0,3,9,0,2,0.0,2.67631,11.05
4b9w,-91.3637,-53.3637,-2.1753299999999998,-26.2839,-0.154927,-10.8949,-15.3519,-1.9439099999999998,-80.3145,-6.01843,-67.0508,0.0,0.532968,-0.0522515,4,38,0,0.0,-20.5946,0.0,10,7,5,6,0.0,13.5762,4.17
1urg,-77.0224,-53.0224,-3.3488,-27.0837,-0.225017,-11.0107,-18.6445,-2.85268,-62.1166,-7.22969,-46.166000000000004,0.0,0.0240662,-0.1,1,22,0,0.0,-10.6593,0.0,8,11,4,10,0.0,7.02163,5.82
2ieo,-81.7561,-55.7561,-2.15148,-24.3179,-0.149284,-9.99273,-16.5843,-1.99405,-70.8521,-7.27152,-69.9639,0.0,0.994662,-0.019774,6,32,0,0.0,-10.2467,0.0,4,6,1,4,0.0,7.63307,8.49
3tg5,-126.11399999999999,-46.1144,-1.94022,-31.3661,-0.135879,-12.9289,-11.4692,-1.8546200000000002,-106.74799999999999,-15.8711,-80.5467,0.0,1.16344,-0.024608,5,57,3,0.0,-43.148,0.0,23,12,15,7,0.0,20.0457,4.7
3ebb,-34.6714,-4.67136,-1.05065,-10.8094,-0.07448489999999999,-4.473730000000001,-1.4563700000000002,-1.38685,-36.4846,-0.7350409999999999,-33.981,0.0,0.0955682,0.0,2,25,6,0.0,-3.0,0.0,7,8,6,8,0.0,12.1326,5.3
4av0,-80.7048,-60.7048,-3.5089099999999998,-28.3785,-0.24884299999999998,-11.7465,-21.3459,-3.10403,-48.9819,-8.90726,-37.8622,0.0,0.05849209999999999,-0.0601914,3,20,0,0.0,-23.8919,0.0,4,7,1,3,0.0,4.53351,6.98
3iqg,-62.3793,-30.3793,-1.5994700000000002,-18.3944,-0.11433099999999999,-7.633939999999999,-8.95823,-1.55948,-48.7278,-5.7391,-37.7388,0.0,0.492575,0.0,3,36,0,0.0,-15.7163,0.0,11,7,9,4,0.0,10.2803,4.6
2e7l,-173.602,-109.602,-2.28424,-40.9843,-0.16328099999999998,-17.0091,-25.8751,-2.14324,-184.488,-15.0366,-163.468,0.0,2.0683599999999998,-0.09138330000000001,10,66,0,0.0,-36.2397,0.0,13,14,8,6,14.3477,22.7816,7.54
2rk7,-63.8579,-61.8579,-10.642999999999999,-35.1423,-0.717278,-14.3012,-34.0417,-10.642999999999999,-8.20151,-3.60411,-4.26692,-2.0,0.365754,0.0,2,4,0,-24.0,-13.6302,0.0,0,4,0,0,0.0,0.520289,4.05
3lil,-95.2588,-65.2588,-2.3233900000000003,-27.6255,-0.16339800000000002,-11.402999999999999,-18.9254,-2.2680700000000003,-90.3098,-5.0,-75.5571,0.0,0.470005,-0.019537099999999998,6,35,0,0.0,-14.8022,0.0,4,9,2,6,0.0,13.4388,8.08
2jdn,-73.1485,-61.1485,-5.62681,-31.1093,-0.376701,-12.6319,-26.0059,-4.57178,-27.9644,-13.030999999999999,-13.2397,-4.0,0.0040009,0.0,4,9,0,-18.0,-9.95928,0.0,4,6,1,4,0.0,0.288031,5.56
3lik,-92.4152,-62.4152,-2.31038,-27.0224,-0.163677,-11.1813,-18.2503,-2.2540299999999998,-97.3246,-5.0,-92.714,0.0,0.374871,-0.00414643,6,33,1,0.0,-14.7541,0.0,4,7,2,4,0.0,18.3739,8.72
1apw,-98.9528,-68.9528,-2.82722,-30.2509,-0.19531500000000002,-12.4126,-21.0796,-2.47382,-74.8182,-9.99503,-60.1754,0.0,0.389888,-0.0337173,3,32,0,0.0,-19.3855,0.0,5,5,0,2,0.0,5.96047,8
1ze8,-59.7906,-49.7906,-2.84717,-21.6717,-0.195129,-8.86876,-18.0471,-2.59959,-43.3478,-2.84775,-45.902,-0.438485,7.75363,0.0,3,18,0,0.0,-7.4173100000000005,0.0,2,2,0,1,0.0,5.02027,7.68
3uvx,-70.5394,-16.5394,-1.46957,-19.4097,-0.102557,-7.991160000000001,-4.55098,-1.46957,-69.82600000000001,-3.59856,-58.0933,0.0,0.30511,-0.0359519,2,44,2,0.0,-11.0778,0.0,12,11,9,10,4.25442,12.769,4.34
2h6q,-86.0022,-20.0022,-1.50881,-22.3469,-0.104752,-9.184619999999999,-5.1974,-1.45766,-82.0986,-7.83473,-60.3603,0.0,0.0129648,-0.0180707,1,52,4,0.0,-15.2591,0.0,19,13,11,13,0.0,14.307,5.11
2qt5,-88.8669,-60.8669,-3.17382,-29.2654,-0.220286,-12.027000000000001,-20.0445,-2.86667,-56.2911,-9.58987,-38.6538,0.0,0.406362,0.0,1,27,0,0.0,-29.904,0.0,7,8,4,3,0.0,7.3718699999999995,5.03
3eys,-98.9167,-60.9167,-2.01871,-27.0315,-0.144463,-11.2227,-16.6471,-1.8317900000000003,-80.3318,-8.46112,-65.2193,0.0,2.0674,0.0,4,44,1,0.0,-23.9894,0.0,12,10,6,7,0.0,11.7433,5.52
3lk1,-23.3823,-21.3823,-2.33823,-10.8531,-0.152656,-4.37014,-9.92478,-2.33823,-14.4199,0.0,-13.3545,0.0,0.0335777,0.0,0,10,0,0.0,0.0,0.0,0,2,0,2,0.0,5.54347,4.26
3ds9,-107.314,-35.3135,-1.43085,-25.4468,-0.0999885,-10.4814,-8.37376,-1.47005,-101.256,-8.74526,-88.3165,-2.0,3.1201,-0.048059199999999996,7,61,7,-6.0,-22.8212,0.0,21,13,15,11,1.49306,17.727,7.39
1i8i,-72.9565,-0.956535,-0.9994049999999999,-17.4565,-0.0706163,-7.21679,-0.228872,-1.19601,-82.2411,-14.863,-68.7801,0.0,0.277961,0.0,9,49,15,0.0,-30.2049,0.0,20,15,14,10,8.28277,24.0951,7.66
1g3b,-84.7446,-70.7446,-4.98497,-32.9581,-0.358704,-13.7084,-27.5133,-4.23723,-39.6575,-6.895580000000001,-28.7602,-3.0,0.137351,0.0,5,12,0,-24.0,-6.80611,0.0,5,6,1,6,0.0,2.44198,5.74
2nn8,-64.355,-40.355,-2.7980400000000003,-22.6294,-0.18800999999999998,-9.199869999999999,-14.1902,-2.7980400000000003,-33.8191,-8.834660000000001,-19.9957,0.0,0.131231,0.0,1,21,1,0.0,-18.7909,0.0,8,11,5,7,0.0,3.3544699999999996,3.59
2qo8,-39.8934,-23.8934,-1.7345,-14.0279,-0.117868,-5.72444,-8.40174,-1.89969,-31.4757,-2.0,-32.8427,-0.873458,7.229189999999999,0.0,3,17,3,0.0,-3.13899,0.0,3,3,2,2,0.0,7.0694300000000005,8.47
223l,-54.1898,-54.1898,-9.03163,-29.8218,-0.6937800000000001,-12.6771,-29.8218,-9.03163,-34.7713,0.0,-33.0868,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.4
3d3x,-57.7238,-35.7238,-2.6238099999999998,-20.6006,-0.17311300000000002,-8.32427,-12.7492,-2.40516,-42.1465,-3.9841900000000003,-37.0393,-1.0,1.9919,0.0,4,18,0,-6.0,-3.89105,0.0,5,4,3,2,0.0,6.59806,4.16
2cia,-99.095,-35.095,-1.37632,-23.82,-0.09546519999999999,-9.787,-8.435960000000001,-1.5014399999999999,-80.8708,-12.0341,-59.299,0.0,3.64609,0.0,3,59,10,0.0,-34.5509,-3.0,15,17,10,13,0.0,18.307000000000002,6.43
1sts,-56.6722,-6.67218,-0.9605450000000001,-14.5575,-0.06699119999999999,-5.99219,-1.7138900000000001,-1.20579,-64.4082,-4.9214,-47.9292,0.0,0.20444600000000002,-0.082361,0,50,9,0.0,-9.464789999999999,0.0,18,11,18,8,3.01543,16.567,5
3ifo,-121.90700000000001,-67.9065,-2.21648,-32.0558,-0.156926,-13.2612,-17.8563,-1.99847,-90.148,-13.6793,-69.5258,0.0,0.75778,0.0,7,48,0,0.0,-49.6857,0.0,17,11,10,5,0.0,17.0995,7.26
3oys,-47.9014,-37.9014,-2.39507,-17.647000000000002,-0.16498800000000002,-7.2340800000000005,-13.963,-2.2810200000000003,-30.3287,-2.42673,-34.3653,0.0,8.080160000000001,-0.0248242,2,18,0,0.0,-5.869730000000001,0.0,3,3,2,2,0.0,4.06502,8.05
2j9n,-71.9689,-69.9689,-7.99655,-34.599000000000004,-0.593989,-14.5442,-33.6375,-5.53607,-38.3446,-4.73776,-28.0313,0.0,0.27424899999999997,0.0,2,7,0,0.0,-15.8893,0.0,4,0,0,0,0.0,0.742306,4.7
3d20,-96.7948,-70.7948,-2.54723,-28.7911,-0.176744,-11.8309,-21.0575,-2.30464,-83.8823,-8.49002,-77.0209,0.0,1.03962,-0.03301269999999999,5,33,0,0.0,-12.9091,0.0,4,6,0,4,0.0,8.01164,8.3
3o6m,-109.61200000000001,-41.6124,-1.35324,-25.3337,-0.0968,-10.5163,-9.617469999999999,-1.56589,-101.95299999999999,-6.541180000000001,-84.1343,0.0,0.18801500000000002,-0.0397635,3,64,14,0.0,-28.4167,0.0,17,13,12,10,0.0,19.3814,7.48
1utc,-98.6531,-48.6531,-1.49474,-24.4116,-0.107928,-10.1653,-12.0392,-1.47243,-85.2254,-7.45522,-68.8242,0.0,0.311705,0.0,1,65,0,0.0,-23.4794,0.0,11,10,9,6,0.0,13.4993,4.55
1wei,-33.8358,-33.8358,-3.3835800000000003,-15.7052,-0.25037600000000004,-6.5934800000000005,-15.7052,-3.07598,-13.2222,-1.11141,-12.4389,0.0,1.8572799999999998,0.0,2,8,0,0.0,-0.7888149999999999,0.0,5,3,4,3,0.0,0.0,9
3tei,-56.8496,-36.8496,-1.8338599999999998,-18.097,-0.11320699999999999,-7.15225,-11.7304,-1.5791600000000001,-31.3841,-6.19592,-35.5381,0.0,8.45386,0.0,7,24,0,0.0,-21.2001,-2.72115,7,13,2,8,3.6600900000000003,6.18538,6.3
2z8e,-47.8127,-35.8127,-3.18751,-19.3871,-0.216142,-7.90573,-14.5213,-2.98829,-27.0126,-3.18493,-19.2934,0.0,0.161349,-0.026395699999999998,0,15,0,0.0,-3.4613400000000003,0.0,5,6,4,5,0.0,0.7124060000000001,8
3pb3,-100.664,-80.6638,-3.8716800000000005,-33.9794,-0.261859,-13.8443,-27.2283,-3.24722,-68.169,-10.3603,-47.5145,0.0,0.677086,0.0,2,24,0,0.0,-21.4559,0.0,9,8,3,5,0.0,3.3989,6.22
1udt,-93.087,-79.087,-2.82082,-29.0214,-0.19614600000000001,-11.934000000000001,-24.6566,-2.73785,-80.0707,-1.61705,-73.3243,0.0,0.808717,0.0,2,31,0,0.0,-4.54654,0.0,1,6,0,5,0.0,4.82342,9.3
1gz3,-90.9506,-70.9506,-2.9338900000000003,-28.9524,-0.18076,-11.4351,-22.5858,-2.9338900000000003,-68.7954,-9.54721,-48.8901,0.0,0.727988,0.0,3,28,0,0.0,-12.1502,0.0,6,13,6,9,0.0,3.5178199999999995,3.7
3dcw,-60.8969,-52.8969,-3.80606,-24.166999999999998,-0.236675,-9.57446,-20.9922,-3.80606,-33.4035,-2.5177,-28.5047,-1.0,0.60488,0.0,2,14,0,-12.0,-3.0,0.0,1,5,1,3,0.0,3.3883400000000004,9
3iqh,-62.8986,-36.8986,-2.16892,-20.4727,-0.154002,-8.47752,-12.01,-2.16892,-46.0991,-4.13507,-35.5728,0.0,0.161597,0.0,1,28,0,0.0,-9.0,0.0,6,7,6,5,0.0,5.48373,4.59
1bcj,-54.5323,-42.5323,-3.6354800000000003,-22.1118,-0.246518,-9.01679,-17.246,-3.6354800000000003,-29.2343,-7.78941,-19.2105,-2.0,0.740843,0.0,2,13,0,-8.88082,-1.14372,0.0,5,6,4,6,0.0,1.5596,3.7
2v83,-96.1409,-10.1409,-1.24858,-22.5984,-0.0869754,-9.29832,-2.38367,-1.24858,-114.574,-13.2467,-91.3155,0.0,1.15875,-0.0839806,5,63,9,0.0,-35.3206,0.0,28,13,17,10,11.6948,29.6761,4.47
1byk,-90.5211,-64.5211,-3.3526300000000004,-30.1737,-0.215394,-12.0849,-21.506999999999998,-2.82879,-48.3612,-16.1615,-27.7608,0.0,0.16437100000000002,0.0,4,23,0,0.0,-40.9091,0.0,7,13,2,5,0.0,7.82335,5
2yiv,-43.4144,-37.4144,-7.23574,-23.8919,-0.503904,-9.82967,-20.5899,-7.23574,-28.3715,0.0,-27.3882,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,1,0,1,0,0.0,2.25203,2.78
1oko,-67.4375,-55.4375,-5.61979,-29.456,-0.374328,-11.9404,-24.2145,-5.1875,-29.6329,-8.29255,-14.4826,-2.0,0.09004780000000001,-0.042707800000000004,1,11,0,-12.0,-8.18176,0.0,5,6,4,4,0.0,0.245806,4.54
2qoa,-41.3521,-37.3521,-3.18093,-17.5866,-0.20964499999999997,-7.103839999999999,-15.8855,-2.95372,-24.156999999999996,-2.0,-27.3238,-0.253766,7.35503,-0.06769700000000001,3,10,0,0.0,-3.00978,0.0,2,2,1,1,0.0,2.95443,7.28
1jmi,-81.2813,-71.2813,-4.06407,-29.9443,-0.26548,-12.0597,-26.2603,-3.87054,-38.7056,-8.58124,-24.4664,0.0,0.292493,0.0,1,19,0,0.0,-31.0279,0.0,2,7,1,3,0.0,3.54952,6.06
1n7m,-74.5071,-50.5071,-1.73272,-21.2671,-0.1259,-8.874419999999999,-14.4166,-1.73272,-97.19,-1.5428,-85.6228,0.0,1.1664700000000001,0.0,1,42,0,0.0,-1.50024,0.0,6,7,5,7,0.0,20.5519,5.71
4as6,-60.1302,-54.1302,-3.5370699999999995,-23.3853,-0.257818,-9.76861,-21.0519,-3.5370699999999995,-40.9872,-1.37032,-34.0204,0.0,0.421566,0.0,1,16,0,0.0,-3.0,0.0,4,3,4,2,0.0,1.46002,6.4
4f20,-115.06200000000001,-47.0622,-2.01864,-29.8979,-0.13934000000000002,-12.2644,-12.2287,-1.82638,-92.1838,-21.1761,-71.694,0.0,9.22021,0.0,13,43,1,0.0,-42.5911,0.0,20,18,13,8,0.9470729999999999,16.8165,3.29
3n0h,-74.0147,-64.0147,-3.52451,-26.8274,-0.254056,-11.1649,-23.2028,-3.08394,-51.6163,-3.11374,-41.4077,0.0,0.393445,0.0,3,18,0,0.0,-11.3471,0.0,5,4,2,4,0.48555699999999996,3.08871,6.21
1xr8,-132.97299999999998,-54.9727,-1.84684,-31.9633,-0.129709,-13.1876,-13.2141,-1.8728599999999997,-138.576,-13.7341,-120.83,0.0,3.6783900000000003,0.0,4,61,7,0.0,-46.5974,0.0,22,15,15,8,16.7721,24.8786,6.7
