name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMpartmetal,CHEMparthbond,CHEMparthbondCHO,DON,ACC,UNUSED_DON,UNUSED_ACC,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
3k5v,-65.7595,-53.7595,-2.43554,-21.9198,-0.175675,-9.12451,-17.9198,-2.43554,-64.1485,0.0,-62.4126,0.0,0.0364065,-0.027006099999999998,3,24,0,0.0,0.0,0.0,4,4,4,4,0.0,8.84346,6.3
2wbg,-93.4397,-71.4397,-4.24726,-33.347,-0.294389,-13.6981,-25.4956,-3.59384,-60.8661,-8.46413,-52.5965,0.0,0.0617467,0.0,5,17,0,0.0,-16.8891,-2.96795,5,5,1,2,0.0,1.8625599999999998,4.45
1z95,-96.257,-80.257,-3.31921,-31.3304,-0.22366,-12.7492,-26.1226,-3.20857,-91.7778,-2.98489,-85.7352,0.0,0.265855,0.0,3,25,0,0.0,-4.48951,0.0,2,4,0,4,0.6767270000000001,8.2227,7.12
2fvd,-74.4133,-62.4133,-2.48044,-23.9484,-0.16856300000000002,-9.772839999999999,-20.0865,-2.3254200000000003,-66.9619,-3.6215,-55.06399999999999,0.0,0.618896,0.0,3,27,0,0.0,-7.83931,0.0,4,6,2,5,0.0,8.54888,8.52
3pxf,-55.2388,-51.2388,-2.63042,-20.0219,-0.18516300000000002,-8.26699,-18.572,-2.63042,-38.4949,-2.0,-35.0917,0.0,0.0418802,-0.0120972,1,20,0,0.0,-6.7803,0.0,1,3,1,1,0.0,4.62765,4.43
3cyx,-120.319,-92.3185,-2.45548,-32.8802,-0.179086,-13.7375,-25.2284,-2.31382,-108.366,-6.28076,-92.6498,0.0,1.2043700000000002,0.0,3,46,0,0.0,-9.57373,0.0,7,6,4,5,0.0,7.016139999999999,8
3gnw,-99.4989,-87.4989,-2.26134,-28.1839,-0.162133,-11.7085,-24.7848,-2.31393,-84.5673,-4.69076,-71.0484,0.0,0.266932,0.0,2,41,1,0.0,-9.0,0.0,1,7,0,5,0.0,5.57261,9.1
3f3c,-78.1553,-70.1553,-6.01195,-33.2387,-0.426659,-13.7615,-29.8364,-4.88471,-48.1972,-7.01323,-37.9807,0.0,0.628394,0.0,5,8,0,0.0,-15.0,0.0,3,2,0,1,0.0,1.5444,6.02
1oyt,-110.615,-102.615,-3.68716,-35.5991,-0.270802,-14.9082,-33.0245,-3.35196,-78.5234,-5.0,-65.3133,0.0,0.648701,-0.0599244,2,28,0,0.0,-17.3407,0.0,5,2,2,1,0.0,1.64306,7.24
3n86,-123.523,-107.523,-5.37057,-43.4349,-0.385631,-18.0533,-37.8087,-4.75089,-86.5787,-12.0014,-65.2034,0.0,0.43637600000000004,0.0,1,22,0,0.0,-26.4073,0.0,4,6,1,2,0.0,2.77248,5.64
3uex,-50.6971,-18.6971,-2.53485,-18.677,-0.178851,-7.71766,-6.88806,-2.53485,-57.9253,0.0,-57.5082,0.0,0.112694,0.0,1,19,0,0.0,0.0,0.0,0,2,0,2,0.0,13.2095,6.92
2brb,-65.0378,-53.0378,-2.6015099999999998,-22.2426,-0.196272,-9.398589999999999,-18.1387,-2.50145,-58.4934,-0.5048699999999999,-54.7171,0.0,0.26870700000000003,-0.028197399999999997,2,23,0,0.0,-1.33124,-2.85332,3,4,2,3,0.0,8.26628,4.86
3kgp,-48.3088,-42.3088,-4.39171,-21.7218,-0.319583,-9.0687,-19.0239,-4.02573,-28.2,-1.62421,-23.9363,0.0,0.159047,0.0,1,10,0,0.0,-2.0173400000000004,0.0,3,2,2,2,0.0,0.36277600000000004,2.57
3ivg,-86.6203,-72.6203,-2.98691,-28.1938,-0.20952300000000001,-11.6276,-23.636999999999997,-2.98691,-71.1823,-3.9293,-65.5751,0.0,2.2913900000000003,0.0,5,24,0,0.0,-9.029639999999999,0.0,1,6,1,3,0.375442,5.51917,4.3
3dxg,-47.9974,-31.9974,-2.28559,-17.3971,-0.148056,-6.98694,-11.5978,-2.6665200000000002,-23.625,-2.30574,-17.5431,0.0,0.42904799999999993,0.0,1,16,4,0.0,-5.4204300000000005,-3.0,5,8,4,7,0.0,1.62029,2.4
2y5h,-93.9511,-81.9511,-3.03068,-29.9076,-0.202044,-12.1269,-26.0876,-3.03068,-77.2395,-0.499062,-68.1507,0.0,0.32043499999999997,0.0,1,30,0,0.0,-1.46414,0.0,1,4,1,3,0.0,0.854197,5.79
3g0w,-99.8581,-91.8581,-4.16075,-34.6189,-0.277589,-14.0407,-31.8454,-4.16075,-80.0461,-1.0,-81.8334,0.0,0.11783800000000001,0.0,6,17,0,0.0,-3.0,0.0,1,3,0,3,0.0,0.876346,9.52
1yc1,-80.2129,-68.2129,-2.97085,-26.7376,-0.21836799999999998,-11.2002,-22.7376,-2.7659599999999998,-59.3265,-3.14731,-47.9886,0.0,0.384313,-0.0163548,1,26,0,0.0,-11.9169,0.0,3,7,1,6,0.0,4.4215,6.17
3ozt,-121.04700000000001,-101.04700000000001,-3.9047300000000003,-38.5329,-0.279314,-15.9956,-32.1663,-3.5602,-94.5478,-9.787,-81.0382,-2.0,0.290881,-0.00423756,4,27,0,-6.0,-12.3556,0.0,5,9,1,7,0.0,3.8631,4.13
1w4o,-62.3491,-46.3491,-2.96901,-22.5991,-0.192326,-9.07611,-16.7997,-2.59788,-34.2336,-7.0,-23.5922,0.0,0.560705,0.0,3,18,0,0.0,-14.9695,-3.0,5,8,2,5,0.0,4.4524300000000006,5.22
3uri,-87.054,-29.054000000000002,-1.3392899999999999,-21.6513,-0.0938955,-8.927719999999999,-7.22607,-1.28021,-90.8101,-7.232419999999999,-73.4633,0.0,0.5734279999999999,0.0,5,59,1,0.0,-18.2496,0.0,16,10,11,8,0.0,19.5959,9
3fv1,-113.34700000000001,-95.34700000000001,-5.397480000000001,-41.0838,-0.368819,-16.7962,-34.5595,-4.3595,-65.9752,-14.614,-45.7906,0.0,1.08378,0.0,3,18,0,0.0,-39.0979,0.0,8,7,3,2,0.0,3.6755400000000003,9.3
2wca,-83.71700000000001,-63.717,-3.1006299999999998,-27.9057,-0.219509,-11.5441,-21.239,-2.79057,-55.095,-5.69491,-41.4265,0.0,0.128626,0.0,1,26,0,0.0,-16.3159,0.0,5,7,2,4,0.0,2.41888,5.6
1nvq,-114.665,-108.665,-3.18513,-34.7266,-0.23713800000000002,-14.609000000000002,-32.9095,-2.86662,-87.2151,-5.0,-76.9336,0.0,0.369112,-0.021381599999999997,2,34,0,0.0,-15.7068,0.0,4,4,0,3,0.0,3.22315,8.25
2w66,-78.4263,-66.4263,-4.90165,-31.1235,-0.333358,-12.7041,-26.3613,-3.7345900000000003,-44.0285,-8.67428,-29.6422,0.0,0.24910900000000002,-0.1,5,11,0,0.0,-18.9268,0.0,7,5,2,2,0.0,0.771399,4.05
2xnb,-100.993,-92.9929,-3.7404800000000002,-33.6643,-0.263349,-13.9007,-30.9976,-3.48251,-72.8007,-2.84984,-62.9517,0.0,0.31503000000000003,0.0,2,25,0,0.0,-8.249239999999999,-3.0,4,3,2,1,0.0,0.878558,6.83
3ueu,-40.0055,-20.0055,-2.85753,-16.5988,-0.200726,-6.8488,-8.30054,-2.85753,-42.0358,0.0,-40.9845,0.0,0.0,0.0,0,14,0,0.0,0.0,0.0,0,2,0,2,0.0,10.8432,5.24
1q8t,-57.8693,-49.8693,-3.21496,-22.0813,-0.233019,-9.20653,-19.0287,-3.04575,-40.2793,-2.0,-37.8157,0.0,0.16033699999999998,0.0,1,17,0,0.0,-3.79662,0.0,6,2,5,1,0.0,2.53024,4.76
2weg,-53.9228,-49.9228,-4.90207,-24.2461,-0.30959899999999996,-9.65565,-22.4475,-4.90207,-25.6311,-2.0,-25.3582,-1.0,0.567731,-0.0178525,2,9,0,-12.0,-3.0,0.0,1,3,1,1,0.0,2.94905,6.5
3jvs,-48.5933,-38.5933,-1.61978,-15.6388,-0.11955999999999999,-6.56013,-12.4205,-1.51854,-66.3042,-2.6988,-61.5625,0.0,0.42172299999999996,0.0,3,27,0,0.0,-6.0,0.0,3,4,1,4,0.0,20.4831,6.54
3f3e,-71.4962,-63.4962,-7.944030000000001,-34.3718,-0.545049,-14.0713,-30.5258,-5.958019999999999,-40.6995,-7.283360000000001,-30.6336,0.0,1.67999,0.0,1,8,0,0.0,-14.9555,0.0,3,2,0,1,0.0,1.15973,7.7
2j78,-65.868,-53.868,-5.06677,-28.013,-0.342748,-11.4141,-22.9095,-3.65933,-25.7243,-12.1541,-26.6468,0.0,6.860339999999999,0.0,6,7,0,0.0,-19.7815,-2.86023,6,6,1,3,0.0,0.031076999999999997,6.42
2zcr,-98.6325,-72.6325,-3.52259,-32.4814,-0.23129,-13.1039,-23.9191,-3.52259,-73.5688,-3.65669,-64.0199,-2.0,2.80864,0.0,1,27,0,-10.5153,-3.8285699999999996,0.0,3,6,3,4,0.0,3.32101,6.87
2xbv,-107.59700000000001,-93.5971,-2.98881,-32.5862,-0.206954,-13.3811,-28.3462,-2.90803,-112.837,-1.63524,-111.84899999999999,0.0,0.522062,-0.1,6,30,0,0.0,-3.0,0.0,3,4,2,4,0.0,11.772,8.43
4de1,-83.7639,-77.7639,-3.6419099999999998,-29.4542,-0.275267,-12.4534,-27.3444,-3.49016,-49.7537,-7.503430000000001,-34.6255,0.0,0.7913279999999999,0.0,1,22,0,0.0,-19.6149,0.0,3,6,2,2,0.0,1.8982700000000001,5.96
1sqa,-79.1783,-65.1783,-2.5541400000000003,-25.2049,-0.191491,-10.628,-20.7483,-2.1994,-66.0637,-5.47731,-49.9349,0.0,0.47363999999999995,-0.0728137,3,28,0,0.0,-15.3048,0.0,11,3,6,3,0.0,10.2911,9.21
3mss,-68.0001,-54.0001,-3.2381,-24.6473,-0.238298,-10.3287,-19.5729,-4.25001,-53.0864,0.0,-50.1069,0.0,0.0482704,0.0,0,16,5,0.0,0.0,0.0,4,2,4,2,0.0,2.3284599999999998,4.66
3ejr,-98.2713,-84.2713,-3.93085,-33.6083,-0.282024,-13.9652,-28.8204,-3.6396800000000002,-60.8256,-11.4516,-51.0626,-2.0,0.119736,0.0,6,19,0,-12.0,-12.1287,0.0,4,4,0,1,0.0,1.1363299999999998,8.57
3ge7,-122.178,-110.178,-4.69916,-41.2416,-0.34179,-17.2153,-37.191,-3.8180699999999996,-79.673,-8.170589999999999,-64.9647,0.0,1.63123,0.0,2,24,0,0.0,-29.4146,0.0,8,2,2,1,0.0,1.45995,8.7
3zsx,-82.6981,-62.6981,-2.4323,-25.5272,-0.180368,-10.7247,-19.3536,-2.3628,-64.7486,-5.80604,-51.7633,0.0,0.183436,-0.0252303,2,32,0,0.0,-13.5604,0.0,2,5,1,2,0.0,6.98348,3.28
1u1b,-61.5623,-31.5623,-1.2071,-16.6006,-0.0764432,-6.61693,-8.51097,-1.23125,-59.1666,-6.33323,-47.4936,0.0,2.74831,0.0,6,41,4,0.0,-16.5429,-2.92387,6,18,3,13,0.0,17.1065,7.8
3utu,-130.335,-102.335,-2.7731,-36.1158,-0.191338,-14.812999999999999,-28.357,-2.5556,-111.25399999999999,-6.25293,-93.8228,0.0,1.33643,-0.057201800000000004,3,43,0,0.0,-20.5185,0.0,7,6,2,5,0.458779,9.081610000000001,10.92
1uto,-48.8959,-42.8959,-5.43288,-23.5067,-0.40017600000000003,-9.85368,-20.6222,-4.88959,-26.8918,-1.7623400000000002,-21.6774,0.0,0.12783699999999998,0.0,1,8,0,0.0,-3.0,0.0,3,0,2,0,0.0,0.374816,2.27
1a30,-52.2182,-26.2182,-2.0083900000000003,-17.6264,-0.13985899999999998,-7.25178,-8.85005,-1.80063,-34.9646,-6.7076199999999995,-32.5014,0.0,6.32315,0.0,5,21,0,0.0,-18.2748,0.0,5,8,2,5,0.0,9.30299,4.3
3kwa,-42.9501,-16.9501,-3.06786,-17.8206,-0.208112,-7.26789,-7.03282,-2.52648,-27.3199,-3.45581,-25.8664,0,3.31617,-0.0620584,4,10,0,0,-7.60993,0,10,0,6,0,0.367447,5.24911,4.08
4djv,-95.8518,-87.8518,-3.42328,-31.5656,-0.257365,-13.3224,-28.9311,-3.09199,-63.8124,-4.34344,-55.9604,0.0,0.39160100000000003,0.0,3,25,0,0.0,-18.0,0.0,3,2,0,2,0.0,1.71627,6.72
2xb8,-96.09200000000001,-82.09200000000001,-4.36782,-34.2936,-0.31069,-14.2091,-29.2972,-3.8436800000000004,-68.8325,-10.6411,-51.4688,0.0,0.9047649999999999,0.0,4,18,0,0.0,-16.9654,0.0,3,7,0,5,0.0,2.9398400000000002,7.59
3dd0,-59.52,-51.52,-3.72,-23.6205,-0.23132399999999997,-9.35798,-20.4457,-3.72,-32.7162,-2.11937,-28.0434,-1.0,0.59572,0.0,2,14,0,-12.0,-2.83721,0.0,1,5,1,3,0.0,3.75236,9
2v7a,-91.2699,-79.2699,-2.60771,-27.9022,-0.191918,-11.6929,-24.2337,-2.46675,-69.9825,-3.80758,-62.7596,0.0,0.42804899999999996,0.0,5,30,0,0.0,-7.79587,0.0,3,4,1,3,0.0,2.7795099999999997,8.3
3n7a,-82.3532,-74.3532,-6.862769999999999,-35.9711,-0.47563999999999995,-14.7756,-32.4767,-5.49021,-43.3268,-10.7992,-23.4021,0.0,0.278677,-0.04865119999999999,0,12,0,0.0,-23.5259,0.0,3,5,0,2,0.0,0.809034,3.7
2v00,-60.5407,-54.5407,-3.78379,-24.0256,-0.281252,-10.1018,-21.6445,-3.3633699999999997,-38.5004,-3.6837800000000005,-34.0273,0.0,3.5021199999999997,0.0,2,14,0,0.0,-6.0,0.0,3,2,1,2,0.0,1.18614,3.66
2vw5,-86.9378,-76.9378,-2.41494,-26.3294,-0.172964,-10.9343,-23.3009,-2.28784,-62.0675,-5.29177,-53.5662,0.0,0.5866319999999999,-0.08133860000000001,1,35,0,0.0,-11.9575,0.0,5,5,3,3,0.0,2.54419,8.52
3lka,-56.2675,-50.2675,-4.68896,-24.5771,-0.300555,-9.83589,-21.9564,-4.32827,-37.4359,-2.0,-32.2672,0.0,0.46524899999999997,0.0,2,10,0,0.0,-6.0,0.0,2,3,1,2,0.0,3.05022,2.82
3zso,-91.3862,-65.3862,-2.0769599999999997,-25.8859,-0.153683,-10.8675,-18.5212,-2.0769599999999997,-79.0872,-5.067830000000001,-66.4096,0.0,0.437428,0.0,0,44,0,0.0,-12.0,-3.0,2,7,1,4,0.368821,9.39563,5.12
3pww,-116.851,-88.8513,-2.38472,-31.9326,-0.173925,-13.3417,-24.2809,-2.20474,-102.221,-8.0,-82.5922,0.0,0.324123,0.0,2,47,0,0.0,-18.685,0.0,7,6,3,4,3.26802,8.99461,7.32
3l7b,-79.3401,-69.3401,-4.17579,-29.7332,-0.288256,-12.197000000000001,-25.9856,-3.7781,-49.0373,-6.26225,-38.1164,0.0,0.436529,0.0,1,18,0,0.0,-15.5413,0.0,5,6,3,2,0.0,1.48161,2.4
2yki,-125.399,-119.399,-3.68822,-38.7081,-0.283405,-16.4563,-36.8561,-3.48331,-110.421,-2.0,-106.633,0.0,5.91615,0.0,4,30,0,0.0,-6.7481,0.0,6,4,4,4,0.0,4.92066,9.46
2zcq,-110.075,-92.0747,-4.40299,-37.645,-0.28641,-15.1398,-31.4891,-4.40299,-57.6508,-3.32804,-50.5877,-4.0,8.54472,0.0,1,24,0,-36.0,-6.21811,0.0,1,7,1,5,0.0,3.79635,8.82
3ehy,-41.9028,-31.9028,-2.46487,-16.2965,-0.162247,-6.57993,-12.4074,-2.46487,-34.4656,-1.7045599999999999,-37.2202,-2.0,6.4032800000000005,-0.023096099999999998,4,13,0,0.0,-3.0,0.0,1,5,1,4,0.0,6.934819999999999,5.85
1ps3,-81.7678,-71.7678,-5.11048,-32.4496,-0.35215,-13.3034,-28.4811,-4.08839,-43.2504,-10.8933,-32.6519,-2.0,2.9514099999999996,-0.0272308,5,11,0,-12.0,-10.0714,0.0,5,6,0,3,0.0,0.053694900000000004,2.28
2qbp,-75.5243,-55.5243,-2.0412,-22.6649,-0.124325,-8.91752,-16.6629,-2.0412,-77.3477,-6.77105,-64.2476,0.0,0.191099,0.0,5,32,0,0.0,-15.562999999999999,0.0,1,7,1,4,0.0,17.8653,8.4
3udh,-75.1645,-75.1645,-5.36889,-31.1867,-0.397204,-13.0922,-31.1867,-4.4214400000000005,-42.0315,-3.4323699999999997,-35.0296,0.0,0.09831439999999998,0.0,1,13,0,0.0,-15.0,0.0,3,1,0,1,0.0,0.0,2.85
3g2n,-84.4728,-70.4728,-4.2236400000000005,-31.1201,-0.2982,-12.8622,-25.9624,-3.6727300000000005,-57.7507,-9.21237,-38.3476,0.0,0.260257,-0.0112941,0,20,0,0.0,-16.6722,0.0,5,6,2,3,0.0,3.6761199999999996,4.09
2p4y,-99.9525,-81.9525,-2.4988099999999998,-29.2263,-0.17415799999999998,-12.0275,-23.9631,-2.4988099999999998,-103.589,-1.34441,-99.6956,0.0,0.19908,0.0,4,36,0,0.0,-3.0,0.0,0,7,0,6,0.0,11.860999999999999,9
2x00,-110.27799999999999,-106.27799999999999,-2.9805,-33.0946,-0.21593,-13.7964,-31.8942,-2.9020599999999996,-89.9563,-1.0,-86.0519,0.0,0.00168902,-0.038524300000000004,3,34,0,0.0,-2.2144,0.0,2,4,1,4,0.0,0.00832501,11.33
3gbb,-98.7255,-88.7255,-5.48475,-37.6708,-0.382289,-15.503,-33.8551,-4.70121,-54.8578,-9.63006,-40.4927,0.0,1.87478,0.0,5,13,0,0.0,-32.2945,0.0,3,6,0,2,0.0,2.85445,6.9
1gpk,-85.1247,-83.1247,-4.72915,-32.4811,-0.349844,-13.6352,-31.718000000000004,-4.48025,-62.7683,-1.92357,-52.6552,0.0,0.166575,0.0,0,18,0,0.0,-3.75805,0.0,4,1,3,0,0.0,0.0,5.37
3oe5,-118.241,-96.2408,-3.8142199999999997,-37.6398,-0.26309,-15.4364,-30.6365,-3.47767,-95.109,-10.6069,-82.0142,-2.0,0.335962,-0.00372925,5,26,0,-6.0,-9.1594,0.0,7,9,3,8,0.0,4.22851,6.88
1r5y,-86.0166,-86.0166,-6.61666,-36.582,-0.48822,-15.3436,-36.582,-5.0598,-46.6295,-6.805619999999999,-37.3432,0.0,3.3691,0.0,2,11,0,0.0,-21.0,0.0,5,2,1,1,0.0,0.0,6.46
1e66,-115.839,-113.839,-5.51613,-41.9869,-0.386374,-17.3076,-41.262,-5.26539,-95.5261,-1.0,-86.6538,0.0,0.0937316,0.0,1,20,0,0.0,-3.0,0.0,3,0,2,0,0.0,0.013999200000000002,9.89
3d4z,-86.1404,-76.1404,-6.152880000000001,-35.7408,-0.428125,-14.7004,-31.5917,-4.78558,-41.6942,-11.3707,-32.1961,-2.0,0.0,-0.014226499999999998,5,9,0,-11.8387,-15.3984,0.0,5,4,1,1,0.0,0.0140328,4.89
2hb1,-57.8509,-49.8509,-4.13221,-24.0031,-0.206565,-8.84216,-20.6838,-4.13221,-47.388000000000005,-4.97936,-37.2344,0.0,0.126366,0.0,1,13,0,0.0,-18.6208,0.0,0,5,0,2,0.0,13.282,3.8
3uo4,-95.4915,-83.4915,-3.29281,-31.0813,-0.250367,-13.1675,-27.1754,-3.0803700000000003,-72.3711,-6.0,-66.1393,0.0,0.224119,0.0,4,25,0,0.0,-17.7458,-3.0,3,4,1,2,0.0,7.9522,6.52
