name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPparthbond,PLPpartSteric,PLPpartmetal,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
2wzs,-97.5293,-95.5293,-6.96638,-40.4662,-0.484729,-16.6439,-39.6364,-6.96638,-15.921,-55.8107,-10.0,1,13,0,0.0,0.079951,3.85
4jyb,-156.382,-140.382,-4.88693,-49.2571,-0.301794,-19.4698,-44.2175,-5.044569999999999,-31.2745,-112.001,0.0,2,29,1,0.0,3.23707,6.96
2zxg,-127.25399999999999,-107.25399999999999,-4.38806,-41.4195,-0.305605,-17.0412,-34.9097,-4.54478,-12.3887,-98.5328,-5.56352,4,25,0,0.0,5.98914,8.82
4owv,-64.4629,-62.4629,-6.44629,-29.921,-0.473546,-12.5312,-28.9927,-6.44629,-1.8862400000000001,-43.4397,0.0,3,7,0,0.0,0.0284873,4.35
4m13,-176.47099999999998,-164.47099999999998,-6.7873600000000005,-59.5684,-0.499378,-24.9608,-55.5178,-6.7873600000000005,-13.0211,-152.986,0.0,1,25,0,0.0,5.15156,6.7
1usn,-101.166,-93.1657,-3.7468800000000004,-33.7219,-0.237271,-13.4412,-31.0552,-3.7468800000000004,-6.7737,-78.5546,0.0,4,23,0,0.0,1.81097,7.74
2psu,-143.799,-115.79899999999999,-3.99442,-43.55,-0.277803,-17.9095,-35.0701,-3.99442,-11.8882,-124.902,0.0,3,33,0,0.0,9.29368,7.62
1odj,-119.012,-115.012,-5.95059,-43.8443,-0.420159,-18.1217,-42.3707,-5.95059,-13.2126,-89.9309,0.0,1,19,0,0.0,1.20102,4.1
4lm2,-72.1231,-70.1231,-6.01026,-31.5026,-0.434032,-13.1187,-30.6291,-6.01026,-4.0,-49.4277,0.0,2,10,0,0.0,0.359927,3.03
3daz,-56.0958,-52.0958,-4.00684,-23.2749,-0.23741900000000002,-9.07386,-21.6153,-4.00684,-3.32896,-46.123000000000005,0.0,3,11,0,10.5492,2.62882,7.93
3rz1,-62.1887,-48.1887,-2.30329,-20.7296,-0.144201,-8.23121,-16.0629,-2.39187,-4.918069999999999,-56.325,0.0,5,21,1,13.6503,5.29286,8.74
2qx0,-103.37700000000001,-101.37700000000001,-7.384060000000001,-42.8924,-0.529616,-17.8212,-42.0626,-7.384060000000001,-8.884830000000001,-74.1898,-5.0,2,12,0,0.0,1.24747,6.11
4zb6,-148.32299999999998,-106.323,-3.7080900000000003,-43.37,-0.24290599999999998,-17.4831,-31.0892,-3.7080900000000003,-24.7063,-121.318,0.0,5,35,0,0.0,12.864,6.28
3fvn,-125.602,-117.602,-6.61065,-47.0703,-0.45299300000000003,-19.2618,-44.0722,-6.61065,-23.2309,-89.5436,0.0,3,16,0,0.0,3.4321300000000003,6.77
3f70,-53.003,-41.003,-4.81846,-23.8325,-0.32875,-9.738430000000001,-18.4368,-4.81846,-4.0,-34.9723,0.0,0,11,0,0.0,4.6639,4.85
2gj5,-53.7866,-37.7866,-1.92095,-17.7128,-0.13839200000000002,-7.37033,-12.4438,-1.9921,-2.0,-45.0758,0.0,4,23,1,0.0,12.2859,8.32
1szd,-162.44,-144.44,-4.512230000000001,-49.1956,-0.291473,-19.7392,-43.7442,-4.512230000000001,-19.9159,-130.061,0.0,1,35,0,0.0,4.85924,4.54
1d4y,-137.93200000000002,-113.932,-3.28409,-39.6808,-0.22887399999999997,-16.3296,-32.7764,-3.28409,-5.47824,-128.731,0.0,7,35,0,0.0,14.5314,11.1
4xu3,-218.595,-194.595,-6.42926,-67.4756,-0.42644499999999996,-27.3137,-60.0673,-6.42926,-23.1982,-189.635,0.0,5,29,0,0.0,8.25353,9.5
3rm4,-115.603,-105.603,-5.2546800000000005,-41.2567,-0.313917,-16.1281,-37.6879,-5.2546800000000005,-7.93946,-94.1598,0.0,1,21,0,0.0,3.9329099999999997,5.77
1wm1,-79.1142,-73.1142,-4.94464,-31.3965,-0.35274099999999997,-13.0213,-29.0154,-4.94464,-15.1596,-47.7643,0.0,8,8,0,0.0,1.26468,6.3
2y7x,-152.156,-144.156,-4.75486,-47.926,-0.320364,-19.5017,-45.4062,-4.75486,-2.50536,-140.472,0.0,3,29,0,0.0,6.785810000000001,8.89
2ans,-63.9965,-57.9965,-3.04745,-23.1962,-0.213796,-9.5669,-21.0214,-3.04745,0.0,-51.6298,0.0,1,20,0,0.0,7.53958,5.92
1td7,-91.1973,-83.1973,-4.55987,-33.5974,-0.324299,-13.9199,-30.6502,-4.55987,-2.0,-71.4602,0.0,0,20,0,0.0,0.371529,4.37
2wc4,-122.76100000000001,-108.76100000000001,-5.580030000000001,-43.8111,-0.36814,-17.7029,-38.8148,-5.580030000000001,-20.7483,-90.7176,0.0,4,18,0,0.0,5.01895,5.29
2xde,-106.734,-92.7343,-3.33545,-33.6192,-0.250835,-14.1905,-29.2095,-3.33545,-6.0,-91.5774,0.0,2,30,0,0.0,9.375680000000001,5.47
4pzv,-175.49599999999998,-157.496,-3.98855,-49.7107,-0.276524,-20.4216,-44.6121,-4.3874,-24.9017,-141.85,0.0,5,36,3,0.0,5.35392,5.7
1d09,-127.149,-115.149,-7.946789999999999,-50.458999999999996,-0.5023569999999999,-20.1007,-45.6968,-7.946789999999999,-40.3548,-75.6578,0.0,1,15,0,0.0,5.25476,7.57
4j74,-75.5589,-71.5589,-3.77795,-27.8362,-0.246763,-11.2103,-26.3625,-3.77795,0.0,-57.50899999999999,0.0,0,20,0,0.547586,0.692661,4.59
3q6z,-142.369,-124.369,-3.9546900000000003,-43.1168,-0.255458,-17.3001,-37.6655,-3.9546900000000003,-14.9712,-117.273,0.0,2,34,0,1.29007,6.38283,3.72
3ozj,-61.917,-57.917,-2.8144099999999996,-22.0971,-0.203453,-9.20509,-20.6696,-2.8144099999999996,0.0,-52.2191,0.0,3,19,0,0.0,9.957419999999999,5.11
3ml5,-73.8088,-71.8088,-5.6776,-31.3902,-0.33361399999999997,-12.2036,-30.5396,-5.6776,-12.4599,-45.0423,0.0,3,10,0,0.0,2.8549,8.52
3a2o,-159.99200000000002,-137.99200000000002,-3.99979,-46.7818,-0.281319,-19.3107,-40.349000000000004,-3.99979,-9.74082,-142.373,0.0,3,37,0,0.44018500000000005,7.671930000000001,9.08
4a6l,-143.668,-133.668,-4.788930000000001,-46.2366,-0.356088,-19.4428,-43.0183,-4.788930000000001,-7.39248,-121.958,0.0,5,25,0,0.0,3.2213,8
3jyr,-179.929,-161.929,-4.0893,-50.9665,-0.278265,-20.8075,-45.8678,-4.0893,-27.061999999999998,-153.17,0.0,3,41,0,0.0,15.5394,5.54
4u5o,-74.7477,-56.7477,-3.2499,-26.2838,-0.23849,-11.0041,-19.9544,-3.39762,-3.6249800000000003,-55.0997,0.0,2,20,1,0.8684459999999999,0.9222790000000001,2.42
2pqz,-125.971,-105.971,-3.2300299999999997,-37.1463,-0.22386599999999998,-15.2584,-31.2487,-3.2300299999999997,-10.4122,-109.725,0.0,7,32,0,0.0,11.6348,5.67
1yda,-70.5361,-68.5361,-5.42586,-29.9983,-0.318822,-11.6625,-29.1478,-5.42586,-5.40334,-44.3165,-4.90842,3,10,0,0.0,2.40387,6.55
1mfi,-93.6531,-89.6531,-7.20408,-39.8298,-0.517026,-16.5521,-38.1286,-7.20408,-4.50472,-75.068,0.0,4,9,0,1.37766,2.60236,5.59
2qtt,-127.369,-123.369,-6.70362,-47.7323,-0.476584,-19.7737,-46.2332,-6.70362,-14.8284,-95.8548,0.0,4,15,0,0.0,0.368431,4.32
2ha2,-75.3627,-53.3627,-3.76813,-27.7639,-0.25951399999999997,-11.3804,-19.659000000000002,-3.76813,-4.1330599999999995,-75.679,0.0,1,19,0,6.5860899999999996,15.9924,4.66
4b34,-56.2554,-56.2554,-5.62554,-26.1115,-0.374542,-10.583,-26.1115,-5.62554,-2.0,-35.9629,0.0,3,7,0,0.0,0.0,3.14
1nw5,-150.24200000000002,-136.24200000000002,-5.56451,-50.0806,-0.376118,-20.4002,-45.4139,-5.56451,-18.9885,-118.984,0.0,5,22,0,0.0,3.1985,5.21
2exm,-76.5192,-70.5192,-5.10128,-31.026999999999997,-0.376471,-13.0144,-28.5941,-5.10128,-4.0464400000000005,-55.7843,0.0,3,12,0,0.0,2.52177,4.11
4k4j,-113.48100000000001,-105.48100000000001,-5.1582099999999995,-40.4993,-0.38682,-17.0785,-37.6442,-5.1582099999999995,-6.0,-96.6506,0.0,0,22,0,0.0,7.8655,6.12
3p58,-62.1716,-56.1716,-5.180969999999999,-27.156,-0.316718,-10.6976,-24.5352,-5.180969999999999,0.0,-48.424,0.0,3,9,0,0.0,4.17,7.6
1ec3,-174.382,-132.382,-3.11397,-45.5799,-0.226796,-19.0347,-34.602,-3.11397,-21.2214,-155.929,0.0,8,48,0,0.0,17.5254,9.04
4ayu,-60.9122,-58.9122,-5.53747,-27.3888,-0.390063,-11.3113,-26.4895,-5.53747,-4.0,-30.6094,-10.0,2,9,0,0.0,1.1021100000000001,4.73
3r16,-70.3666,-62.3666,-3.7035,-26.3703,-0.23743899999999998,-10.5543,-23.3723,-3.7035,-5.08528,-49.2259,0.0,3,16,0,0.0,3.66327,7.3
4k5p,-87.3476,-81.3476,-5.823169999999999,-35.4177,-0.377814,-14.2318,-32.9848,-5.823169999999999,-18.4482,-54.2116,-10.0,6,9,0,6.115880000000001,6.38989,3.46
3nb5,-78.3913,-66.3913,-3.2663,-27.1767,-0.21254299999999998,-10.931,-23.0166,-3.2663,-4.02855,-59.1799,0.0,2,22,0,0.0,5.09119,7.74
3cft,-35.4391,-33.4391,-2.3626,-14.3698,-0.158747,-5.84194,-13.5589,-2.95325,-2.0,-28.0851,0.0,0,13,2,11.2092,2.96621,4.19
1o7o,-150.94799999999998,-138.94799999999998,-6.03792,-51.6235,-0.37348400000000004,-20.4162,-47.5195,-6.03792,-24.0323,-106.685,-10.0,2,23,0,0.0,6.00474,4.49
1fl3,-108.072,-94.072,-4.69878,-38.0018,-0.350492,-15.9969,-33.0789,-4.69878,0.0,-93.5236,0.0,6,17,0,0.0,3.79552,6.8
1xk5,-106.49700000000001,-80.497,-1.97217,-28.1756,-0.128544,-11.339,-21.2968,-2.17341,-15.0609,-81.7317,0.0,4,46,4,0.0,7.730639999999999,6
3sym,-132.97899999999998,-126.979,-6.04451,-47.458,-0.41265799999999997,-19.3963,-45.3167,-6.04451,-23.4747,-93.6905,0.0,3,19,0,0.0,1.30616,4.57
5cp9,-56.8661,-50.8661,-5.68661,-26.3949,-0.408738,-10.9745,-23.61,-5.68661,-5.61434,-36.9506,0.0,2,8,0,0.0,3.72877,3.51
4x6m,-180.84599999999998,-164.84599999999998,-4.7591,-53.7916,-0.328532,-22.0664,-49.0325,-4.7591,-16.499000000000002,-152.488,0.0,1,37,0,0.0,3.18811,8.24
3ta1,-166.66400000000002,-154.664,-6.1727300000000005,-55.5546,-0.392903,-22.1814,-51.5546,-6.1727300000000005,-26.1717,-126.295,0.0,3,24,0,0.0,2.34203,3.25
3ipu,-147.314,-127.314,-4.33277,-45.4728,-0.30790300000000004,-18.8351,-39.2992,-4.33277,-0.42973199999999995,-131.931,0.0,3,31,0,0.0,3.3065900000000004,7.32
5boj,-77.7654,-65.7654,-4.3203,-29.673000000000002,-0.311913,-12.3557,-25.0942,-4.3203,-3.2955699999999997,-61.5551,0.0,3,15,0,0.0,5.7922199999999995,7
4ye3,-125.154,-97.154,-3.05254,-36.2953,-0.21116300000000002,-14.8994,-28.1751,-3.05254,-12.6726,-111.837,0.0,11,30,0,0.762728,15.8615,8.37
2qwb,-85.6868,-75.6868,-4.0803199999999995,-31.058000000000003,-0.277966,-12.6845,-27.4334,-4.0803199999999995,-20.1299,-49.2016,0.0,2,19,0,0.0,2.02238,2.74
4ge1,-69.4409,-65.4409,-5.78675,-30.3311,-0.43071099999999996,-12.7587,-28.584,-5.78675,-3.46116,-48.5544,0.0,1,11,0,0.0,1.02706,6.43
3lzs,-146.078,-122.07799999999999,-3.8441699999999996,-43.4502,-0.266734,-17.8546,-36.3115,-3.8441699999999996,-12.2308,-126.537,0.0,5,33,0,0.0,9.65625,10.96
3rdq,-102.552,-90.5515,-6.83677,-41.5826,-0.48088500000000006,-17.1649,-36.7169,-6.83677,-14.0,-72.9591,0.0,1,14,0,0.0,2.40001,9.31
2pwr,-165.452,-141.452,-3.6767,-46.5158,-0.255027,-19.1121,-39.7683,-3.6767,-18.0665,-145.275,0.0,8,37,0,0.0,13.3836,6.59
4xe1,-73.8078,-71.8078,-4.61298,-29.2906,-0.283612,-11.5605,-28.4969,-4.61298,-8.318389999999999,-48.637,0.0,4,12,0,0.0,3.0113,7.11
3bbf,-111.94200000000001,-99.9419,-3.99793,-36.8644,-0.254306,-14.7157,-32.9126,-3.99793,-13.043,-86.6575,0.0,0,28,0,1.52254,4.15915,5.28
1ax0,-79.4739,-75.4739,-5.29826,-32.2251,-0.359269,-13.1408,-30.6032,-5.29826,-12.0,-49.3444,0.0,1,14,0,0.0,0.809124,3.13
4z1k,-78.8061,-74.8061,-3.2835900000000002,-27.3206,-0.226872,-11.2107,-25.9338,-3.2835900000000002,-6.9398800000000005,-58.8147,0.0,2,22,0,0.0,6.61459,8.33
1yei,-145.07,-127.07,-6.30739,-51.0115,-0.42022200000000004,-20.6797,-44.6821,-6.30739,-9.2204,-123.413,0.0,1,22,0,0.0,4.65578,7.46
1g7q,-162.692,-120.69200000000001,-2.8542400000000003,-42.273999999999994,-0.199896,-17.4252,-31.3607,-2.8542400000000003,-28.64,-134.04399999999998,0.0,9,48,0,0.0,14.167,6.06
3upv,-121.212,-73.2124,-2.2038599999999997,-31.8732,-0.153857,-13.1241,-19.2515,-2.33101,-23.9527,-95.6096,0.0,1,53,1,0.0,15.0937,5.3
1hmr,-79.7264,-47.7264,-3.9863199999999996,-29.3714,-0.281262,-12.1368,-17.5825,-3.9863199999999996,-6.0,-66.4598,0.0,1,19,0,3.92689,8.25635,6.55
4og4,-108.699,-90.6987,-3.50641,-34.6022,-0.25907199999999997,-14.5197,-28.8722,-3.6232900000000003,-1.13739,-92.6696,0.0,2,29,0,2.33212,1.57536,6.02
4kwg,-63.9614,-63.9614,-4.92011,-27.2022,-0.266453,-10.2917,-27.2022,-4.92011,-3.69015,-42.102,0.0,4,9,0,0.0,0.0,6
4djw,-97.667,-91.667,-3.75642,-32.9678,-0.28441,-13.947000000000001,-30.9425,-3.75642,-8.0,-74.3155,0.0,1,25,0,0.0,2.54157,6.28
4q08,-98.4912,-86.4912,-3.7881199999999997,-33.246,-0.23936100000000002,-13.2419,-29.1954,-3.7881199999999997,-8.102739999999999,-80.5734,-0.31121,4,22,0,0.0,7.619219999999999,6.3
1uou,-100.126,-96.1258,-6.25786,-39.7349,-0.41260399999999997,-16.0525,-38.1475,-6.25786,-10.1187,-74.1272,0.0,3,13,0,0.0,1.54706,7.7
4nbn,-168.896,-156.89600000000002,-7.03735,-58.5531,-0.523931,-24.6323,-54.3929,-7.03735,-6.91472,-148.364,0.0,3,21,0,0.0,2.92163,4.36
2p16,-150.284,-140.284,-4.42011,-46.3894,-0.327059,-19.4753,-43.3026,-4.42011,-5.351369999999999,-146.575,0.0,4,30,0,0.0,18.2733,10.1
4l4v,-141.953,-131.953,-6.171880000000001,-49.9155,-0.43373599999999995,-20.5986,-46.3992,-6.171880000000001,-18.0,-112.325,0.0,1,22,0,1.5811,3.8758199999999996,5.78
1bcd,-57.1693,-55.1693,-7.146160000000001,-28.5846,-0.386049,-10.8058,-27.5846,-7.146160000000001,-4.006959999999999,-33.1461,0.0,4,4,0,0.0,0.039681400000000006,8.7
3iss,-122.365,-96.365,-2.7810200000000003,-34.6609,-0.18037,-13.925999999999998,-27.2962,-2.7810200000000003,-27.6958,-107.339,0.0,5,39,0,15.3496,13.2945,6.05
3ckb,-100.54799999999999,-86.5482,-2.9573,-31.0371,-0.199328,-12.630999999999998,-26.7156,-3.24349,-9.747110000000001,-87.23100000000001,0.0,0,31,3,0.0,13.7636,2.98
1apv,-147.043,-119.04299999999999,-4.0845199999999995,-44.5324,-0.28135,-18.2548,-36.0525,-4.0845199999999995,-22.2855,-118.398,0.0,2,34,0,3.6473699999999996,5.74485,9
1i9p,-68.7762,-60.7762,-2.99027,-24.184,-0.20033800000000002,-9.8223,-21.371,-3.1261900000000002,-9.44898,-38.9767,-5.0,5,17,1,0.0,3.4370199999999995,8.41
4qew,-98.647,-86.647,-3.1821599999999997,-31.4024,-0.22475799999999999,-12.9806,-27.5824,-3.1821599999999997,-2.0,-86.7649,0.0,1,30,0,1.45145,7.68881,7.07
2pyy,-85.198,-77.19800000000001,-8.5198,-39.5454,-0.571231,-16.0653,-35.8321,-8.5198,-21.8599,-48.5693,0.0,1,9,0,0.332017,2.41535,4.6
1fhd,-121.199,-117.199,-5.77136,-43.9297,-0.39960999999999997,-18.0389,-42.4798,-5.77136,-23.709,-82.5945,0.0,5,16,0,0.0,1.5172299999999999,6.82
1d3p,-156.985,-134.985,-4.02526,-46.2918,-0.287665,-19.2103,-39.8044,-4.02526,-2.0,-148.89,0.0,1,38,0,0.0,11.9388,7.39
4en4,-62.6016,-56.6016,-4.81551,-26.6239,-0.341704,-11.0223,-24.0721,-4.81551,-8.03266,-36.999,0.0,2,11,0,0.0,1.0510899999999999,5.52
3rlq,-100.15,-94.1504,-4.55229,-35.742,-0.300599,-14.4465,-33.6007,-4.55229,-2.49077,-81.1975,0.0,1,21,0,0.0,1.9262099999999998,7.4
1qk3,-129.524,-121.524,-5.396809999999999,-44.9033,-0.358576,-18.1869,-42.1299,-5.396809999999999,-23.4354,-91.7298,0.0,2,22,0,0.0,1.9680799999999998,5.15
1sln,-140.039,-112.039,-4.001119999999999,-42.8115,-0.289582,-17.8412,-34.2516,-4.1188,-10.0,-115.193,-5.0,4,30,1,0.0,7.34572,6.64
4ual,-105.98700000000001,-97.9868,-4.07642,-35.7762,-0.284267,-14.7257,-33.0758,-4.07642,0.0,-89.0664,0.0,4,22,0,0.0,1.5268700000000002,8.4
4q3t,-73.5044,-63.5044,-5.65419,-31.2607,-0.384397,-12.7586,-27.0078,-5.65419,-22.7628,-28.5069,-10.0,7,6,0,0.0,3.77052,6.48
3sio,-133.01,-113.01,-2.71448,-36.3483,-0.194516,-15.0976,-30.8828,-2.71448,-3.00763,-126.905,0.0,5,44,0,0.0,14.1756,8
4jv6,-98.9522,-92.9522,-4.49783,-35.3143,-0.347997,-15.0479,-33.173,-4.49783,-4.0,-78.6986,0.0,1,21,0,0.0,3.2562900000000004,6.66
4d3h,-169.628,-165.628,-3.8551699999999998,-48.0484,-0.258415,-19.5181,-46.9154,-3.8551699999999998,-21.5569,-134.845,0.0,2,42,0,0.0,2.38435,6.43
1y3n,-118.69200000000001,-110.69200000000001,-4.94549,-41.1481,-0.33889400000000003,-16.8384,-38.3747,-4.94549,-22.7327,-85.7348,0.0,2,22,0,0.0,6.514819999999999,5.55
4bc5,-72.9985,-64.9985,-7.29985,-33.8829,-0.479868,-13.6747,-30.1696,-7.29985,-12.6069,-44.3992,0.0,1,9,0,0.0,2.02715,4.6
1oth,-137.043,-123.04299999999999,-8.56516,-54.3854,-0.5391560000000001,-21.6342,-48.8295,-8.56516,-37.2669,-85.0465,0.0,1,15,0,0.0,3.4420800000000003,7
4zvi,-91.0898,-81.0898,-3.9604199999999996,-32.0302,-0.205134,-11.9397,-28.5139,-3.9604199999999996,-6.0,-74.5783,0.0,2,21,0,0.0,7.49101,6.33
1f4f,-93.0071,-75.0071,-3.2071400000000003,-30.2726,-0.218642,-12.3667,-24.4139,-3.2071400000000003,-2.0,-84.0698,0.0,2,27,0,0.0,10.9851,4.62
4xiq,-117.446,-115.446,-4.69784,-40.166,-0.347067,-16.8538,-39.482,-4.69784,-4.3109,-95.4129,0.0,1,24,0,0.0,1.89392,7.07
2flr,-143.685,-135.685,-5.32165,-47.8948,-0.39978800000000003,-20.2092,-45.2282,-5.32165,-11.6104,-123.544,0.0,2,25,0,6.19,2.1018,6.1
3pce,-72.2515,-68.2515,-6.56832,-32.4875,-0.47805600000000004,-13.5641,-30.6889,-6.56832,-4.79282,-45.3362,-5.0,3,8,0,0.0,1.06794,2
1ta6,-154.371,-136.371,-4.6779,-48.1276,-0.321594,-19.7157,-42.5158,-4.6779,-9.0325,-135.703,0.0,3,30,0,0.0,7.7725800000000005,9.13
4ipj,-68.7445,-62.7445,-7.63828,-33.0489,-0.520508,-13.499,-30.1644,-7.63828,-16.4054,-26.7867,-10.0,5,4,0,0.0,2.5506,4.87
1fch,-143.74200000000002,-101.742,-3.19427,-40.4123,-0.225039,-16.6907,-28.6042,-3.19427,-16.1912,-119.686,0.0,0,45,0,0.0,9.44988,7.15
1dl7,-81.9911,-67.9911,-4.099559999999999,-30.2058,-0.26860900000000004,-12.1773,-25.0481,-4.099559999999999,-2.0,-75.048,0.0,6,14,0,6.6262,5.769909999999999,6.49
1zoe,-72.7184,-70.7184,-4.5449,-28.8583,-0.152521,-9.30835,-28.0646,-4.5449,0.0,-53.8226,0.0,0,16,0,0.0,0.0956947,7.4
4mnp,-94.1015,-84.1015,-4.48102,-34.108000000000004,-0.305263,-13.9301,-30.4834,-4.48102,-17.2854,-64.3758,0.0,2,19,0,3.28085,1.8600900000000002,7.34
1h4w,-89.9165,-87.9165,-9.990730000000001,-43.2274,-0.742118,-18.1712,-42.2659,-9.990730000000001,-9.230210000000001,-61.3167,0.0,2,7,0,0.0,0.416127,4.66
4ozj,-145.437,-133.437,-5.38655,-48.479,-0.342861,-19.3563,-44.479,-5.38655,-23.0745,-106.559,0.0,2,25,0,0.0,1.8449200000000001,5.4
4der,-52.8066,-50.8066,-2.64033,-19.4541,-0.195414,-8.167910000000001,-18.7173,-2.64033,0.0,-38.9096,0.0,4,16,0,0.0,5.52385,6.31
2uy3,-89.4683,-89.4683,-6.39059,-37.1216,-0.41884399999999994,-14.9668,-37.1216,-6.39059,-3.26491,-68.2294,0.0,2,12,0,0.0,0.0,3.22
1a1e,-114.789,-86.7887,-3.0207599999999997,-34.1432,-0.205873,-13.9465,-25.8148,-3.58715,-19.9607,-85.6892,0.0,2,30,6,0.0,7.190910000000001,6
1b5j,-169.924,-137.924,-6.06873,-55.958999999999996,-0.420067,-22.9761,-45.4209,-6.06873,-26.6491,-133.28,0.0,2,26,0,0.0,6.48309,7.43
2c1p,-109.61399999999999,-97.6144,-4.56727,-38.0012,-0.34005799999999997,-15.9868,-33.841,-4.56727,-4.26616,-92.9465,0.0,1,23,0,3.4659199999999997,2.0617400000000004,5.4
1jmg,-89.3663,-81.3663,-4.468319999999999,-32.9228,-0.289977,-13.2303,-29.9756,-4.468319999999999,-22.6989,-55.1948,0.0,8,12,0,0.0,5.12525,6.07
4ww6,-75.0634,-67.0634,-4.17019,-28.6421,-0.24832100000000001,-11.1847,-25.5895,-4.17019,-6.42165,-54.1743,0.0,3,15,0,0.0,4.23459,10.21
4tim,-58.3503,-50.3503,-5.30457,-26.2369,-0.315325,-10.2396,-22.6397,-5.30457,-14.7354,-42.7685,0.0,5,6,0,12.0385,5.28291,2.16
2nta,-62.0949,-58.0949,-3.10475,-22.875999999999998,-0.189444,-9.005980000000001,-21.4023,-3.10475,-13.4053,-80.6693,0.0,5,15,0,0.0,49.7872,4.8
3t09,-82.5745,-80.5745,-6.88121,-36.0677,-0.463537,-14.6755,-35.1941,-6.88121,-18.6018,-42.4063,-5.0,8,4,0,0.0,0.0213848,3.8
4cwn,-118.919,-110.919,-4.75676,-40.6697,-0.352476,-17.0822,-37.9338,-4.75676,-2.0,-99.3014,0.0,0,25,0,0.0,1.1739,5.59
