name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPparthbond,PLPpartSteric,PLPpartmetal,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
4k18,-120.492,-110.492,-4.1549,-39.2187,-0.31105,-16.5291,-35.9638,-4.1549,-2.26112,-100.24,0.0,2,27,0,0.0,0.905285,8.96
3g2z,-53.29600000000001,-49.29600000000001,-4.0997,-22.6663,-0.299107,-9.471210000000001,-20.9651,-4.0997,-6.50747,-30.2187,0.0,0,13,0,0.0,2.96627,2.36
2yge,-85.3012,-75.3012,-2.13253,-24.9422,-0.152152,-10.345,-22.0182,-2.13253,-5.97684,-89.7634,0.0,2,38,0,14.1662,14.6712,5.06
4w9l,-139.45,-119.45,-3.40121,-40.4411,-0.238069,-16.6666,-34.641,-3.40121,-9.610669999999999,-120.505,0.0,3,38,0,0.487023,7.43715,5.02
2cet,-122.639,-114.639,-5.57449,-43.7677,-0.401636,-18.2122,-40.9126,-5.57449,-25.0577,-86.9881,0.0,4,18,0,4.02124,1.04959,8.02
2ymd,-108.21,-104.21,-8.32386,-46.0207,-0.610584,-19.2646,-44.3196,-8.32386,-10.0,-81.0421,0.0,1,12,0,0.0,0.389937,3.16
3f3a,-96.3806,-90.3806,-6.4253800000000005,-39.0804,-0.47193100000000004,-16.3664,-36.6476,-6.4253800000000005,-12.3756,-68.48100000000001,0.0,2,13,0,0.0,1.46665,4.19
4lzs,-77.44800000000001,-71.44800000000001,-5.1632,-31.4036,-0.37188499999999997,-13.065999999999999,-28.9707,-5.1632,-4.4313,-56.8033,0.0,0,15,0,0.0,3.42686,4.8
3ozs,-184.168,-170.168,-5.5808599999999995,-57.4174,-0.38824899999999996,-23.6146,-53.0527,-5.5808599999999995,-15.9974,-145.043,-10.0,7,26,0,0.0,4.20721,5.33
2xys,-109.854,-109.854,-4.39416,-37.5696,-0.325561,-15.7793,-37.5696,-4.39416,-2.0,-89.934,0.0,1,24,0,0.0,0.0,7.42
1c5z,-89.8083,-87.8083,-9.9787,-43.1753,-0.741225,-18.1493,-42.2138,-9.9787,-9.45792,-61.1426,0.0,1,8,0,0.0,0.153751,4.01
3nw9,-184.43200000000002,-172.43200000000002,-4.85347,-54.8582,-0.353655,-22.9131,-51.2889,-4.85347,-21.1265,-152.93200000000002,0.0,7,31,0,0.0,4.3034300000000005,9
1z9g,-77.6251,-65.6251,-4.56618,-30.1892,-0.30890100000000004,-12.300999999999998,-25.5223,-4.56618,-7.3436699999999995,-55.5911,0.0,3,14,0,0.0,3.3979699999999995,5.64
5c1w,-70.1561,-68.1561,-5.8463400000000005,-30.6435,-0.345488,-11.9359,-29.7699,-5.8463400000000005,0.0,-51.5578,0.0,0,12,0,0.0,0.360016,5.06
2iwx,-95.823,-95.823,-3.9926199999999996,-33.22,-0.272387,-13.574000000000002,-33.22,-3.9926199999999996,-3.67248,-73.1879,0.0,2,22,0,0.0,0.0,6.68
1vso,-97.8004,-83.8004,-4.65716,-35.4487,-0.303491,-14.2651,-30.3743,-4.65716,-17.2941,-65.1634,0.0,1,20,0,0.0,2.3882,4.72
4de2,-115.00399999999999,-105.00399999999999,-4.79185,-39.8698,-0.356742,-16.7724,-36.403,-4.79185,-12.2605,-87.2832,0.0,0,24,0,0.0,2.14737,4.12
3oe4,-181.488,-169.488,-5.499619999999999,-56.5816,-0.39592,-23.5379,-52.8404,-5.499619999999999,-22.191,-136.735,-10.0,5,28,0,0.0,3.71481,7.47
4llx,-60.9854,-60.9854,-6.776160000000001,-29.3187,-0.49516400000000005,-12.2575,-29.3187,-6.776160000000001,-4.0,-37.8306,0.0,0,9,0,0.0,0.0,2.89
4pcs,-94.4748,-90.4748,-5.904669999999999,-37.4923,-0.43283900000000003,-15.6911,-35.9049,-6.2983199999999995,-12.5024,-63.4791,0.0,2,13,1,0.0,0.0,7.85
4tmn,-159.225,-131.225,-4.42293,-48.2219,-0.316223,-20.0143,-39.742,-4.42293,-21.6153,-120.177,-9.06517,3,33,0,0.0,8.00415,10.17
5a7b,-124.661,-104.661,-4.02131,-39.6834,-0.29855,-16.6786,-33.3168,-4.15536,0.0,-110.634,0.0,3,27,1,0.225152,3.61246,3.57
2vkm,-212.638,-182.638,-4.52421,-58.9216,-0.322274,-24.425,-50.6086,-4.52421,-18.2464,-193.253,0.0,13,34,0,0.0,14.3109,8.74
4kzu,-133.048,-131.048,-7.391539999999999,-50.7672,-0.44183999999999996,-19.85,-50.0041,-7.391539999999999,-4.0,-111.60600000000001,0.0,1,17,0,0.0,0.165026,6.5
4f3c,-154.711,-140.711,-6.72657,-54.4017,-0.459796,-22.2435,-49.4788,-6.72657,-10.0,-130.662,0.0,0,23,0,0.0,2.26314,11.82
1owh,-117.669,-109.669,-4.902880000000001,-40.7936,-0.367269,-17.1964,-38.0202,-4.902880000000001,-11.84,-91.8381,0.0,0,24,0,0.0,4.75243,7.4
4f9w,-116.46700000000001,-110.46700000000001,-4.65868,-39.8312,-0.35683000000000004,-16.9157,-37.7792,-4.65868,-4.0,-97.8965,0.0,0,25,0,0.0,2.82325,6.94
1qkt,-91.6262,-91.6262,-4.58131,-33.7554,-0.336401,-14.1351,-33.7554,-4.58131,-3.5316,-68.1942,0.0,2,18,0,0.0,0.0,9.04
1mq6,-163.384,-147.384,-4.5384400000000005,-49.4814,-0.28670999999999996,-19.707,-44.6357,-4.5384400000000005,-3.48717,-161.447,0.0,3,33,0,0.0,17.3256,11.15
4owm,-71.2556,-69.2556,-6.47778,-32.0397,-0.462338,-13.2902,-31.1404,-6.47778,-1.86998,-50.15,0.0,2,9,0,0.0,0.630997,2.96
1o0h,-99.6621,-87.6621,-3.69119,-33.2207,-0.234949,-13.2641,-29.2207,-3.83316,-17.5483,-69.0299,0.0,3,24,0,0.0,3.6084699999999996,5.92
3dx2,-106.12799999999999,-104.12799999999999,-8.84399,-46.3556,-0.540801,-18.2627,-45.4821,-8.84399,-28.2074,-52.0416,-10.0,4,8,0,0.0,0.5488109999999999,6.82
4m0z,-154.59799999999998,-146.59799999999998,-6.44159,-53.5962,-0.475204,-22.4783,-50.8228,-6.44159,-13.4057,-130.595,0.0,2,22,0,0.0,5.24517,5.19
3gy4,-90.3916,-88.3916,-9.03916,-41.9561,-0.663766,-17.5694,-41.0278,-9.03916,-10.238999999999999,-61.3997,0.0,0,10,0,0.0,0.581957,5.1
4cra,-157.791,-143.791,-4.1524,-46.934,-0.311513,-19.7946,-42.7698,-4.1524,-10.6666,-131.511,0.0,3,35,0,0.0,2.6726400000000003,7.22
3n76,-155.601,-145.601,-7.0727899999999995,-55.5315,-0.509674,-23.1086,-51.9626,-7.0727899999999995,-20.0639,-124.641,0.0,2,20,0,0.0,4.915,6.85
4j21,-127.331,-125.331,-6.36653,-46.909,-0.447191,-19.3547,-46.1722,-6.36653,-6.0,-105.26899999999999,0.0,0,20,0,0.0,1.58095,7.41
2zb1,-132.636,-122.63600000000001,-5.101380000000001,-44.7717,-0.381787,-18.8675,-41.3962,-5.101380000000001,-5.2236199999999995,-112.124,0.0,2,24,0,0.0,3.51595,6.32
3b68,-144.372,-128.372,-4.65716,-45.9582,-0.327104,-18.962,-40.8649,-4.65716,-10.0779,-135.039,0.0,7,24,0,11.5394,5.616569999999999,8.4
4bkt,-95.2495,-89.2495,-5.01313,-35.6954,-0.356358,-14.7867,-33.4468,-5.01313,-8.0,-72.3927,0.0,0,19,0,0.0,2.62004,3.62
3b27,-80.7033,-76.7033,-5.04396,-32.0271,-0.319336,-12.7647,-30.4397,-5.04396,-2.0,-62.0013,0.0,0,16,0,0.0,2.5773900000000003,5.16
4mme,-107.155,-105.155,-5.35773,-39.4761,-0.37500500000000003,-16.2687,-38.7393,-5.35773,-5.86083,-90.6582,0.0,3,17,0,6.25818,0.356988,6.5
3arp,-94.4671,-74.4671,-2.7784400000000002,-29.16,-0.20686500000000002,-12.2673,-22.9864,-2.7784400000000002,0.0,-126.945,0.0,0,34,0,0.0,49.1459,7.15
4e5w,-143.05,-137.05,-5.1089400000000005,-47.1088,-0.37496599999999997,-19.7238,-45.1329,-5.1089400000000005,-6.0,-121.01,0.0,3,25,0,0.0,1.60565,7.66
3fcq,-59.713,-53.713,-4.26521,-24.7757,-0.309118,-10.3297,-22.2862,-4.26521,-2.4881900000000003,-35.632,-8.00216,5,9,0,0.0,4.95021,2.77
3b5r,-141.93,-127.93,-5.06893,-46.74,-0.340561,-19.0012,-42.1295,-5.06893,-9.5847,-120.447,0.0,5,23,0,1.02033,4.454680000000001,8.77
4gid,-224.03599999999997,-192.03599999999997,-4.766719999999999,-62.08,-0.335965,-25.6434,-53.2128,-4.766719999999999,-19.6695,-205.483,0.0,8,39,0,4.026619999999999,11.870999999999999,10.77
3ebp,-114.986,-110.986,-4.10663,-37.8667,-0.285439,-15.5692,-36.5494,-4.599419999999999,0.0,-103.051,0.0,0,25,3,2.0729900000000003,2.37831,5.91
3u9q,-77.9299,-61.9299,-6.49415,-34.039,-0.45506,-14.0333,-27.0504,-6.49415,-7.88595,-60.9753,0.0,0,12,0,0.0,8.921510000000001,4.38
3e93,-163.46200000000002,-153.46200000000002,-4.41788,-49.0549,-0.328497,-20.6279,-46.0539,-4.41788,-8.0,-144.51,0.0,2,35,0,0.0,6.4844,8.85
4w9c,-110.351,-98.3513,-3.9411199999999997,-36.3405,-0.286288,-15.163,-32.3887,-4.08708,-7.950260000000001,-92.834,0.0,0,27,1,1.5840100000000001,5.5942099999999995,4.65
4jia,-101.726,-93.7261,-3.2814900000000002,-32.3826,-0.24305,-13.5994,-29.836,-3.2814900000000002,-2.0,-93.3982,0.0,2,29,0,9.92103,2.63809,9.22
1nc1,-134.129,-128.129,-6.7064699999999995,-49.4137,-0.452608,-20.1182,-47.2033,-6.7064699999999995,-12.4083,-106.271,0.0,5,15,0,0.0,1.98318,6.12
3k5v,-98.8049,-86.8049,-3.65944,-32.935,-0.26395599999999997,-13.7097,-28.935,-3.65944,0.0,-88.4555,0.0,3,24,0,0.0,8.84346,6.3
2wer,-101.889,-101.889,-4.07556,-34.8456,-0.28010100000000004,-14.2733,-34.8456,-4.07556,-3.6930400000000003,-79.381,0.0,2,23,0,0.0,0.0,7.05
2wbg,-119.579,-105.579,-5.4354,-42.6756,-0.376743,-17.5301,-37.6793,-5.4354,-16.9283,-88.2589,0.0,5,17,0,0.0,1.8625599999999998,4.45
4w9i,-122.677,-112.677,-3.71748,-38.2465,-0.259604,-15.75,-35.1288,-3.71748,-7.857760000000001,-104.133,0.0,2,31,0,1.1611,5.44646,5.96
1gpn,-110.162,-110.162,-5.798019999999999,-41.284,-0.428068,-17.3191,-41.284,-5.798019999999999,-2.27128,-89.8521,0.0,1,18,0,0.0,0.0,6.48
3aru,-89.1894,-79.1894,-4.45947,-32.8576,-0.320463,-13.6605,-29.1736,-4.45947,-2.0,-72.1996,0.0,0,20,0,0.0,2.6141,3.22
3dx1,-93.2642,-93.2642,-10.3627,-44.8367,-0.695192,-18.2185,-44.8367,-10.3627,-24.6665,-40.9194,-10.0,4,5,0,0.0,0.0,3.58
1z95,-140.122,-126.12200000000001,-4.83179,-45.6079,-0.325583,-18.5592,-41.0511,-4.83179,-7.96978,-124.846,0.0,3,26,0,0.6767270000000001,8.2227,7.12
4mgd,-91.5244,-85.5244,-4.817069999999999,-34.2993,-0.288195,-13.4149,-32.0508,-4.817069999999999,-5.30692,-68.0949,0.0,1,18,0,0.0,0.767053,4.69
2fvd,-124.991,-112.991,-4.16635,-40.2257,-0.283131,-16.4153,-36.3637,-4.16635,-7.24299,-110.346,0.0,3,27,0,0.0,8.54888,8.52
3pxf,-63.6401,-59.6401,-3.03048,-23.066999999999997,-0.21332399999999999,-9.52431,-21.6171,-3.03048,-4.0,-45.2544,0.0,1,20,0,0.0,4.62765,4.43
4cr9,-92.2644,-92.2644,-7.09726,-39.2392,-0.529568,-16.5195,-39.2392,-7.09726,-3.78818,-68.8918,0.0,1,12,0,0.0,0.0,4.1
5c28,-68.0895,-66.0895,-5.67413,-29.7408,-0.370777,-11.9791,-28.8673,-5.67413,0.0,-49.553999999999995,0.0,1,11,0,0.0,0.359033,5.66
3cyx,-178.054,-152.054,-3.63375,-48.6578,-0.265021,-20.3295,-41.5526,-3.63375,-12.5615,-155.59,0.0,6,43,0,0.0,7.016139999999999,8
3gnw,-141.68,-131.68,-3.22001,-40.1321,-0.230868,-16.6722,-37.2995,-3.29489,-9.38152,-121.06299999999999,0.0,2,41,1,0.0,5.57261,9.1
3f3c,-104.596,-98.5961,-8.045860000000001,-44.4837,-0.571002,-18.4172,-41.931999999999995,-8.045860000000001,-14.0265,-74.6209,0.0,6,7,0,0.0,1.5444,6.02
1k1i,-125.88,-109.88,-3.49666,-38.1232,-0.247511,-15.7701,-33.2775,-4.196000000000001,-17.1724,-96.7782,0.0,2,28,6,0.0,6.465380000000001,6.58
1oyt,-142.37,-134.37,-4.74566,-45.8188,-0.348544,-19.188,-43.2442,-4.74566,-10.0,-116.01799999999999,0.0,2,28,0,0.0,1.64306,7.24
2al5,-126.529,-120.529,-8.43528,-51.305,-0.582643,-21.0504,-48.8722,-8.43528,-25.3115,-87.2326,0.0,2,13,0,0.0,3.06272,8.4
3n86,-164.75900000000001,-154.759,-7.16345,-57.935,-0.514369,-24.0801,-54.4186,-7.16345,-24.0027,-128.594,0.0,1,22,0,0.0,2.77248,5.64
3uev,-62.8612,-38.8612,-3.9288300000000005,-24.9465,-0.276488,-10.2995,-15.4221,-3.9288300000000005,-2.53724,-53.2419,0.0,1,15,0,0.0,11.545,5.89
2r9w,-97.8652,-87.8652,-3.37466,-31.8539,-0.250706,-13.3908,-28.599,-3.37466,-10.3022,-74.1869,0.0,3,26,0,0.0,4.38609,5.1
4ih7,-88.3013,-84.3013,-5.19419,-34.3414,-0.388486,-14.4689,-32.7857,-5.19419,-4.0,-66.8055,0.0,0,17,0,0.0,1.6489200000000002,5.24
3uex,-68.5721,-36.5721,-3.4286,-25.2622,-0.24191100000000001,-10.4388,-13.4733,-3.4286,0.0,-62.4624,0.0,1,19,0,0.0,13.2095,6.92
2brb,-96.1179,-86.1179,-3.84471,-32.8718,-0.290066,-13.89,-29.4519,-3.84471,-1.0097399999999999,-84.0969,0.0,3,22,0,0.0,8.26628,4.86
3kgp,-72.554,-68.554,-6.59582,-32.6235,-0.479975,-13.6201,-30.8249,-6.59582,-3.24842,-50.8154,0.0,1,10,0,0.0,0.36277600000000004,2.57
1y6r,-146.967,-140.967,-7.34837,-54.1433,-0.495885,-22.0432,-51.9328,-7.34837,-16.2125,-114.971,0.0,2,18,0,0.0,0.923701,10.11
3prs,-159.871,-123.87100000000001,-3.19742,-43.3956,-0.221755,-17.8294,-33.6237,-3.19742,-15.399000000000001,-135.02,0.0,6,44,0,0.0,7.83056,7.82
5c2h,-148.41299999999998,-132.41299999999998,-4.78753,-47.2447,-0.326915,-19.3105,-42.1514,-4.78753,-2.0,-136.362,0.0,1,30,0,0.0,7.019430000000001,11.09
3ivg,-131.61,-117.61,-4.53828,-42.8374,-0.318348,-17.6669,-38.2806,-4.53828,-7.8586,-111.881,0.0,5,24,0,0.375442,5.51917,4.3
3dxg,-67.8916,-59.8916,-3.23293,-24.608,-0.209423,-9.88293,-21.7083,-3.9936199999999995,-4.61148,-45.6711,0.0,1,16,4,0.0,1.62029,2.4
2y5h,-138.033,-126.03299999999999,-4.45266,-43.9401,-0.29684299999999997,-17.8168,-40.1201,-4.45266,-0.998124,-121.244,0.0,1,30,0,0.0,0.854197,5.79
2xj7,-110.16799999999999,-108.16799999999999,-6.88548,-43.7201,-0.47635500000000003,-17.9479,-42.9264,-6.88548,-13.7995,-79.0018,0.0,2,14,0,0.0,0.556952,6.66
4rfm,-132.887,-122.887,-3.6913099999999996,-40.2453,-0.257745,-16.5724,-37.2168,-4.02688,-2.28578,-115.02600000000001,0.0,3,30,3,0.0,2.14966,10.05
3fv2,-140.00799999999998,-132.00799999999998,-7.000380000000001,-51.5792,-0.482372,-21.146,-48.632,-7.000380000000001,-27.118000000000002,-98.4848,0.0,4,16,0,0.0,3.11501,8.11
3g0w,-133.455,-127.455,-5.560630000000001,-46.2663,-0.370983,-18.7647,-44.1863,-5.560630000000001,-6.0,-110.42299999999999,0.0,5,19,0,0.0,0.876346,9.52
1yc1,-111.431,-103.431,-4.12709,-37.1438,-0.30335500000000004,-15.5592,-34.4771,-4.12709,-6.29462,-91.6635,0.0,1,26,0,0.0,4.4215,6.17
3ozt,-177.39700000000002,-165.39700000000002,-5.7225,-56.4712,-0.409342,-23.4419,-52.6512,-5.7225,-19.574,-136.028,-10.0,4,27,0,0.0,3.8631,4.13
1w4o,-93.6788,-85.6788,-4.46089,-33.9548,-0.288968,-13.6367,-31.0551,-4.46089,-16.0,-64.2994,0.0,2,19,0,0.0,4.4524300000000006,5.22
2w4x,-100.126,-94.1263,-5.56257,-38.2053,-0.377508,-15.5838,-35.9159,-5.56257,-9.87872,-73.8887,0.0,2,16,0,0.0,1.0112,4.85
4u4s,-84.3947,-82.3947,-6.02819,-35.0165,-0.393878,-14.1036,-34.1867,-6.02819,-2.9182200000000003,-65.2078,0.0,1,13,0,0.0,0.990124,2.92
4de3,-112.184,-106.184,-5.34209,-40.6622,-0.326912,-16.0238,-38.4874,-5.34209,-13.9088,-83.9644,0.0,1,20,0,0.0,2.34258,5.52
3uri,-156.934,-100.934,-2.41438,-39.0314,-0.169268,-16.0942,-25.1035,-2.4521,-14.4648,-145.736,0.0,5,59,1,0.0,19.5959,9
3fv1,-138.68200000000002,-128.68200000000002,-6.60393,-50.2669,-0.451258,-20.5505,-46.6423,-6.60393,-29.228,-97.6212,0.0,4,17,0,0.0,3.6755400000000003,9.3
2wca,-104.32600000000001,-90.3257,-3.86392,-34.7752,-0.273545,-14.3859,-30.1086,-3.86392,-11.3898,-78.9958,0.0,1,26,0,0.0,2.41888,5.6
1nvq,-146.09,-142.09,-4.05806,-44.2439,-0.302129,-18.6128,-43.0324,-4.05806,-10.0,-121.67200000000001,0.0,2,34,0,0.0,3.22315,8.25
2w66,-103.01700000000001,-99.0168,-6.43855,-40.8822,-0.437881,-16.6875,-39.2948,-6.43855,-17.3486,-70.2909,0.0,5,11,0,0.0,0.771399,4.05
3ary,-84.2156,-80.2156,-4.95386,-32.7524,-0.344736,-13.4718,-31.1967,-4.95386,0.0,-72.0877,0.0,1,16,0,4.035769999999999,1.92572,6
4msn,-70.1023,-68.1023,-5.3924900000000004,-29.8138,-0.402521,-12.5531,-28.9633,-5.3924900000000004,-4.63186,-50.233000000000004,0.0,0,13,0,0.0,3.9403,4.03
4msc,-118.12100000000001,-112.12100000000001,-5.36915,-42.1555,-0.41254700000000005,-17.9216,-40.0142,-5.36915,-1.90422,-102.038,0.0,0,22,0,0.0,2.29487,5.96
2xnb,-125.48200000000001,-117.48200000000001,-4.647480000000001,-41.8273,-0.327207,-17.2714,-39.1607,-4.647480000000001,-5.69968,-102.51100000000001,0.0,2,25,0,0.0,0.878558,6.83
4mrw,-67.6884,-67.6884,-5.6407,-29.5656,-0.376889,-11.9972,-29.5656,-5.6407,-0.6012109999999999,-48.666000000000004,0.0,1,11,0,0.0,0.0,3.3
3jya,-81.2222,-81.2222,-5.07639,-32.233000000000004,-0.299589,-12.5495,-32.233000000000004,-5.07639,0.0,-61.9836,0.0,1,15,0,0.0,0.0,6.89
3up2,-128.751,-114.751,-4.59825,-42.3999,-0.33071100000000003,-17.6326,-37.7894,-4.59825,-9.64782,-110.54,0.0,3,25,0,0.0,8.7271,7.4
2zda,-148.885,-134.885,-5.13396,-48.4601,-0.376445,-20.2831,-43.9033,-5.13396,-13.6786,-121.238,0.0,3,26,0,0.0,4.27391,8.4
3ueu,-54.2539,-34.2539,-3.8752800000000005,-22.5107,-0.272217,-9.28807,-14.2124,-3.8752800000000005,0.0,-45.4424,0.0,0,14,0,0.0,10.8432,5.24
4mrz,-65.5675,-63.5675,-5.9606900000000005,-29.4821,-0.428137,-12.2552,-28.5828,-5.9606900000000005,-4.0,-46.8253,0.0,0,11,0,2.68853,1.48577,3.52
2fxs,-81.0696,-67.0696,-2.89534,-26.6976,-0.197357,-10.9058,-22.0872,-2.89534,-5.95678,-68.55199999999999,0.0,4,24,0,4.4547099999999995,6.954110000000001,6.06
1lpg,-159.721,-139.721,-3.89565,-46.32,-0.29163,-19.5218,-40.5199,-3.89565,-6.18544,-144.046,0.0,6,35,0,0.468959,5.87706,7.09
1q8t,-80.6451,-74.6451,-4.4802800000000005,-30.7719,-0.324729,-12.83,-28.4824,-4.4802800000000005,-4.0,-60.3351,0.0,1,17,0,0.0,2.53024,4.76
3qqs,-103.073,-95.0727,-5.42488,-38.6271,-0.402266,-16.2281,-35.6291,-5.42488,-7.64394,-81.7012,0.0,0,19,0,1.26411,2.8848599999999998,5.82
2weg,-59.7923,-57.7923,-5.4356599999999995,-26.8852,-0.343298,-10.7067,-25.986,-5.4356599999999995,-5.98078,-36.7229,0.0,3,8,0,0.0,2.94905,6.5
3jvs,-103.38600000000001,-93.3858,-3.44619,-33.2726,-0.254372,-13.9572,-30.0543,-3.44619,-5.3976,-101.02600000000001,0.0,3,27,0,0.0,20.4831,6.54
3f3e,-91.5348,-85.5348,-10.1705,-44.0053,-0.697812,-18.0151,-41.1208,-10.1705,-14.5667,-60.9399,0.0,1,8,0,0.0,1.15973,7.7
2qbq,-105.323,-91.323,-3.3975199999999997,-33.5276,-0.20716199999999999,-13.1963,-29.070999999999998,-3.5107699999999995,-13.3756,-93.9456,0.0,2,28,1,0.0,18.9462,7.44
1bzc,-142.186,-126.186,-4.90298,-46.2799,-0.331215,-18.8484,-41.0721,-4.90298,-19.313,-110.333,0.0,4,25,0,0.0,3.5005300000000004,4.92
1pxn,-118.221,-110.221,-5.37369,-42.1912,-0.377246,-17.4049,-39.3361,-5.37369,-5.87922,-94.7376,0.0,4,18,0,0.0,0.052684400000000006,7.15
2j78,-83.6352,-81.6352,-6.43348,-35.5693,-0.435201,-14.4929,-34.7187,-6.43348,-24.3082,-42.6928,0.0,6,7,0,0.0,0.031076999999999997,6.42
1z6e,-177.362,-163.362,-4.66741,-52.7552,-0.334968,-21.9234,-48.591,-4.66741,-6.79944,-172.42,0.0,6,32,0,0.0,18.2793,9.72
3zdg,-89.3247,-79.3247,-6.87113,-37.989000000000004,-0.47192399999999995,-15.5575,-33.736,-6.87113,-2.0,-70.4037,0.0,4,9,0,0.0,2.0784,7.1
4gfm,-91.0731,-87.0731,-5.05962,-34.7509,-0.321695,-13.87,-33.2246,-5.05962,-4.0,-74.5321,0.0,1,17,0,0.0,5.46949,7.22
4eo8,-71.0699,-59.0699,-2.6322200000000002,-23.69,-0.182454,-9.7314,-19.69,-2.6322200000000002,-5.8891,-74.5029,0.0,1,26,0,0.0,28.1508,8.15
2wvt,-92.2574,-88.2574,-7.09673,-39.2362,-0.475045,-15.9311,-37.535,-7.09673,-18.5682,-55.4575,0.0,5,8,0,0.0,0.05799490000000001,6.12
3nx7,-86.1805,-72.1805,-4.309019999999999,-31.7492,-0.28413299999999997,-12.8267,-26.5915,-4.309019999999999,-4.72035,-58.7385,-10.0,6,14,0,0.0,6.7110899999999996,8.1
1syi,-127.725,-121.725,-7.51324,-49.6737,-0.533892,-20.5748,-47.3402,-7.51324,-23.5672,-90.6216,0.0,5,12,0,0.0,2.79848,5.44
4ddk,-86.3042,-84.3042,-7.192010000000001,-37.6968,-0.522675,-15.7313,-36.8232,-7.192010000000001,-4.43404,-63.0423,0.0,2,10,0,0.0,0.0101861,2.29
2zcr,-125.51799999999999,-105.51799999999999,-4.4827900000000005,-41.3353,-0.294336,-16.6758,-34.7489,-4.4827900000000005,-7.313389999999999,-93.5299,-10.0,1,27,0,0.0,3.32101,6.87
2xbv,-170.30200000000002,-156.30200000000002,-4.7306099999999995,-51.5765,-0.32756199999999996,-21.1793,-47.3366,-4.7306099999999995,-3.27048,-163.49,0.0,6,30,0,0.0,11.772,8.43
4de1,-120.29299999999999,-114.29299999999999,-5.23013,-42.2991,-0.39531,-17.8843,-40.1893,-5.23013,-15.0069,-88.9375,0.0,1,22,0,0.0,1.8982700000000001,5.96
4abg,-88.6536,-84.6536,-5.91024,-35.9473,-0.42762100000000003,-14.979000000000001,-34.3253,-6.3324,-6.36404,-64.7165,0.0,2,12,1,0.774437,1.22585,3.57
3uuo,-83.14399999999999,-79.14399999999999,-3.61496,-29.2362,-0.26614899999999997,-12.2536,-27.8297,-3.61496,-3.84597,-67.4057,0.0,0,23,0,0.0,6.57855,7.96
4eor,-133.05,-121.05,-4.75177,-43.8155,-0.33057800000000004,-18.0205,-39.8637,-4.75177,-7.15672,-114.304,0.0,0,28,0,0.0,6.26318,6.3
