name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPparthbond,PLPpartSteric,PLPpartmetal,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
4tmn,-159.225,-131.225,-4.42293,-48.2219,-0.316223,-20.0143,-39.742,-4.42293,-21.6153,-120.177,-9.06517,3,33,0,0.0,8.00415,10.17
1mq6,-163.384,-147.384,-4.5384400000000005,-49.4814,-0.28670999999999996,-19.707,-44.6357,-4.5384400000000005,-3.48717,-161.447,0.0,3,33,0,0.0,17.3256,11.15
3gy4,-90.3916,-88.3916,-9.03916,-41.9561,-0.663766,-17.5694,-41.0278,-9.03916,-10.238999999999999,-61.3997,0.0,0,10,0,0.0,0.581957,5.1
3b68,-144.372,-128.372,-4.65716,-45.9582,-0.327104,-18.962,-40.8649,-4.65716,-10.0779,-135.039,0.0,7,24,0,11.5394,5.616569999999999,8.4
3fcq,-59.713,-53.713,-4.26521,-24.7757,-0.309118,-10.3297,-22.2862,-4.26521,-2.4881900000000003,-35.632,-8.00216,5,9,0,0.0,4.95021,2.77
4gid,-224.03599999999997,-192.03599999999997,-4.766719999999999,-62.08,-0.335965,-25.6434,-53.2128,-4.766719999999999,-19.6695,-205.483,0.0,8,39,0,4.026619999999999,11.870999999999999,10.77
3ebp,-114.986,-110.986,-4.10663,-37.8667,-0.285439,-15.5692,-36.5494,-4.599419999999999,0.0,-103.051,0.0,0,25,3,2.0729900000000003,2.37831,5.91
3u9q,-77.9299,-61.9299,-6.49415,-34.039,-0.45506,-14.0333,-27.0504,-6.49415,-7.88595,-60.9753,0.0,0,12,0,0.0,8.921510000000001,4.38
3e93,-163.46200000000002,-153.46200000000002,-4.41788,-49.0549,-0.328497,-20.6279,-46.0539,-4.41788,-8.0,-144.51,0.0,2,35,0,0.0,6.4844,8.85
3k5v,-98.8049,-86.8049,-3.65944,-32.935,-0.26395599999999997,-13.7097,-28.935,-3.65944,0.0,-88.4555,0.0,3,24,0,0.0,8.84346,6.3
2wbg,-119.579,-105.579,-5.4354,-42.6756,-0.376743,-17.5301,-37.6793,-5.4354,-16.9283,-88.2589,0.0,5,17,0,0.0,1.8625599999999998,4.45
1z95,-140.122,-126.12200000000001,-4.83179,-45.6079,-0.325583,-18.5592,-41.0511,-4.83179,-7.96978,-124.846,0.0,3,26,0,0.6767270000000001,8.2227,7.12
2fvd,-124.991,-112.991,-4.16635,-40.2257,-0.283131,-16.4153,-36.3637,-4.16635,-7.24299,-110.346,0.0,3,27,0,0.0,8.54888,8.52
3pxf,-63.6401,-59.6401,-3.03048,-23.066999999999997,-0.21332399999999999,-9.52431,-21.6171,-3.03048,-4.0,-45.2544,0.0,1,20,0,0.0,4.62765,4.43
3cyx,-178.054,-152.054,-3.63375,-48.6578,-0.265021,-20.3295,-41.5526,-3.63375,-12.5615,-155.59,0.0,6,43,0,0.0,7.016139999999999,8
3gnw,-141.68,-131.68,-3.22001,-40.1321,-0.230868,-16.6722,-37.2995,-3.29489,-9.38152,-121.06299999999999,0.0,2,41,1,0.0,5.57261,9.1
3f3c,-104.596,-98.5961,-8.045860000000001,-44.4837,-0.571002,-18.4172,-41.931999999999995,-8.045860000000001,-14.0265,-74.6209,0.0,6,7,0,0.0,1.5444,6.02
1oyt,-142.37,-134.37,-4.74566,-45.8188,-0.348544,-19.188,-43.2442,-4.74566,-10.0,-116.01799999999999,0.0,2,28,0,0.0,1.64306,7.24
3n86,-164.75900000000001,-154.759,-7.16345,-57.935,-0.514369,-24.0801,-54.4186,-7.16345,-24.0027,-128.594,0.0,1,22,0,0.0,2.77248,5.64
3uex,-68.5721,-36.5721,-3.4286,-25.2622,-0.24191100000000001,-10.4388,-13.4733,-3.4286,0.0,-62.4624,0.0,1,19,0,0.0,13.2095,6.92
2brb,-96.1179,-86.1179,-3.84471,-32.8718,-0.290066,-13.89,-29.4519,-3.84471,-1.0097399999999999,-84.0969,0.0,3,22,0,0.0,8.26628,4.86
3kgp,-72.554,-68.554,-6.59582,-32.6235,-0.479975,-13.6201,-30.8249,-6.59582,-3.24842,-50.8154,0.0,1,10,0,0.0,0.36277600000000004,2.57
3ivg,-131.61,-117.61,-4.53828,-42.8374,-0.318348,-17.6669,-38.2806,-4.53828,-7.8586,-111.881,0.0,5,24,0,0.375442,5.51917,4.3
3dxg,-67.8916,-59.8916,-3.23293,-24.608,-0.209423,-9.88293,-21.7083,-3.9936199999999995,-4.61148,-45.6711,0.0,1,16,4,0.0,1.62029,2.4
2y5h,-138.033,-126.03299999999999,-4.45266,-43.9401,-0.29684299999999997,-17.8168,-40.1201,-4.45266,-0.998124,-121.244,0.0,1,30,0,0.0,0.854197,5.79
3g0w,-133.455,-127.455,-5.560630000000001,-46.2663,-0.370983,-18.7647,-44.1863,-5.560630000000001,-6.0,-110.42299999999999,0.0,5,19,0,0.0,0.876346,9.52
1yc1,-111.431,-103.431,-4.12709,-37.1438,-0.30335500000000004,-15.5592,-34.4771,-4.12709,-6.29462,-91.6635,0.0,1,26,0,0.0,4.4215,6.17
3ozt,-177.39700000000002,-165.39700000000002,-5.7225,-56.4712,-0.409342,-23.4419,-52.6512,-5.7225,-19.574,-136.028,-10.0,4,27,0,0.0,3.8631,4.13
1w4o,-93.6788,-85.6788,-4.46089,-33.9548,-0.288968,-13.6367,-31.0551,-4.46089,-16.0,-64.2994,0.0,2,19,0,0.0,4.4524300000000006,5.22
3uri,-156.934,-100.934,-2.41438,-39.0314,-0.169268,-16.0942,-25.1035,-2.4521,-14.4648,-145.736,0.0,5,59,1,0.0,19.5959,9
3fv1,-138.68200000000002,-128.68200000000002,-6.60393,-50.2669,-0.451258,-20.5505,-46.6423,-6.60393,-29.228,-97.6212,0.0,4,17,0,0.0,3.6755400000000003,9.3
2wca,-104.32600000000001,-90.3257,-3.86392,-34.7752,-0.273545,-14.3859,-30.1086,-3.86392,-11.3898,-78.9958,0.0,1,26,0,0.0,2.41888,5.6
1nvq,-146.09,-142.09,-4.05806,-44.2439,-0.302129,-18.6128,-43.0324,-4.05806,-10.0,-121.67200000000001,0.0,2,34,0,0.0,3.22315,8.25
2w66,-103.01700000000001,-99.0168,-6.43855,-40.8822,-0.437881,-16.6875,-39.2948,-6.43855,-17.3486,-70.2909,0.0,5,11,0,0.0,0.771399,4.05
2xnb,-125.48200000000001,-117.48200000000001,-4.647480000000001,-41.8273,-0.327207,-17.2714,-39.1607,-4.647480000000001,-5.69968,-102.51100000000001,0.0,2,25,0,0.0,0.878558,6.83
3ueu,-54.2539,-34.2539,-3.8752800000000005,-22.5107,-0.272217,-9.28807,-14.2124,-3.8752800000000005,0.0,-45.4424,0.0,0,14,0,0.0,10.8432,5.24
1q8t,-80.6451,-74.6451,-4.4802800000000005,-30.7719,-0.324729,-12.83,-28.4824,-4.4802800000000005,-4.0,-60.3351,0.0,1,17,0,0.0,2.53024,4.76
2weg,-59.7923,-57.7923,-5.4356599999999995,-26.8852,-0.343298,-10.7067,-25.986,-5.4356599999999995,-5.98078,-36.7229,0.0,3,8,0,0.0,2.94905,6.5
3jvs,-103.38600000000001,-93.3858,-3.44619,-33.2726,-0.254372,-13.9572,-30.0543,-3.44619,-5.3976,-101.02600000000001,0.0,3,27,0,0.0,20.4831,6.54
3f3e,-91.5348,-85.5348,-10.1705,-44.0053,-0.697812,-18.0151,-41.1208,-10.1705,-14.5667,-60.9399,0.0,1,8,0,0.0,1.15973,7.7
2j78,-83.6352,-81.6352,-6.43348,-35.5693,-0.435201,-14.4929,-34.7187,-6.43348,-24.3082,-42.6928,0.0,6,7,0,0.0,0.031076999999999997,6.42
2zcr,-125.51799999999999,-105.51799999999999,-4.4827900000000005,-41.3353,-0.294336,-16.6758,-34.7489,-4.4827900000000005,-7.313389999999999,-93.5299,-10.0,1,27,0,0.0,3.32101,6.87
2xbv,-170.30200000000002,-156.30200000000002,-4.7306099999999995,-51.5765,-0.32756199999999996,-21.1793,-47.3366,-4.7306099999999995,-3.27048,-163.49,0.0,6,30,0,0.0,11.772,8.43
4de1,-120.29299999999999,-114.29299999999999,-5.23013,-42.2991,-0.39531,-17.8843,-40.1893,-5.23013,-15.0069,-88.9375,0.0,1,22,0,0.0,1.8982700000000001,5.96
1sqa,-129.499,-117.499,-4.17737,-41.2234,-0.313189,-17.3825,-37.4035,-4.17737,-10.9546,-110.833,0.0,2,29,0,0.0,10.2911,9.21
3mss,-81.5608,-69.5608,-3.88385,-29.5625,-0.285819,-12.3885,-25.213,-5.09755,0.0,-64.4419,0.0,0,16,5,0.0,2.3284599999999998,4.66
3ejr,-134.878,-126.87799999999999,-5.39513,-46.1277,-0.387081,-19.1673,-43.3917,-5.39513,-22.9033,-87.9793,-10.0,6,19,0,0.0,1.1363299999999998,8.57
3ge7,-150.899,-138.899,-5.8038099999999995,-50.9365,-0.42213599999999996,-21.2622,-46.8858,-5.8038099999999995,-16.3412,-120.3,0.0,2,24,0,0.0,1.45995,8.7
3zsx,-118.35799999999999,-98.3578,-3.4811099999999997,-36.5346,-0.258143,-15.3492,-30.361,-3.4811099999999997,-11.6121,-95.6822,0.0,2,32,0,0.0,6.98348,3.28
1u1b,-122.775,-94.7753,-2.4073599999999997,-33.1071,-0.152453,-13.1963,-25.5567,-2.6122400000000003,-12.6665,-110.25399999999999,0.0,8,39,4,0.0,17.1065,7.8
3utu,-194.84099999999998,-166.84099999999998,-4.14555,-53.9901,-0.286035,-22.1442,-46.2314,-4.14555,-12.5059,-175.53,0.0,3,44,0,0.458779,9.081610000000001,10.92
1uto,-66.4668,-62.4668,-7.3852,-31.9539,-0.54398,-13.3946,-30.0309,-7.3852,-3.52469,-43.8513,0.0,1,8,0,0.0,0.374816,2.27
1a30,-86.8038,-62.8038,-3.3386099999999996,-29.3009,-0.23249099999999998,-12.0548,-21.1996,-3.3386099999999996,-13.4152,-64.9269,0.0,5,21,0,0.0,9.30299,4.3
3kwa,-60.6127,-38.6127,-4.32948,-25.149,-0.293695,-10.2567,-16.0209,-4.32948,-7.82505,-49.176,0,4,10,0,6.78456,7.96823,4.08
4djv,-114.819,-106.819,-4.10067,-37.8118,-0.308291,-15.9586,-35.1772,-4.10067,-8.68688,-90.3638,0.0,3,25,0,0.0,1.71627,6.72
2xb8,-137.192,-129.192,-6.2359800000000005,-48.9613,-0.443575,-20.2865,-46.1062,-6.2359800000000005,-21.2822,-102.57700000000001,0.0,4,18,0,0.0,2.9398400000000002,7.59
3dd0,-69.36399999999999,-63.364,-4.33525,-27.5271,-0.26958200000000004,-10.9057,-25.146,-4.33525,-5.0748,-48.5401,0.0,3,13,0,0.0,3.75236,9
2v7a,-131.105,-119.105,-3.74585,-40.0801,-0.27568000000000004,-16.7963,-36.4116,-3.74585,-7.61517,-107.273,0.0,5,30,0,0.0,2.7795099999999997,8.3
3n7a,-102.24799999999999,-100.24799999999999,-8.5207,-44.6611,-0.590546,-18.3452,-43.7875,-8.5207,-21.5985,-65.507,0.0,0,12,0,0.0,0.809034,3.7
2v00,-83.8459,-77.8459,-5.2403699999999995,-33.2743,-0.389521,-13.9904,-30.8932,-5.2403699999999995,-7.36755,-59.0588,0.0,1,15,0,0.0,1.18614,3.66
2vw5,-120.51799999999999,-114.51799999999999,-3.34772,-36.4992,-0.23977199999999999,-15.1577,-34.6821,-3.34772,-10.5835,-94.8234,0.0,1,35,0,0.0,2.54419,8.52
3lka,-83.6211,-79.6211,-6.968430000000001,-36.5249,-0.446665,-14.6174,-34.7777,-6.968430000000001,-4.0,-64.161,0.0,2,10,0,0.0,3.05022,2.82
3zso,-134.547,-108.54700000000001,-3.05788,-38.1115,-0.22626500000000002,-16.0001,-30.7468,-3.05788,-10.1357,-117.375,0.0,0,44,0,0.368821,9.39563,5.12
3pww,-169.34,-143.34,-3.4559300000000004,-46.2767,-0.252052,-19.3347,-39.1715,-3.4559300000000004,-16.0,-148.785,0.0,2,47,0,3.26802,8.99461,7.32
3l7b,-110.48100000000001,-106.48100000000001,-5.814769999999999,-41.4033,-0.401395,-16.9843,-39.9043,-5.814769999999999,-12.5278,-81.4296,0.0,1,18,0,0.0,1.48161,2.4
2yki,-167.03,-161.03,-4.91265,-51.5587,-0.377492,-21.9196,-49.7066,-4.91265,-4.0,-150.12,0.0,4,30,0,0.0,4.92066,9.46
2zcq,-115.713,-99.7134,-4.62854,-39.5734,-0.301082,-15.9154,-34.1015,-4.62854,-6.65608,-75.7146,-19.9183,4,21,0,0.0,3.79635,8.82
3ehy,-87.9785,-77.9785,-5.17521,-34.2158,-0.34065100000000004,-13.8151,-30.3267,-5.17521,-3.40913,-65.6173,-7.8671,4,13,0,0.0,6.934819999999999,5.85
1ps3,-110.868,-108.868,-6.92922,-43.9978,-0.47747399999999995,-18.0379,-43.2041,-6.92922,-21.7866,-62.7422,-10.0,5,11,0,0.0,0.053694900000000004,2.28
2qbp,-126.535,-106.535,-3.4198699999999995,-37.9732,-0.20829699999999998,-14.9406,-31.9712,-3.4198699999999995,-13.5421,-113.458,0.0,5,32,0,0.0,17.8653,8.4
3udh,-82.594,-82.594,-5.89957,-34.2693,-0.43646499999999994,-14.3863,-34.2693,-5.89957,-6.864730000000001,-57.3976,0.0,1,13,0,0.0,0.0,2.85
3g2n,-119.86200000000001,-113.86200000000001,-5.99308,-44.1574,-0.423126,-18.2506,-41.9469,-5.99308,-18.4247,-88.1405,0.0,0,20,0,0.0,3.6761199999999996,4.09
2p4y,-144.025,-126.025,-3.6006199999999997,-42.1132,-0.25095,-17.3309,-36.8499,-3.6006199999999997,-2.68882,-135.971,0.0,4,36,0,0.0,11.860999999999999,9
2x00,-136.845,-134.845,-3.69852,-41.0673,-0.267949,-17.12,-40.4671,-3.69852,-2.0,-116.50399999999999,0.0,3,34,0,0.0,0.00832501,11.33
3gbb,-119.865,-111.865,-6.65915,-45.736999999999995,-0.464146,-18.8226,-42.6844,-6.65915,-19.2601,-86.9353,0.0,5,13,0,0.0,2.85445,6.9
1gpk,-113.00200000000001,-113.00200000000001,-6.27787,-43.1182,-0.464412,-18.1005,-43.1182,-6.27787,-3.84715,-90.6925,0.0,0,18,0,0.0,0.0,5.37
3oe5,-177.955,-163.955,-5.74049,-56.6487,-0.395956,-23.2321,-52.1921,-5.74049,-21.2138,-135.076,-10.0,5,26,0,0.0,4.22851,6.88
1r5y,-100.98299999999999,-100.98299999999999,-7.7679,-42.946999999999996,-0.573166,-18.0132,-42.946999999999996,-7.7679,-13.6112,-69.4529,0.0,2,11,0,0.0,0.0,6.46
1e66,-142.999,-140.999,-6.809489999999999,-51.8315,-0.47696700000000003,-21.3658,-51.1066,-6.809489999999999,-2.0,-124.029,0.0,1,20,0,0.0,0.013999200000000002,9.89
3d4z,-108.931,-106.931,-7.780819999999999,-45.1971,-0.5413979999999999,-18.5898,-44.3673,-7.780819999999999,-22.7414,-59.4885,-10.0,5,9,0,0.0,0.0140328,4.89
2hb1,-83.5544,-75.5544,-5.96817,-34.6678,-0.29834299999999997,-12.7708,-31.3485,-5.96817,-9.958730000000001,-68.9682,0.0,1,13,0,0.0,13.282,3.8
3uo4,-122.90700000000001,-110.90700000000001,-4.238180000000001,-40.0047,-0.322248,-16.9479,-36.0989,-4.238180000000001,-12.0,-101.199,0.0,4,25,0,0.0,7.9522,6.52
2wtv,-121.874,-113.874,-3.58454,-37.6201,-0.25611799999999996,-15.6107,-35.1506,-3.58454,-4.0,-106.73,0.0,2,32,0,0.0,6.834210000000001,8.74
2xdl,-86.2709,-78.2709,-5.39193,-34.2366,-0.38640399999999997,-14.2208,-31.0618,-5.39193,-2.22761,-71.1175,0.0,0,16,0,0.0,6.3026800000000005,3.1
1p1q,-95.2519,-89.2519,-7.32707,-40.5097,-0.514425,-16.7118,-37.958,-7.32707,-19.0658,-60.43899999999999,0.0,4,9,0,0.0,2.05203,4.89
3ag9,-142.173,-78.1734,-2.1219900000000003,-35.0047,-0.14962999999999999,-14.4617,-19.2472,-2.7877099999999997,-19.873,-136.459,0.0,3,49,15,0.0,30.4103,8.05
1o5b,-101.89399999999999,-99.89399999999999,-7.837999999999999,-43.3345,-0.336135,-15.1683,-42.483999999999995,-7.837999999999999,-6.1979,-76.7459,0.0,0,13,0,0.0,0.037846,5.77
2yfe,-103.26899999999999,-89.2692,-4.13077,-35.3176,-0.304275,-14.8048,-30.5296,-4.13077,-2.0,-92.6989,0.0,0,25,0,8.24175,1.9509299999999998,6.63
1q8u,-85.9529,-81.9529,-3.90695,-30.6751,-0.268246,-12.5608,-29.2476,-3.90695,-2.0,-68.9264,0.0,2,20,0,0.0,3.28705,5.96
3ao4,-103.26799999999999,-101.26799999999999,-6.45423,-40.9818,-0.475389,-17.1788,-40.1881,-6.45423,-5.17933,-80.0952,0.0,4,12,0,0.0,0.278127,2.07
2vvn,-111.964,-105.964,-6.9977800000000006,-44.4331,-0.450928,-17.8138,-42.052,-6.9977800000000006,-12.0,-84.0659,0.0,3,13,0,0.0,1.244,7.3
3acw,-107.56,-103.56,-5.12191,-38.9862,-0.383628,-16.4338,-37.5364,-5.12191,-2.0,-87.4131,0.0,1,20,0,0.0,0.373904,4.76
2qbr,-109.62200000000001,-93.6218,-3.91506,-36.1003,-0.23816199999999998,-14.1978,-30.8312,-3.91506,-13.3053,-97.9499,0.0,2,26,0,0.0,18.0908,6.33
1o3f,-126.58,-120.58,-5.063219999999999,-43.2899,-0.385465,-18.3473,-41.2379,-5.063219999999999,-12.5523,-99.4721,0.0,2,23,0,2.4974,1.42475,7.96
1xd0,-188.128,-164.128,-3.42052,-49.468999999999994,-0.232037,-20.1754,-43.1581,-3.42052,-40.1664,-152.80100000000002,0.0,8,47,0,0.0,19.3873,7.12
3cft,-35.4391,-33.4391,-2.3626,-14.3698,-0.158747,-5.84194,-13.5589,-2.95325,-2.0,-28.0851,0.0,0,13,2,11.2092,2.96621,4.19
1sln,-140.039,-112.039,-4.001119999999999,-42.8115,-0.289582,-17.8412,-34.2516,-4.1188,-10.0,-115.193,-5.0,4,30,1,0.0,7.34572,6.64
3cj2,-78.7884,-76.7884,-4.37713,-30.0634,-0.253166,-11.6264,-29.3003,-4.37713,-4.0,-61.3111,0.0,0,18,0,0.0,5.4117,4.85
3bkk,-158.55,-134.55,-4.40418,-48.0175,-0.323882,-20.1175,-40.749,-4.40418,-16.5664,-123.016,-9.80294,3,33,0,0.0,7.208060000000001,6.08
2r23,-76.6926,-54.6926,-2.19122,-23.4458,-0.149669,-9.58399,-16.7201,-2.2556700000000003,-18.9773,-50.0974,0.0,6,29,0,0.0,10.8519,3.72
1f8d,-88.8189,-78.8189,-4.44094,-32.7212,-0.305983,-13.4143,-29.0371,-4.44094,-16.5917,-54.6093,0.0,5,15,0,0.0,1.34237,3.4
4des,-65.6506,-63.6506,-3.4553,-24.603,-0.258233,-10.3633,-23.8535,-3.4553,-2.0,-47.8288,0.0,7,12,0,0.0,3.60911,5.85
3su3,-176.63400000000001,-160.634,-3.3327199999999997,-47.0237,-0.23398200000000002,-19.3989,-42.7641,-3.3327199999999997,-10.6744,-154.349,0.0,4,49,0,0.0,5.0269,9.13
3imc,-84.5183,-82.5183,-7.683489999999999,-38.0032,-0.574283,-16.0082,-37.1039,-7.683489999999999,-2.0,-64.0976,0.0,1,10,0,0.0,0.0008770469999999999,2.96
3nox,-93.8627,-87.8627,-3.35224,-30.9106,-0.222793,-12.5207,-28.9347,-3.35224,-4.7209900000000005,-78.1381,0.0,6,22,0,0.0,6.97987,8.66
1hfs,-226.18400000000003,-190.18400000000003,-4.3497,-60.5984,-0.320903,-25.4156,-50.9534,-4.3497,-6.23583,-204.614,-8.84783,6,46,0,0.0,10.0002,8.7
4gqq,-75.0111,-67.0111,-5.00074,-30.4155,-0.360274,-12.6559,-27.1717,-5.00074,-6.28565,-51.6882,0.0,1,14,0,0.0,0.608957,2.89
1zea,-133.32399999999998,-77.3245,-1.90464,-32.3502,-0.134942,-13.3862,-18.7622,-2.72091,-9.97406,-125.432,0.0,4,47,19,2.2798599999999998,16.1909,5.22
3vd4,-97.9183,-91.9183,-6.527880000000001,-39.7039,-0.41091400000000006,-15.794,-37.271,-6.527880000000001,-12.424000000000001,-62.882,-5.0,1,14,0,0.0,0.7454810000000001,4.82
1igj,-98.1853,-92.1853,-2.65366,-29.4654,-0.188585,-12.2049,-27.6648,-2.97531,-0.47876499999999994,-83.7822,0.0,2,31,4,0.0,4.6054,10
2ole,-80.9583,-70.9583,-2.69861,-26.0548,-0.192552,-10.8066,-22.8365,-2.79167,-2.72994,-68.7591,0.0,7,22,1,0.0,7.37396,7.25
2jdu,-93.5328,-91.5328,-7.7944,-40.8542,-0.524928,-16.6217,-39.9806,-7.7944,-24.1978,-33.2432,-20.0,4,8,0,0.0,0.455322,6.72
3gcs,-145.53799999999998,-133.53799999999998,-4.54807,-45.8416,-0.313101,-18.7879,-42.0619,-4.54807,-7.98367,-126.552,0.0,2,30,0,0.0,5.77758,7.25
3l4u,-96.7106,-80.7106,-4.39594,-34.5144,-0.280012,-13.784,-28.8042,-4.39594,-12.9044,-67.541,0.0,3,19,0,0.0,1.49056,7.52
1f8b,-83.4595,-73.4595,-4.17298,-30.7467,-0.287546,-12.6053,-27.0627,-4.17298,-15.5291,-51.6251,0.0,5,15,0,1.5825,0.852022,5.4
2jdm,-91.0299,-89.0299,-7.5858300000000005,-39.760999999999996,-0.510882,-16.1769,-38.8874,-7.5858300000000005,-20.0772,-33.1795,-19.7045,4,8,0,0.0,0.48565699999999995,5.4
1f8c,-87.5701,-77.5701,-4.3785,-32.2611,-0.301681,-13.2257,-28.5771,-4.3785,-17.3079,-52.7606,0.0,4,16,0,0.0,0.850234,7.4
1loq,-99.1753,-91.1753,-4.7226300000000005,-35.9471,-0.305923,-14.4369,-33.0474,-4.7226300000000005,-19.8255,-62.1943,0.0,1,20,0,0.0,1.2978,3.7
2zwz,-93.2003,-91.2003,-7.76669,-40.709,-0.525884,-16.5924,-39.8354,-7.76669,-20.9903,-54.5015,0.0,4,8,0,0.0,0.378626,7.79
2obf,-132.85299999999998,-124.853,-5.7762199999999995,-46.7156,-0.375467,-18.7833,-43.9025,-5.7762199999999995,-4.3192,-114.958,0.0,7,16,0,0.0,4.39539,8.85
1lbk,-96.3289,-78.3289,-4.81645,-35.4879,-0.314474,-14.29,-28.8566,-4.81645,-17.3175,-67.8321,0.0,5,15,0,0.0,5.38526,3.18
2zjw,-81.6544,-81.6544,-3.71156,-29.141,-0.27021,-12.168,-29.141,-3.71156,-3.8100699999999996,-59.3213,0.0,3,19,0,0.0,0.0,7.7
2j62,-156.58700000000002,-144.58700000000002,-5.7995,-52.1955,-0.41817299999999996,-21.7248,-48.1955,-5.7995,-19.0461,-122.50200000000001,0.0,3,24,0,0.0,1.84437,11.34
2d1o,-119.74799999999999,-83.7476,-3.6287199999999995,-37.3332,-0.258275,-15.4717,-26.1096,-3.74211,-10.4098,-98.0152,-10.0,5,27,1,0.0,17.5442,7.7
2pcp,-112.705,-108.705,-6.26136,-43.0048,-0.461171,-18.0266,-41.4785,-6.26136,-2.0,-93.0206,0.0,4,14,0,0.0,0.69785,8.7
3f17,-104.46,-94.4599,-4.97428,-37.8625,-0.34326100000000004,-15.5301,-34.2379,-4.97428,-2.0,-78.8576,-10.6824,7,14,0,0.0,6.37564,8.63
4dew,-45.4946,-43.4946,-2.16641,-16.49,-0.158944,-6.90327,-15.7651,-2.16641,-2.96406,-27.3637,0.0,7,14,0,0.0,4.126119999999999,7
